gap_id,entity_type,product_code,sku,product_name,field_name,current_value,required_from_team,owner,priority,source_document,status,deadline
GAP-00011,faq,DJP1002,DJ-FOO-0003,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00012,faq,DJP1002,DJ-FOO-0003,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00013,faq,DJP1002,DJ-FOO-0003,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00014,faq,DJP1002,DJ-FOO-0003,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00015,faq,DJP1002,DJ-FOO-0003,,dosage,This specific item comes in a 100g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00016,faq,DJP1003,DJ-FOO-0004,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00017,faq,DJP1003,DJ-FOO-0004,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00018,faq,DJP1003,DJ-FOO-0004,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00019,faq,DJP1003,DJ-FOO-0004,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00020,faq,DJP1003,DJ-FOO-0004,,dosage,This specific item comes in a 250g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00021,faq,DJP1004,DJ-FOO-0005,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00022,faq,DJP1004,DJ-FOO-0005,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00023,faq,DJP1004,DJ-FOO-0005,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00024,faq,DJP1004,DJ-FOO-0005,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00025,faq,DJP1004,DJ-FOO-0005,,dosage,This specific item comes in a 500g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00026,faq,DJP1005,DJ-FOO-0006,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00027,faq,DJP1005,DJ-FOO-0006,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00028,faq,DJP1005,DJ-FOO-0006,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00029,faq,DJP1005,DJ-FOO-0006,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00030,faq,DJP1005,DJ-FOO-0006,,dosage,This specific item comes in a 25g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00031,faq,DJP1006,DJ-FOO-0007,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00032,faq,DJP1006,DJ-FOO-0007,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00033,faq,DJP1006,DJ-FOO-0007,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00034,faq,DJP1006,DJ-FOO-0007,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00035,faq,DJP1006,DJ-FOO-0007,,dosage,This specific item comes in a 200g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00036,faq,DJP1007,DJ-FOO-0008,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00037,faq,DJP1007,DJ-FOO-0008,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00038,faq,DJP1007,DJ-FOO-0008,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00039,faq,DJP1007,DJ-FOO-0008,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00040,faq,DJP1007,DJ-FOO-0008,,dosage,This specific item comes in a 500g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00041,faq,DJP1008,DJ-FOO-0009,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00042,faq,DJP1008,DJ-FOO-0009,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00043,faq,DJP1008,DJ-FOO-0009,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00044,faq,DJP1008,DJ-FOO-0009,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00045,faq,DJP1008,DJ-FOO-0009,,dosage,This specific item comes in a 100g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00046,faq,DJP1009,DJ-FOO-0010,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00047,faq,DJP1009,DJ-FOO-0010,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00048,faq,DJP1009,DJ-FOO-0010,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00049,faq,DJP1009,DJ-FOO-0010,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00050,faq,DJP1009,DJ-FOO-0010,,dosage,This specific item comes in a 25g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00051,faq,DJP1010,DJ-FOO-0011,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00052,faq,DJP1010,DJ-FOO-0011,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00053,faq,DJP1010,DJ-FOO-0011,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00054,faq,DJP1010,DJ-FOO-0011,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00055,faq,DJP1010,DJ-FOO-0011,,dosage,This specific item comes in a 200g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00056,faq,DJP1011,DJ-FOO-0012,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00057,faq,DJP1011,DJ-FOO-0012,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00058,faq,DJP1011,DJ-FOO-0012,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00059,faq,DJP1011,DJ-FOO-0012,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00060,faq,DJP1011,DJ-FOO-0012,,dosage,This specific item comes in a 500g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00061,faq,DJP1012,DJ-FOO-0013,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00062,faq,DJP1012,DJ-FOO-0013,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00063,faq,DJP1012,DJ-FOO-0013,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00064,faq,DJP1012,DJ-FOO-0013,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00065,faq,DJP1012,DJ-FOO-0013,,dosage,This specific item comes in a 200g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00066,faq,DJP1013,DJ-FOO-0014,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00067,faq,DJP1013,DJ-FOO-0014,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00068,faq,DJP1013,DJ-FOO-0014,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00069,faq,DJP1013,DJ-FOO-0014,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00070,faq,DJP1013,DJ-FOO-0014,,dosage,This specific item comes in a 100g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00071,faq,DJP1014,DJ-FOO-0015,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00072,faq,DJP1014,DJ-FOO-0015,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00073,faq,DJP1014,DJ-FOO-0015,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00074,faq,DJP1014,DJ-FOO-0015,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00075,faq,DJP1014,DJ-FOO-0015,,dosage,This specific item comes in a 250g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00076,faq,DJP1015,DJ-FOO-0016,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00077,faq,DJP1015,DJ-FOO-0016,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00078,faq,DJP1015,DJ-FOO-0016,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00079,faq,DJP1015,DJ-FOO-0016,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00080,faq,DJP1015,DJ-FOO-0016,,dosage,This specific item comes in a 50g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00081,faq,DJP1016,DJ-FOO-0017,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00082,faq,DJP1016,DJ-FOO-0017,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00083,faq,DJP1016,DJ-FOO-0017,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00084,faq,DJP1016,DJ-FOO-0017,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00085,faq,DJP1016,DJ-FOO-0017,,dosage,This specific item comes in a 25g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00086,faq,DJP1017,DJ-FOO-0018,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00087,faq,DJP1017,DJ-FOO-0018,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00088,faq,DJP1017,DJ-FOO-0018,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00089,faq,DJP1017,DJ-FOO-0018,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00090,faq,DJP1017,DJ-FOO-0018,,dosage,This specific item comes in a 200g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00091,faq,DJP1018,DJ-FOO-0019,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00092,faq,DJP1018,DJ-FOO-0019,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00093,faq,DJP1018,DJ-FOO-0019,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00094,faq,DJP1018,DJ-FOO-0019,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00095,faq,DJP1018,DJ-FOO-0019,,dosage,This specific item comes in a 500g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00096,faq,DJP1019,DJ-FOO-0020,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00097,faq,DJP1019,DJ-FOO-0020,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00098,faq,DJP1019,DJ-FOO-0020,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00099,faq,DJP1019,DJ-FOO-0020,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00100,faq,DJP1019,DJ-FOO-0020,,dosage,This specific item comes in a 250g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00101,faq,DJP1020,DJ-FOO-0021,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00102,faq,DJP1020,DJ-FOO-0021,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00103,faq,DJP1020,DJ-FOO-0021,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00104,faq,DJP1020,DJ-FOO-0021,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00105,faq,DJP1020,DJ-FOO-0021,,dosage,This specific item comes in a 100g pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00106,faq,DJP1021,DJ-FOO-0022,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00107,faq,DJP1021,DJ-FOO-0022,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00108,faq,DJP1021,DJ-FOO-0022,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00109,faq,DJP1021,DJ-FOO-0022,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00110,faq,DJP1021,DJ-FOO-0022,,dosage,This specific item comes in a 1 Litre pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00111,faq,DJP1022,DJ-FOO-0023,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00112,faq,DJP1022,DJ-FOO-0023,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00113,faq,DJP1022,DJ-FOO-0023,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00114,faq,DJP1022,DJ-FOO-0023,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00115,faq,DJP1022,DJ-FOO-0023,,dosage,This specific item comes in a 2 Litre pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00116,faq,DJP1023,DJ-FOO-0024,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00117,faq,DJP1023,DJ-FOO-0024,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00118,faq,DJP1023,DJ-FOO-0024,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00119,faq,DJP1023,DJ-FOO-0024,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00120,faq,DJP1023,DJ-FOO-0024,,dosage,This specific item comes in a nan pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00121,faq,DJP1024,DJ-FOO-0025,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00122,faq,DJP1024,DJ-FOO-0025,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00123,faq,DJP1024,DJ-FOO-0025,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00124,faq,DJP1024,DJ-FOO-0025,,contraindications,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved contraindications / who should avoid,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
GAP-00125,faq,DJP1024,DJ-FOO-0025,,dosage,This specific item comes in a nan pack size.,Approved dosage / pack-size statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00126,faq,DJP1025,DJ-FOO-0026,,target_customer,"Anyone looking for premium, wholesome food and spice products to enhance their daily meals.",Approved target customer / usage guidance,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,needs_review,
GAP-00127,faq,DJP1025,DJ-FOO-0026,,shelf_life,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved shelf life / expiry statement,Dayjoy QA / Regulatory / Product Content,P2,Various Documents,missing,
GAP-00128,faq,DJP1025,DJ-FOO-0026,,ingredients,Information not available in source documents; requires verification from Dayjoy QA/regulatory team.,Approved ingredient statement or label copy,Dayjoy QA / Regulatory / Product Content,P1,Various Documents,missing,
