image_id,product_id,sku,filename,source_id,image_url,caption,alt_text,image_type,version,verified,product_name,category,brand,image_path,match_confidence,seo_title,slug
DJ-FOO-0001_1.jpg,1,DJ-FOO-0001,DJ-FOO-0001_1.jpg,06_IMAGES/products/DJ-FOO-0001_1.jpg,,Black Salt Sprinkler (200g),Black Salt Sprinkler (200g),jpg,1,True,Black Salt Sprinkler (200g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0001_1.jpg,exact_match_verified_2026-08-09,Black Salt Sprinkler (200g),dj-foo-0001-black-salt-sprinkler-200g
DJ-FOO-0001_3.jpg,1,DJ-FOO-0001,DJ-FOO-0001_3.jpg,06_IMAGES/products/DJ-FOO-0001_3.jpg,,Black Salt Sprinkler (200g),Black Salt Sprinkler (200g),jpg,3,True,Black Salt Sprinkler (200g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0001_3.jpg,exact_match_verified_2026-08-09,Black Salt Sprinkler (200g),dj-foo-0001-black-salt-sprinkler-200g
DJ-FOO-0002.webp,2,DJ-FOO-0002,DJ-FOO-0002.webp,06_IMAGES/products/DJ-FOO-0002.webp,,Chaat Masala (100g),Chaat Masala (100g),webp,1,True,Chaat Masala (100g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0002.webp,exact_match_verified_2026-08-09,Chaat Masala (100g),dj-foo-0002-chaat-masala-100g
DJ-FOO-0003.webp,3,DJ-FOO-0003,DJ-FOO-0003.webp,06_IMAGES/products/DJ-FOO-0003.webp,,Chicken Masala (100g),Chicken Masala (100g),webp,1,True,Chicken Masala (100g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0003.webp,exact_match_verified_2026-08-09,Chicken Masala (100g),dj-foo-0003-chicken-masala-100g
DJ-FOO-0004.webp,4,DJ-FOO-0004,DJ-FOO-0004.webp,06_IMAGES/products/DJ-FOO-0004.webp,,Daily Tea (250g),Daily Tea (250g),webp,1,True,Daily Tea (250g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0004.webp,exact_match_verified_2026-08-09,Daily Tea (250g),dj-foo-0004-daily-tea-250g
DJ-FOO-0008.webp,8,DJ-FOO-0008,DJ-FOO-0008.webp,06_IMAGES/products/DJ-FOO-0008.webp,,Dhaniya Powder (500g),Dhaniya Powder (500g),webp,1,True,Dhaniya Powder (500g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0008.webp,exact_match_verified_2026-08-09,Dhaniya Powder (500g),dj-foo-0008-dhaniya-powder-500g
DJ-FOO-0008_1.webp,8,DJ-FOO-0008,DJ-FOO-0008_1.webp,06_IMAGES/products/DJ-FOO-0008_1.webp,,Dhaniya Powder (500g),Dhaniya Powder (500g),webp,1,True,Dhaniya Powder (500g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0008_1.webp,exact_match_verified_2026-08-09,Dhaniya Powder (500g),dj-foo-0008-dhaniya-powder-500g
DJ-FOO-0008_3.webp,8,DJ-FOO-0008,DJ-FOO-0008_3.webp,06_IMAGES/products/DJ-FOO-0008_3.webp,,Dhaniya Powder (500g),Dhaniya Powder (500g),webp,3,True,Dhaniya Powder (500g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0008_3.webp,exact_match_verified_2026-08-09,Dhaniya Powder (500g),dj-foo-0008-dhaniya-powder-500g
DJ-FOO-0009.webp,9,DJ-FOO-0009,DJ-FOO-0009.webp,06_IMAGES/products/DJ-FOO-0009.webp,,Garam Masala (100g),Garam Masala (100g),webp,1,True,Garam Masala (100g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0009.webp,exact_match_verified_2026-08-09,Garam Masala (100g),dj-foo-0009-garam-masala-100g
DJ-FOO-0012.webp,12,DJ-FOO-0012,DJ-FOO-0012.webp,06_IMAGES/products/DJ-FOO-0012.webp,,Haldi Powder (500g),Haldi Powder (500g),webp,1,True,Haldi Powder (500g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0012.webp,exact_match_verified_2026-08-09,Haldi Powder (500g),dj-foo-0012-haldi-powder-500g
DJ-FOO-0012_1.webp,12,DJ-FOO-0012,DJ-FOO-0012_1.webp,06_IMAGES/products/DJ-FOO-0012_1.webp,,Haldi Powder (500g),Haldi Powder (500g),webp,1,True,Haldi Powder (500g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0012_1.webp,exact_match_verified_2026-08-09,Haldi Powder (500g),dj-foo-0012-haldi-powder-500g
DJ-FOO-0012_2.webp,12,DJ-FOO-0012,DJ-FOO-0012_2.webp,06_IMAGES/products/DJ-FOO-0012_2.webp,,Haldi Powder (500g),Haldi Powder (500g),webp,2,True,Haldi Powder (500g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0012_2.webp,exact_match_verified_2026-08-09,Haldi Powder (500g),dj-foo-0012-haldi-powder-500g
DJ-FOO-0012_4.webp,12,DJ-FOO-0012,DJ-FOO-0012_4.webp,06_IMAGES/products/DJ-FOO-0012_4.webp,,Haldi Powder (500g),Haldi Powder (500g),webp,4,True,Haldi Powder (500g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0012_4.webp,exact_match_verified_2026-08-09,Haldi Powder (500g),dj-foo-0012-haldi-powder-500g
DJ-FOO-0012_5.webp,12,DJ-FOO-0012,DJ-FOO-0012_5.webp,06_IMAGES/products/DJ-FOO-0012_5.webp,,Haldi Powder (500g),Haldi Powder (500g),webp,5,True,Haldi Powder (500g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0012_5.webp,exact_match_verified_2026-08-09,Haldi Powder (500g),dj-foo-0012-haldi-powder-500g
DJ-FOO-0014.webp,14,DJ-FOO-0014,DJ-FOO-0014.webp,06_IMAGES/products/DJ-FOO-0014.webp,,Jaljeera (100g),Jaljeera (100g),webp,1,True,Jaljeera (100g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0014.webp,exact_match_verified_2026-08-09,Jaljeera (100g),dj-foo-0014-jaljeera-100g
DJ-FOO-0016.webp,16,DJ-FOO-0016,DJ-FOO-0016.webp,06_IMAGES/products/DJ-FOO-0016.webp,,Kasuri Methi (50g),Kasuri Methi (50g),webp,1,True,Kasuri Methi (50g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0016.webp,exact_match_verified_2026-08-09,Kasuri Methi (50g),dj-foo-0016-kasuri-methi-50g
DJ-FOO-0018.webp,18,DJ-FOO-0018,DJ-FOO-0018.webp,06_IMAGES/products/DJ-FOO-0018.webp,,Mirchi Powder (200g),Mirchi Powder (200g),webp,1,True,Mirchi Powder (200g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0018.webp,exact_match_verified_2026-08-09,Mirchi Powder (200g),dj-foo-0018-mirchi-powder-200g
DJ-FOO-0019.webp,19,DJ-FOO-0019,DJ-FOO-0019.webp,06_IMAGES/products/DJ-FOO-0019.webp,,Mirchi Powder (500g),Mirchi Powder (500g),webp,1,True,Mirchi Powder (500g),FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0019.webp,exact_match_verified_2026-08-09,Mirchi Powder (500g),dj-foo-0019-mirchi-powder-500g
DJ-FOO-0023.jpeg,23,DJ-FOO-0023,DJ-FOO-0023.jpeg,06_IMAGES/products/DJ-FOO-0023.jpeg,,Total Joy Rice Bran Oil (2 Litre),Total Joy Rice Bran Oil (2 Litre),jpeg,1,True,Total Joy Rice Bran Oil (2 Litre),FOOD PRODUCTS,Total Joy,06_IMAGES/products/DJ-FOO-0023.jpeg,exact_match_verified_2026-08-09,Total Joy Rice Bran Oil (2 Litre),dj-foo-0023-total-joy-rice-bran-oil-2-litre
DJ-FOO-0025.jpeg,25,DJ-FOO-0025,DJ-FOO-0025.jpeg,06_IMAGES/products/DJ-FOO-0025.jpeg,,Poha with Bhujia,Poha with Bhujia,jpeg,1,True,Poha with Bhujia,FOOD PRODUCTS,Aayushmaan / YumDum / Total Joy,06_IMAGES/products/DJ-FOO-0025.jpeg,exact_match_verified_2026-08-09,Poha with Bhujia,dj-foo-0025-poha-with-bhujia
DJ-GER-0138.webp,138,DJ-GER-0138,DJ-GER-0138.webp,06_IMAGES/products/DJ-GER-0138.webp,,Bio-Germanium & Magnetic Mattress (Pack of 2),Bio-Germanium & Magnetic Mattress (Pack of 2),webp,1,True,Bio-Germanium & Magnetic Mattress (Pack of 2),GERMANIUM & MAGNETIC,Dayjoy,06_IMAGES/products/DJ-GER-0138.webp,exact_match_verified_2026-08-09,Bio-Germanium & Magnetic Mattress (Pack of 2),dj-ger-0138-bio-germanium-magnetic-mattress-pack-of-2
DJ-HEA-0066.webp,66,DJ-HEA-0066,DJ-HEA-0066.webp,06_IMAGES/products/DJ-HEA-0066.webp,,Asthprash (300 grams),Asthprash (300 grams),webp,1,True,Asthprash (300 grams),HEALTH CARE,Asthprash,06_IMAGES/products/DJ-HEA-0066.webp,exact_match_verified_2026-08-09,Asthprash (300 grams),dj-hea-0066-asthprash-300-grams
DJ-HEA-0067.webp,67,DJ-HEA-0067,DJ-HEA-0067.webp,06_IMAGES/products/DJ-HEA-0067.webp,,Adicardial (120 Tab),Adicardial (120 Tab),webp,1,True,Adicardial (120 Tab),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0067.webp,exact_match_verified_2026-08-09,Adicardial (120 Tab),dj-hea-0067-adicardial-120-tab
DJ-HEA-0070.webp,70,DJ-HEA-0070,DJ-HEA-0070.webp,06_IMAGES/products/DJ-HEA-0070.webp,,Adila Forte (60 Tab),Adila Forte (60 Tab),webp,1,True,Adila Forte (60 Tab),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0070.webp,exact_match_verified_2026-08-09,Adila Forte (60 Tab),dj-hea-0070-adila-forte-60-tab
DJ-HEA-0072.webp,72,DJ-HEA-0072,DJ-HEA-0072.webp,06_IMAGES/products/DJ-HEA-0072.webp,,Adilipo (60 Tab),Adilipo (60 Tab),webp,1,True,Adilipo (60 Tab),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0072.webp,exact_match_verified_2026-08-09,Adilipo (60 Tab),dj-hea-0072-adilipo-60-tab
DJ-HEA-0073.webp,73,DJ-HEA-0073,DJ-HEA-0073.webp,06_IMAGES/products/DJ-HEA-0073.webp,,Adiliv (60 Tab),Adiliv (60 Tab),webp,1,True,Adiliv (60 Tab),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0073.webp,exact_match_verified_2026-08-09,Adiliv (60 Tab),dj-hea-0073-adiliv-60-tab
DJ-HEA-0074.webp,74,DJ-HEA-0074,DJ-HEA-0074.webp,06_IMAGES/products/DJ-HEA-0074.webp,,Aloevera with Guava Juice (1L),Aloevera with Guava Juice (1L),webp,1,True,Aloevera with Guava Juice (1L),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0074.webp,exact_match_verified_2026-08-09,Aloevera with Guava Juice (1L),dj-hea-0074-aloevera-with-guava-juice-1l
DJ-HEA-0075.webp,75,DJ-HEA-0075,DJ-HEA-0075.webp,06_IMAGES/products/DJ-HEA-0075.webp,,Astheal Cough Syrup (100ml),Astheal Cough Syrup (100ml),webp,1,True,Astheal Cough Syrup (100ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0075.webp,exact_match_verified_2026-08-09,Astheal Cough Syrup (100ml),dj-hea-0075-astheal-cough-syrup-100ml
DJ-HEA-0076.webp,76,DJ-HEA-0076,DJ-HEA-0076.webp,06_IMAGES/products/DJ-HEA-0076.webp,,Ashvagandha Extract (60 Veg Capsules),Ashvagandha Extract (60 Veg Capsules),webp,1,True,Ashvagandha Extract (60 Veg Capsules),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0076.webp,exact_match_verified_2026-08-09,Ashvagandha Extract (60 Veg Capsules),dj-hea-0076-ashvagandha-extract-60-veg-capsules
DJ-HEA-0077.webp,77,DJ-HEA-0077,DJ-HEA-0077.webp,06_IMAGES/products/DJ-HEA-0077.webp,,Amla Extract (60 Veg Capsules),Amla Extract (60 Veg Capsules),webp,1,True,Amla Extract (60 Veg Capsules),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0077.webp,exact_match_verified_2026-08-09,Amla Extract (60 Veg Capsules),dj-hea-0077-amla-extract-60-veg-capsules
DJ-HEA-0078.webp,78,DJ-HEA-0078,DJ-HEA-0078.webp,06_IMAGES/products/DJ-HEA-0078.webp,,Advanced Calcium Tablets,Advanced Calcium Tablets,webp,1,True,Advanced Calcium Tablets,HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0078.webp,exact_match_verified_2026-08-09,Advanced Calcium Tablets,dj-hea-0078-advanced-calcium-tablets
DJ-HEA-0079.webp,79,DJ-HEA-0079,DJ-HEA-0079.webp,06_IMAGES/products/DJ-HEA-0079.webp,,Arogya Churn (100g),Arogya Churn (100g),webp,1,True,Arogya Churn (100g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0079.webp,exact_match_verified_2026-08-09,Arogya Churn (100g),dj-hea-0079-arogya-churn-100g
DJ-HEA-0080.webp,80,DJ-HEA-0080,DJ-HEA-0080.webp,06_IMAGES/products/DJ-HEA-0080.webp,,Di-beat (60 Tab),Di-beat (60 Tab),webp,1,True,Di-beat (60 Tab),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0080.webp,exact_match_verified_2026-08-09,Di-beat (60 Tab),dj-hea-0080-di-beat-60-tab
DJ-HEA-0081.jpeg,81,DJ-HEA-0081,DJ-HEA-0081.jpeg,06_IMAGES/products/DJ-HEA-0081.jpeg,,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),jpeg,1,True,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0081.jpeg,exact_match_verified_2026-08-09,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),dj-hea-0081-golden-elixir-nano-curcumin-drops-pack-of-2-bottles-each-25ml
DJ-HEA-0083.webp,83,DJ-HEA-0083,DJ-HEA-0083.webp,06_IMAGES/products/DJ-HEA-0083.webp,,Gas-O-Free (500ml),Gas-O-Free (500ml),webp,1,True,Gas-O-Free (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0083.webp,exact_match_verified_2026-08-09,Gas-O-Free (500ml),dj-hea-0083-gas-o-free-500ml
DJ-HEA-0083_1.webp,83,DJ-HEA-0083,DJ-HEA-0083_1.webp,06_IMAGES/products/DJ-HEA-0083_1.webp,,Gas-O-Free (500ml),Gas-O-Free (500ml),webp,1,True,Gas-O-Free (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0083_1.webp,exact_match_verified_2026-08-09,Gas-O-Free (500ml),dj-hea-0083-gas-o-free-500ml
DJ-HEA-0083_3.webp,83,DJ-HEA-0083,DJ-HEA-0083_3.webp,06_IMAGES/products/DJ-HEA-0083_3.webp,,Gas-O-Free (500ml),Gas-O-Free (500ml),webp,3,True,Gas-O-Free (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0083_3.webp,exact_match_verified_2026-08-09,Gas-O-Free (500ml),dj-hea-0083-gas-o-free-500ml
DJ-HEA-0085.webp,85,DJ-HEA-0085,DJ-HEA-0085.webp,06_IMAGES/products/DJ-HEA-0085.webp,,GoPiles Syrup (500ml),GoPiles Syrup (500ml),webp,1,True,GoPiles Syrup (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0085.webp,exact_match_verified_2026-08-09,GoPiles Syrup (500ml),dj-hea-0085-gopiles-syrup-500ml
DJ-HEA-0085_1.webp,85,DJ-HEA-0085,DJ-HEA-0085_1.webp,06_IMAGES/products/DJ-HEA-0085_1.webp,,GoPiles Syrup (500ml),GoPiles Syrup (500ml),webp,1,True,GoPiles Syrup (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0085_1.webp,exact_match_verified_2026-08-09,GoPiles Syrup (500ml),dj-hea-0085-gopiles-syrup-500ml
DJ-HEA-0085_3.webp,85,DJ-HEA-0085,DJ-HEA-0085_3.webp,06_IMAGES/products/DJ-HEA-0085_3.webp,,GoPiles Syrup (500ml),GoPiles Syrup (500ml),webp,3,True,GoPiles Syrup (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0085_3.webp,exact_match_verified_2026-08-09,GoPiles Syrup (500ml),dj-hea-0085-gopiles-syrup-500ml
DJ-HEA-0086.webp,86,DJ-HEA-0086,DJ-HEA-0086.webp,06_IMAGES/products/DJ-HEA-0086.webp,,Giloe Extract (60 Veg Capsules),Giloe Extract (60 Veg Capsules),webp,1,True,Giloe Extract (60 Veg Capsules),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0086.webp,exact_match_verified_2026-08-09,Giloe Extract (60 Veg Capsules),dj-hea-0086-giloe-extract-60-veg-capsules
DJ-HEA-0087.jpeg,87,DJ-HEA-0087,DJ-HEA-0087.jpeg,06_IMAGES/products/DJ-HEA-0087.jpeg,,Eye Elixir Drops (10ml),Eye Elixir Drops (10ml),jpeg,1,True,Eye Elixir Drops (10ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0087.jpeg,exact_match_verified_2026-08-09,Eye Elixir Drops (10ml),dj-hea-0087-eye-elixir-drops-10ml
DJ-HEA-0088.jpeg,88,DJ-HEA-0088,DJ-HEA-0088.jpeg,06_IMAGES/products/DJ-HEA-0088.jpeg,,Eye Health++ (60 Capsules),Eye Health++ (60 Capsules),jpeg,1,True,Eye Health++ (60 Capsules),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0088.jpeg,exact_match_verified_2026-08-09,Eye Health++ (60 Capsules),dj-hea-0088-eye-health-60-capsules
DJ-HEA-0089.webp,89,DJ-HEA-0089,DJ-HEA-0089.webp,06_IMAGES/products/DJ-HEA-0089.webp,,HB+ (200ml),HB+ (200ml),webp,1,True,HB+ (200ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0089.webp,exact_match_verified_2026-08-09,HB+ (200ml),dj-hea-0089-hb-200ml
DJ-HEA-0090.webp,90,DJ-HEA-0090,DJ-HEA-0090.webp,06_IMAGES/products/DJ-HEA-0090.webp,,HB+ (500ml),HB+ (500ml),webp,1,True,HB+ (500ml),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0090.webp,exact_match_verified_2026-08-09,HB+ (500ml),dj-hea-0090-hb-500ml
DJ-HEA-0091.webp,91,DJ-HEA-0091,DJ-HEA-0091.webp,06_IMAGES/products/DJ-HEA-0091.webp,,Hi-Energy (60 Tab),Hi-Energy (60 Tab),webp,1,True,Hi-Energy (60 Tab),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0091.webp,exact_match_verified_2026-08-09,Hi-Energy (60 Tab),dj-hea-0091-hi-energy-60-tab
DJ-HEA-0092.webp,92,DJ-HEA-0092,DJ-HEA-0092.webp,06_IMAGES/products/DJ-HEA-0092.webp,,Kidney Kawach (300 g),Kidney Kawach (300 g),webp,1,True,Kidney Kawach (300 g),HEALTH CARE,Curind,06_IMAGES/products/DJ-HEA-0092.webp,exact_match_verified_2026-08-09,Kidney Kawach (300 g),dj-hea-0092-kidney-kawach-300-g
