product_id,sku,product_name,brand,category,sub_category,manufacturer,country,pack_size,pack_size_alt_formatting,unit,mrp,dp,bv,pv,currency,price_effective_date,pricing_confidence,ingredients,benefits,features,usage,dosage,warnings,storage,target_customer,related_products,alternative_products,cross_sell_products,frequently_bought_together,certifications,search_keywords,faqs,contraindications,description,faq_ids,image_ids,similar_product_ids,related_product_ids,source_document_id,content_source_document,source_version,approval_status,effective_from,effective_to,content_extraction_status,content_confidence,missing_pricing_governance_fields_count,missing_content_fields_count,pricing_risk_level,content_risk_level,verification_status,confidence,last_verified
DJP1013,DJ-FOO-0014,Jaljeera (100g),Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100g,100g,,65.0,55.0,15.0,15.0,INR,2026-05-05,verified_price_list,Organic spices/herbs,"Warm, earthy flavor for curries, dals, and spice blends. Supporting digestion and overall wellness.",,,Culinary use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1014,DJ-FOO-0015,Organic Jeera (250g),Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,250g,250g,,199.0,165.0,33.0,33.0,INR,2026-05-05,verified_price_list,Organic cumin seeds,"Warm, earthy flavor for curries, dals, and spice blends. Supporting digestion and overall wellness.",,,Culinary use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1015,DJ-FOO-0016,Kasuri Methi (50g),Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,50g,50g,,59.0,45.0,9.0,9.0,INR,2026-05-05,verified_price_list,Organic fenugreek leaves,"Rich aroma and authentic taste for dals, curries, and breads. Supporting digestion and overall wellness.",,,Culinary use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1016,DJ-FOO-0017,Mirchi Powder (25g),Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,25g,25g,,20.0,15.0,1.0,1.0,INR,2026-05-05,verified_price_list,,"Add rich color, aroma, and flavor to your dishes while supporting digestion and overall wellness. Free from chemicals and additives.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1017,DJ-FOO-0018,Mirchi Powder (200g),Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,200g,200g,,145.0,110.0,18.0,18.0,INR,2026-05-05,verified_price_list,,"Add rich color, aroma, and flavor to your dishes while supporting digestion and overall wellness. Free from chemicals and additives.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1018,DJ-FOO-0019,Mirchi Powder (500g),Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,500g,500g,,335.0,275.0,50.0,50.0,INR,2026-05-05,verified_price_list,,"Add rich color, aroma, and flavor to your dishes while supporting digestion and overall wellness. Free from chemicals and additives.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1019,DJ-FOO-0020,Rai (250g),Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,250g,250g,,99.0,80.0,13.0,13.0,INR,2026-05-05,verified_price_list,Organic mustard seeds,"Bold, pungent flavor for pickles, curries, and tempering. Supporting digestion and overall wellness.",,,Culinary use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1020,DJ-FOO-0021,Sabji Masala (100g),Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100g,100g,,110.0,99.0,20.0,20.0,INR,2026-05-05,verified_price_list,,"Crafted from premium, organically sourced spices, free from chemicals and additives. Enhances your dishes with rich aroma.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1021,DJ-FOO-0022,New Total Joy Rice Bran Oil (1 Litre),Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,1 L,1 Litre,,299.0,235.0,24.0,24.0,INR,2026-05-05,verified_price_list,,Light and less greasy for healthier meals. Rich in Vitamins A & D. High smoke point. Strengthens immunity.,,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1022,DJ-FOO-0023,Total Joy Rice Bran Oil (2 Litre),Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,2 L,2 Litre,,599.0,470.0,40.0,40.0,INR,2026-05-05,verified_price_list,Rice Bran Oil,Light and less greasy for healthier meals. Rich in Vitamins A & D. High smoke point. Strengthens immunity.,,,Cooking use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1023,DJ-FOO-0024,Veg Biryani with Shahi Gravy,Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,1 serving,,,199.0,135.0,17.0,17.0,INR,2026-05-05,verified_price_list,"Basmati rice, spices","Tasty, nutritious, and convenient. Free from preservatives and artificial flavors, they offer a pure, homemade taste.",,,Heat & eat,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1024,DJ-FOO-0025,Poha with Bhujia,Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,1 serving,,,99.0,67.0,9.0,9.0,INR,2026-05-05,verified_price_list,"Flattened rice, spices, bhujia","Tasty, nutritious, and convenient. Free from preservatives and artificial flavors, they offer a pure, homemade taste.",,,Heat & eat,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1025,DJ-FOO-0026,Upma with Bhujia,Aayushmaan / YumDum / Total Joy,FOOD PRODUCTS,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,1 serving,,,99.0,71.0,9.0,9.0,INR,2026-05-05,verified_price_list,"Semolina, spices, bhujia","Tasty, nutritious, and convenient. Free from preservatives and artificial flavors, they offer a pure, homemade taste.",,,Heat & eat,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1026,DJ-PER-0027,Anti Pollution Face Wash (150ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,150ml,150ml,,249.0,165.0,50.0,50.0,INR,2026-05-05,verified_price_list,,"Hydrates the Skin, Soothes and Calms, Fights Skin Pollution Damage, Restores Skin's Natural Glow.",,,,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,Dayjoy Product Brochure - English July2026_11zon_2.pdf,2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1027,DJ-PER-0028,Anti Pollution Aloevera Face Wash (100ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100ml,100ml,,135.0,94.0,23.0,23.0,INR,2026-05-05,verified_price_list,Aloe Vera,"Hydrates the Skin, Soothes and Calms, Fights Skin Pollution Damage, Restores Skin's Natural Glow.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1028,DJ-PER-0029,Aloevera Gel (100g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100g,100g,,150.0,115.0,36.0,36.0,INR,2026-05-05,verified_price_list,Aloe Vera,"Reduces acne & pimple, Heals minor burns & wounds, Soothes sunburn & Skin Irritation.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1029,DJ-PER-0030,BR Rich Oil (200ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,200ml,200ml,,249.0,165.0,44.0,44.0,INR,2026-05-05,verified_price_list,,"Detangles Hair, Improves Scalp Health, Promotes Hair Growth, Adds Shine and Luster, Moisturizes and Conditions.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1030,DJ-PER-0031,Daily Care Cream (60g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,60g,60g,,149.0,95.0,30.0,30.0,INR,2026-05-05,verified_price_list,,"Evens Skin Tone, Soothes and Calms Skin, Prevents Premature Aging, Non-Greasy, Lightweight Formula.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1031,DJ-PER-0032,Luxury Saffron Soap (100g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100g,100g,,125.0,82.0,20.0,20.0,INR,2026-05-05,verified_price_list,Saffron,"Revitalizes Dull Skin, Enhances Skin Brightness, Suitable for All Skin Types, Cruelty-Free & Eco-Friendly.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1032,DJ-PER-0033,Ecofriendly Toothbrush (Pack of 2),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,2,Pack of 2,,149.0,100.0,30.0,30.0,INR,2026-05-05,verified_price_list,Bamboo,"Biodegradable, Gentle on Gums, Non-Toxic and Safe, Reduces Plastic Waste.",,,Daily use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1033,DJ-PER-0034,HerboSmile Herbal Toothpaste (100g),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100g,100g,,125.0,82.0,20.0,20.0,INR,2026-05-05,verified_price_list,Herbal blend,"Supports Gum Health, Safe for Sensitive Teeth, Naturally Whiten Teeth, Promotes Overall Oral Health.",,,Daily use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1034,DJ-PER-0035,Hydra Aloevera Body Lotion (300ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,300ml,300ml,,349.0,245.0,76.0,76.0,INR,2026-05-05,verified_price_list,Aloe Vera,"Soothes Irritated Skin, Maintains Skin Softness, Leaves Skin Feeling Refreshed, Provides intense moisture to dry skin.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1035,DJ-PER-0036,Kesham (100ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100ml,100ml,,149.0,91.0,24.0,24.0,INR,2026-05-05,verified_price_list,,"Reduces Frizz, Restores Scalp pH Balance, Promotes Healthy Hair Texture, Promotes Healthy Hair Follicles.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1036,DJ-PER-0037,Luxwash Handwash (250ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,250ml,250ml,,150.0,95.0,17.0,17.0,INR,2026-05-05,verified_price_list,,"Nourishes & Hydrates, Refreshing Experience, Long-Lasting Freshness, Suitable for All Skin Types.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
DJP1037,DJ-PER-0038,Milk & Keratin Extracts Shampoo (100ml),Wild Muse,PERSONAL CARE,,Adila Biotech / Dayjoy Marketing Pvt. Ltd.,India,100ml,100ml,,175.0,118.0,33.0,33.0,INR,2026-05-05,verified_price_list,"Milk, Keratin (paraben-free)","Smoothens Hair, Reduced frizz and breakage, Improved smoothness and shine, Deep nourishment and hydration.",,,Regular use,,,,,,,,,,,,,,,,,India-BV-Price-May-2026 + approved Dayjoy sources,"Dayjoy Product Brochure - English July2026_11zon_2.pdf + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09) + Dayjoy_Products_Catalog.csv (86-item, user-confirmed 2026-08-09)",2026-05-05,approved,2026-05-05,,Extracted,High,0,4,low,high,approved,verified_price_list | High,2026-05-05
