product_code,sku,product_name,gap_field,gap_reason,status
DJP1044,DJ-PER-0045,Sanitary Pad (XXL) (Pack of 10),pack_size,null_pack_size,route_to_gap_register
DJP1045,DJ-PER-0046,Seabuckthron Facial Kit (30g) (Pack of 6),pack_size,null_pack_size,route_to_gap_register
DJP1046,DJ-PER-0047,Seabuckthron Cleanser (30g),pack_size,null_pack_size,route_to_gap_register
DJP1047,DJ-PER-0048,Seabuckthron Scrub (30g),pack_size,null_pack_size,route_to_gap_register
DJP1048,DJ-PER-0049,Seabuckthron Massage Gel (30g),pack_size,null_pack_size,route_to_gap_register
DJP1049,DJ-PER-0050,Seabuckthron Massage Cream (30g),pack_size,null_pack_size,route_to_gap_register
DJP1050,DJ-PER-0051,Seabuckthron Face Pack (30g),pack_size,null_pack_size,route_to_gap_register
DJP1051,DJ-PER-0052,Seabuckthron Facial Fluid (10ml),pack_size,null_pack_size,route_to_gap_register
DJP1052,DJ-PER-0053,Deep Cleansing Face Wash (100ml),pack_size,null_pack_size,route_to_gap_register
DJP1053,DJ-PER-0054,Deep Cleansing Facewash (60ml),pack_size,null_pack_size,route_to_gap_register
DJP1054,DJ-PER-0055,WildMuse Premium Loofah,pack_size,null_pack_size,route_to_gap_register
DJP1055,DJ-PER-0056,Amla Reetha Sikakai Shampoo (100ml),pack_size,null_pack_size,route_to_gap_register
DJP1056,DJ-PER-0057,Haldi Chandan Facewash (60ml),pack_size,null_pack_size,route_to_gap_register
DJP1057,DJ-SKI-0058,Face Serum (30ml),pack_size,null_pack_size,route_to_gap_register
DJP1058,DJ-SKI-0059,Gold Facial Kit,pack_size,null_pack_size,route_to_gap_register
DJP1059,DJ-SKI-0060,Sunscreen SPF 50+ (50gm),pack_size,null_pack_size,route_to_gap_register
DJP1060,DJ-SKI-0061,Hydra Max Moisturizer (50gm),pack_size,null_pack_size,route_to_gap_register
DJP1061,DJ-SKI-0062,AgeX Anti-Ageing Night Cream (50gm),pack_size,null_pack_size,route_to_gap_register
DJP1062,DJ-SKI-0063,AcneX Anti-Acne Foaming Cleanser (100ml),pack_size,null_pack_size,route_to_gap_register
DJP1063,DJ-COL-0064,Amara Beauty Kajal,pack_size,null_pack_size,route_to_gap_register
DJP1064,DJ-COL-0065,Amara Beauty Eyeliner,pack_size,null_pack_size,route_to_gap_register
DJP1065,DJ-HEA-0066,Asthprash (300 grams),pack_size,null_pack_size,route_to_gap_register
DJP1066,DJ-HEA-0067,Adicardial (120 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1067,DJ-HEA-0068,Adicardial Syrup (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1068,DJ-HEA-0069,Adila Forte (30 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1069,DJ-HEA-0070,Adila Forte (60 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1070,DJ-HEA-0071,Adilipo (120 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1071,DJ-HEA-0072,Adilipo (60 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1072,DJ-HEA-0073,Adiliv (60 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1073,DJ-HEA-0074,Aloevera with Guava Juice (1L),pack_size,null_pack_size,route_to_gap_register
DJP1074,DJ-HEA-0075,Astheal Cough Syrup (100ml),pack_size,null_pack_size,route_to_gap_register
DJP1075,DJ-HEA-0076,Ashvagandha Extract (60 Veg Capsules),pack_size,null_pack_size,route_to_gap_register
DJP1076,DJ-HEA-0077,Amla Extract (60 Veg Capsules),pack_size,null_pack_size,route_to_gap_register
DJP1077,DJ-HEA-0078,Advanced Calcium Tablets,pack_size,null_pack_size,route_to_gap_register
DJP1078,DJ-HEA-0079,Arogya Churn (100g),pack_size,null_pack_size,route_to_gap_register
DJP1079,DJ-HEA-0080,Di-beat (60 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1080,DJ-HEA-0081,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml),pack_size,null_pack_size,route_to_gap_register
DJP1081,DJ-HEA-0082,Gas-O-Free (200ml),pack_size,null_pack_size,route_to_gap_register
DJP1082,DJ-HEA-0083,Gas-O-Free (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1083,DJ-HEA-0084,GoPiles (60 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1084,DJ-HEA-0085,GoPiles Syrup (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1085,DJ-HEA-0086,Giloe Extract (60 Veg Capsules),pack_size,null_pack_size,route_to_gap_register
DJP1086,DJ-HEA-0087,Eye Elixir Drops (10ml),pack_size,null_pack_size,route_to_gap_register
DJP1087,DJ-HEA-0088,Eye Health++ (60 Capsules),pack_size,null_pack_size,route_to_gap_register
DJP1088,DJ-HEA-0089,HB+ (200ml),pack_size,null_pack_size,route_to_gap_register
DJP1089,DJ-HEA-0090,HB+ (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1090,DJ-HEA-0091,Hi-Energy (60 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1091,DJ-HEA-0092,Kidney Kawach (300 g),pack_size,null_pack_size,route_to_gap_register
DJP1092,DJ-HEA-0093,Liv-Ease (200ml),pack_size,null_pack_size,route_to_gap_register
DJP1093,DJ-HEA-0094,Liv-Ease (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1094,DJ-HEA-0095,Multivitamins Tablets,pack_size,null_pack_size,route_to_gap_register
DJP1095,DJ-HEA-0096,Nonima (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1096,DJ-HEA-0097,N-astheal (120 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1097,DJ-HEA-0098,N-astheal (60 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1098,DJ-HEA-0099,Orthofix (60 Tab),pack_size,null_pack_size,route_to_gap_register
DJP1099,DJ-HEA-0100,Orthofix Oil (100ml),pack_size,null_pack_size,route_to_gap_register
DJP1100,DJ-HEA-0101,Omega 3-6-9,pack_size,null_pack_size,route_to_gap_register
DJP1101,DJ-HEA-0102,Quick 6 Pain Relief Gel (30g),pack_size,null_pack_size,route_to_gap_register
DJP1102,DJ-HEA-0103,Super Rich Berry Juice (1 Ltr.),pack_size,null_pack_size,route_to_gap_register
DJP1103,DJ-HEA-0104,Seabuckthron Juice (1 Ltr.),pack_size,null_pack_size,route_to_gap_register
DJP1104,DJ-HEA-0105,Shatavari Extract (60 Veg Capsules),pack_size,null_pack_size,route_to_gap_register
DJP1105,DJ-HEA-0106,Super Food Capsule,pack_size,null_pack_size,route_to_gap_register
DJP1106,DJ-HEA-0107,Premium Tulsi Max (30ml),pack_size,null_pack_size,route_to_gap_register
DJP1107,DJ-HEA-0108,Vital Protein Powder (300gm),pack_size,null_pack_size,route_to_gap_register
DJP1108,DJ-HEA-0109,L-Arginine++ - Energy Drink (100g),pack_size,null_pack_size,route_to_gap_register
DJP1109,DJ-HEA-0110,Ample Meal - Meal Replacement Nutritional Shake (500g),pack_size,null_pack_size,route_to_gap_register
DJP1110,DJ-HEA-0111,JuniorJoy - Kids Nutritional Drink (300g),pack_size,null_pack_size,route_to_gap_register
DJP1111,DJ-HEA-0112,Kahwa Masala Chai (25 Pcs),pack_size,null_pack_size,route_to_gap_register
DJP1112,DJ-HEA-0113,Shilajit Gummies (60 Gummies),pack_size,null_pack_size,route_to_gap_register
DJP1113,DJ-HEA-0114,Apple Cider Vinegar (3X20 Tablets),pack_size,null_pack_size,route_to_gap_register
DJP1114,DJ-HEA-0115,Marine Collagen (200g),pack_size,null_pack_size,route_to_gap_register
DJP1115,DJ-HOM-0116,Dishwash Liquid Gel (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1116,DJ-HOM-0117,Toilet Bowl Cleaner (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1117,DJ-HOM-0118,Liquid Detergent (1Ltr.),pack_size,null_pack_size,route_to_gap_register
DJP1118,DJ-HOM-0119,All in 1 Surface Cleaner (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1119,DJ-CLO-0120,Premium Suit Length (Black),pack_size,null_pack_size,route_to_gap_register
DJP1120,DJ-CLO-0121,Designer Mask (Pack of 5),pack_size,null_pack_size,route_to_gap_register
DJP1121,DJ-CLO-0122,Dayjoy Necktie,pack_size,null_pack_size,route_to_gap_register
DJP1122,DJ-CLO-0123,"T-shirt New Design (L, M, XL)",pack_size,null_pack_size,route_to_gap_register
DJP1123,DJ-AGR-0124,Happy Soil - Humic (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1124,DJ-AGR-0125,Nano Tech-19 (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1125,DJ-AGR-0126,Nano Tech-46 (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1126,DJ-AGR-0127,Nano Tech-50 (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1127,DJ-AGR-0128,Nano Tech-52 (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1128,DJ-AGR-0129,Prosperous+ (1 L),pack_size,null_pack_size,route_to_gap_register
DJP1129,DJ-AGR-0130,Prosperous+ Tablets,pack_size,null_pack_size,route_to_gap_register
DJP1130,DJ-AGR-0131,Joy-O-Zyme (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1131,DJ-AGR-0132,JoySpread 80+ Gold (250ml),pack_size,null_pack_size,route_to_gap_register
DJP1132,DJ-AGR-0133,JoySpread 80+ Gold (100ml),pack_size,null_pack_size,route_to_gap_register
DJP1133,DJ-AGR-0134,JoyGrow 2X (Granules) (2kg),pack_size,null_pack_size,route_to_gap_register
DJP1134,DJ-AGR-0135,JoyProtect (500ml),pack_size,null_pack_size,route_to_gap_register
DJP1135,DJ-AGR-0136,JoyCalcium (2 Litre),pack_size,null_pack_size,route_to_gap_register
DJP1136,DJ-GER-0137,Bio-Germanium & Magnetic Mattress,pack_size,null_pack_size,route_to_gap_register
DJP1137,DJ-GER-0138,Bio-Germanium & Magnetic Mattress (Pack of 2),pack_size,null_pack_size,route_to_gap_register
DJP1138,DJ-AQU-0139,Aqua Energiser (Pack of 3),pack_size,null_pack_size,route_to_gap_register
DJP1139,DJ-AQU-0140,Aqua Energiser (Single),pack_size,null_pack_size,route_to_gap_register
DJP1140,DJ-AQU-0141,New Perfect-Ion,pack_size,null_pack_size,route_to_gap_register
DJP1141,DJ-AQU-0142,Perfect-Ion Testing Solutions,pack_size,null_pack_size,route_to_gap_register
DJP1142,DJ-AQU-0143,Perfect-Ion Leaflets (Set of 25),pack_size,null_pack_size,route_to_gap_register
DJP1143,DJ-AQU-0144,Perfect-Ion Leaflets (Set of 50),pack_size,null_pack_size,route_to_gap_register
DJP1144,DJ-AQU-0145,N-SF 9.5 Mineraliser,pack_size,null_pack_size,route_to_gap_register
DJP1145,DJ-AQU-0146,N-SF 10.5 Mineraliser,pack_size,null_pack_size,route_to_gap_register
DJP1146,DJ-PRO-0147,Dayjoy Diary,pack_size,null_pack_size,route_to_gap_register
DJP1147,DJ-PRO-0148,Dayjoy Leather Bag,pack_size,null_pack_size,route_to_gap_register
DJP1148,DJ-PRO-0149,Dayjoy Cap,pack_size,null_pack_size,route_to_gap_register
DJP1149,DJ-PRO-0150,Dayjoy Mug,pack_size,null_pack_size,route_to_gap_register
DJP1150,DJ-PRO-0151,Dayjoy Bike Sticker,pack_size,null_pack_size,route_to_gap_register
DJP1151,DJ-PRO-0152,Dayjoy Car Sticker,pack_size,null_pack_size,route_to_gap_register
DJP1152,DJ-PRO-0153,Dayjoy Pin,pack_size,null_pack_size,route_to_gap_register
DJP1153,DJ-PRO-0154,Dayjoy Backpack Bag,pack_size,null_pack_size,route_to_gap_register
DJP1154,DJ-PRO-0155,New Dayjoy Product Brochure (Hindi),pack_size,null_pack_size,route_to_gap_register
DJP1155,DJ-PRO-0156,New Dayjoy Product Brochure (English),pack_size,null_pack_size,route_to_gap_register
DJP1156,DJ-PRO-0157,New Dayjoy Product Brochure (Telugu),pack_size,null_pack_size,route_to_gap_register
DJP1157,DJ-PRO-0158,Product Leaflets (Set of 48 Leaflets),pack_size,null_pack_size,route_to_gap_register
DJP1158,DJ-PRO-0159,Hindi One-Page Compensation Plan (Set of 25 Leaflets),pack_size,null_pack_size,route_to_gap_register
DJP1159,DJ-PRO-0160,English One-Page Compensation Plan (Set of 25 Leaflets),pack_size,null_pack_size,route_to_gap_register
DJP1160,DJ-PRO-0161,Hindi One-Page Compensation Plan (Set of 50 Leaflets),pack_size,null_pack_size,route_to_gap_register
DJP1161,DJ-PRO-0162,English One-Page Compensation Plan (Set of 50 Leaflets),pack_size,null_pack_size,route_to_gap_register
DJP1162,DJ-PRO-0163,Dayjoy Business Planner Book (Hindi),pack_size,null_pack_size,route_to_gap_register
DJP1163,DJ-PRO-0164,Dayjoy Business Planner Book (English),pack_size,null_pack_size,route_to_gap_register
DJP1164,DJ-COM-0165,STANDARD PACKAGE,pack_size,null_pack_size,route_to_gap_register
DJP1165,DJ-COM-0166,PREMIUM PACKAGE,pack_size,null_pack_size,route_to_gap_register
DJP1166,DJ-COM-0167,ELITE PACKAGE,pack_size,null_pack_size,route_to_gap_register
DJP1167,DJ-COM-0168,AGRI PRO PACKAGE,pack_size,null_pack_size,route_to_gap_register
DJP1168,DJ-COM-0169,AGRI STARTER PACKAGE,pack_size,null_pack_size,route_to_gap_register
DJP1169,DJ-COM-0170,LEGEND PACKAGE,pack_size,null_pack_size,route_to_gap_register
