chunk_id,document_id,source_page,product_code,sku,category,role_scope,risk_level,confidence,effective_from,approval_status,chunk_type
product_core::DJP1010::DJ-FOO-0011,canonical-product-master,,DJP1010,DJ-FOO-0011,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1010::DJ-FOO-0011,India-BV-Price-May-2026,,DJP1010,DJ-FOO-0011,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1011::DJ-FOO-0012,canonical-product-master,,DJP1011,DJ-FOO-0012,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1011::DJ-FOO-0012,India-BV-Price-May-2026,,DJP1011,DJ-FOO-0012,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1012::DJ-FOO-0013,canonical-product-master,,DJP1012,DJ-FOO-0013,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1012::DJ-FOO-0013,India-BV-Price-May-2026,,DJP1012,DJ-FOO-0013,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1013::DJ-FOO-0014,canonical-product-master,,DJP1013,DJ-FOO-0014,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1013::DJ-FOO-0014,India-BV-Price-May-2026,,DJP1013,DJ-FOO-0014,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1014::DJ-FOO-0015,canonical-product-master,,DJP1014,DJ-FOO-0015,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1014::DJ-FOO-0015,India-BV-Price-May-2026,,DJP1014,DJ-FOO-0015,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1015::DJ-FOO-0016,canonical-product-master,,DJP1015,DJ-FOO-0016,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1015::DJ-FOO-0016,India-BV-Price-May-2026,,DJP1015,DJ-FOO-0016,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1016::DJ-FOO-0017,canonical-product-master,,DJP1016,DJ-FOO-0017,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1016::DJ-FOO-0017,India-BV-Price-May-2026,,DJP1016,DJ-FOO-0017,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1017::DJ-FOO-0018,canonical-product-master,,DJP1017,DJ-FOO-0018,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1017::DJ-FOO-0018,India-BV-Price-May-2026,,DJP1017,DJ-FOO-0018,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1018::DJ-FOO-0019,canonical-product-master,,DJP1018,DJ-FOO-0019,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1018::DJ-FOO-0019,India-BV-Price-May-2026,,DJP1018,DJ-FOO-0019,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1019::DJ-FOO-0020,canonical-product-master,,DJP1019,DJ-FOO-0020,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1019::DJ-FOO-0020,India-BV-Price-May-2026,,DJP1019,DJ-FOO-0020,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1020::DJ-FOO-0021,canonical-product-master,,DJP1020,DJ-FOO-0021,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1020::DJ-FOO-0021,India-BV-Price-May-2026,,DJP1020,DJ-FOO-0021,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1021::DJ-FOO-0022,canonical-product-master,,DJP1021,DJ-FOO-0022,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1021::DJ-FOO-0022,India-BV-Price-May-2026,,DJP1021,DJ-FOO-0022,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1022::DJ-FOO-0023,canonical-product-master,,DJP1022,DJ-FOO-0023,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1022::DJ-FOO-0023,India-BV-Price-May-2026,,DJP1022,DJ-FOO-0023,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1023::DJ-FOO-0024,canonical-product-master,,DJP1023,DJ-FOO-0024,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1023::DJ-FOO-0024,India-BV-Price-May-2026,,DJP1023,DJ-FOO-0024,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1024::DJ-FOO-0025,canonical-product-master,,DJP1024,DJ-FOO-0025,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1024::DJ-FOO-0025,India-BV-Price-May-2026,,DJP1024,DJ-FOO-0025,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1025::DJ-FOO-0026,canonical-product-master,,DJP1025,DJ-FOO-0026,,"public, distributor, internal",medium,medium,2026-05-05,approved,product_core
product_core::DJP1026::DJ-PER-0027,canonical-product-master,,DJP1026,DJ-PER-0027,,"public, distributor, internal",medium,medium,2026-05-05,approved,product_core
product_core::DJP1027::DJ-PER-0028,canonical-product-master,,DJP1027,DJ-PER-0028,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1027::DJ-PER-0028,India-BV-Price-May-2026,,DJP1027,DJ-PER-0028,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1028::DJ-PER-0029,canonical-product-master,,DJP1028,DJ-PER-0029,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1028::DJ-PER-0029,India-BV-Price-May-2026,,DJP1028,DJ-PER-0029,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1029::DJ-PER-0030,canonical-product-master,,DJP1029,DJ-PER-0030,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1029::DJ-PER-0030,India-BV-Price-May-2026,,DJP1029,DJ-PER-0030,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1030::DJ-PER-0031,canonical-product-master,,DJP1030,DJ-PER-0031,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1030::DJ-PER-0031,India-BV-Price-May-2026,,DJP1030,DJ-PER-0031,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1031::DJ-PER-0032,canonical-product-master,,DJP1031,DJ-PER-0032,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1031::DJ-PER-0032,India-BV-Price-May-2026,,DJP1031,DJ-PER-0032,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1032::DJ-PER-0033,canonical-product-master,,DJP1032,DJ-PER-0033,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1032::DJ-PER-0033,India-BV-Price-May-2026,,DJP1032,DJ-PER-0033,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1033::DJ-PER-0034,canonical-product-master,,DJP1033,DJ-PER-0034,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1033::DJ-PER-0034,India-BV-Price-May-2026,,DJP1033,DJ-PER-0034,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1034::DJ-PER-0035,canonical-product-master,,DJP1034,DJ-PER-0035,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1034::DJ-PER-0035,India-BV-Price-May-2026,,DJP1034,DJ-PER-0035,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1035::DJ-PER-0036,canonical-product-master,,DJP1035,DJ-PER-0036,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1035::DJ-PER-0036,India-BV-Price-May-2026,,DJP1035,DJ-PER-0036,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1036::DJ-PER-0037,canonical-product-master,,DJP1036,DJ-PER-0037,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1036::DJ-PER-0037,India-BV-Price-May-2026,,DJP1036,DJ-PER-0037,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1037::DJ-PER-0038,canonical-product-master,,DJP1037,DJ-PER-0038,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1037::DJ-PER-0038,India-BV-Price-May-2026,,DJP1037,DJ-PER-0038,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1038::DJ-PER-0039,canonical-product-master,,DJP1038,DJ-PER-0039,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1038::DJ-PER-0039,India-BV-Price-May-2026,,DJP1038,DJ-PER-0039,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1039::DJ-PER-0040,canonical-product-master,,DJP1039,DJ-PER-0040,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1039::DJ-PER-0040,India-BV-Price-May-2026,,DJP1039,DJ-PER-0040,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1040::DJ-PER-0041,canonical-product-master,,DJP1040,DJ-PER-0041,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1040::DJ-PER-0041,India-BV-Price-May-2026,,DJP1040,DJ-PER-0041,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1041::DJ-PER-0042,canonical-product-master,,DJP1041,DJ-PER-0042,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1041::DJ-PER-0042,India-BV-Price-May-2026,,DJP1041,DJ-PER-0042,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1042::DJ-PER-0043,canonical-product-master,,DJP1042,DJ-PER-0043,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1042::DJ-PER-0043,India-BV-Price-May-2026,,DJP1042,DJ-PER-0043,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1043::DJ-PER-0044,canonical-product-master,,DJP1043,DJ-PER-0044,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1043::DJ-PER-0044,India-BV-Price-May-2026,,DJP1043,DJ-PER-0044,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1044::DJ-PER-0045,canonical-product-master,,DJP1044,DJ-PER-0045,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1044::DJ-PER-0045,India-BV-Price-May-2026,,DJP1044,DJ-PER-0045,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1045::DJ-PER-0046,canonical-product-master,,DJP1045,DJ-PER-0046,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1045::DJ-PER-0046,India-BV-Price-May-2026,,DJP1045,DJ-PER-0046,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1046::DJ-PER-0047,canonical-product-master,,DJP1046,DJ-PER-0047,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1046::DJ-PER-0047,India-BV-Price-May-2026,,DJP1046,DJ-PER-0047,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1047::DJ-PER-0048,canonical-product-master,,DJP1047,DJ-PER-0048,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1047::DJ-PER-0048,India-BV-Price-May-2026,,DJP1047,DJ-PER-0048,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1048::DJ-PER-0049,canonical-product-master,,DJP1048,DJ-PER-0049,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1048::DJ-PER-0049,India-BV-Price-May-2026,,DJP1048,DJ-PER-0049,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1049::DJ-PER-0050,canonical-product-master,,DJP1049,DJ-PER-0050,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1049::DJ-PER-0050,India-BV-Price-May-2026,,DJP1049,DJ-PER-0050,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1050::DJ-PER-0051,canonical-product-master,,DJP1050,DJ-PER-0051,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1050::DJ-PER-0051,India-BV-Price-May-2026,,DJP1050,DJ-PER-0051,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1051::DJ-PER-0052,canonical-product-master,,DJP1051,DJ-PER-0052,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1051::DJ-PER-0052,India-BV-Price-May-2026,,DJP1051,DJ-PER-0052,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1052::DJ-PER-0053,canonical-product-master,,DJP1052,DJ-PER-0053,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1052::DJ-PER-0053,India-BV-Price-May-2026,,DJP1052,DJ-PER-0053,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1053::DJ-PER-0054,canonical-product-master,,DJP1053,DJ-PER-0054,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1053::DJ-PER-0054,India-BV-Price-May-2026,,DJP1053,DJ-PER-0054,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1054::DJ-PER-0055,canonical-product-master,,DJP1054,DJ-PER-0055,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1054::DJ-PER-0055,India-BV-Price-May-2026,,DJP1054,DJ-PER-0055,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1055::DJ-PER-0056,canonical-product-master,,DJP1055,DJ-PER-0056,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1055::DJ-PER-0056,India-BV-Price-May-2026,,DJP1055,DJ-PER-0056,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1056::DJ-PER-0057,canonical-product-master,,DJP1056,DJ-PER-0057,,"public, distributor, internal",medium,medium,2026-05-05,approved,product_core
product_core::DJP1057::DJ-SKI-0058,canonical-product-master,,DJP1057,DJ-SKI-0058,,"public, distributor, internal",medium,medium,2026-05-05,approved,product_core
product_core::DJP1058::DJ-SKI-0059,canonical-product-master,,DJP1058,DJ-SKI-0059,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1058::DJ-SKI-0059,India-BV-Price-May-2026,,DJP1058,DJ-SKI-0059,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1059::DJ-SKI-0060,canonical-product-master,,DJP1059,DJ-SKI-0060,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1059::DJ-SKI-0060,India-BV-Price-May-2026,,DJP1059,DJ-SKI-0060,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1060::DJ-SKI-0061,canonical-product-master,,DJP1060,DJ-SKI-0061,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1060::DJ-SKI-0061,India-BV-Price-May-2026,,DJP1060,DJ-SKI-0061,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1061::DJ-SKI-0062,canonical-product-master,,DJP1061,DJ-SKI-0062,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1061::DJ-SKI-0062,India-BV-Price-May-2026,,DJP1061,DJ-SKI-0062,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1062::DJ-SKI-0063,canonical-product-master,,DJP1062,DJ-SKI-0063,,"public, distributor, internal",medium,medium,2026-05-05,approved,product_core
product_core::DJP1063::DJ-COL-0064,canonical-product-master,,DJP1063,DJ-COL-0064,,"public, distributor, internal",medium,medium,2026-05-05,approved,product_core
product_core::DJP1064::DJ-COL-0065,canonical-product-master,,DJP1064,DJ-COL-0065,,"public, distributor, internal",medium,medium,2026-05-05,approved,product_core
product_core::DJP1065::DJ-HEA-0066,canonical-product-master,,DJP1065,DJ-HEA-0066,,"public, distributor, internal",medium,medium,2026-05-05,approved,product_core
product_core::DJP1066::DJ-HEA-0067,canonical-product-master,,DJP1066,DJ-HEA-0067,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1066::DJ-HEA-0067,India-BV-Price-May-2026,,DJP1066,DJ-HEA-0067,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1067::DJ-HEA-0068,canonical-product-master,,DJP1067,DJ-HEA-0068,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1067::DJ-HEA-0068,India-BV-Price-May-2026,,DJP1067,DJ-HEA-0068,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1068::DJ-HEA-0069,canonical-product-master,,DJP1068,DJ-HEA-0069,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1068::DJ-HEA-0069,India-BV-Price-May-2026,,DJP1068,DJ-HEA-0069,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1069::DJ-HEA-0070,canonical-product-master,,DJP1069,DJ-HEA-0070,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1069::DJ-HEA-0070,India-BV-Price-May-2026,,DJP1069,DJ-HEA-0070,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1070::DJ-HEA-0071,canonical-product-master,,DJP1070,DJ-HEA-0071,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1070::DJ-HEA-0071,India-BV-Price-May-2026,,DJP1070,DJ-HEA-0071,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1071::DJ-HEA-0072,canonical-product-master,,DJP1071,DJ-HEA-0072,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1071::DJ-HEA-0072,India-BV-Price-May-2026,,DJP1071,DJ-HEA-0072,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1072::DJ-HEA-0073,canonical-product-master,,DJP1072,DJ-HEA-0073,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1072::DJ-HEA-0073,India-BV-Price-May-2026,,DJP1072,DJ-HEA-0073,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1073::DJ-HEA-0074,canonical-product-master,,DJP1073,DJ-HEA-0074,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1073::DJ-HEA-0074,India-BV-Price-May-2026,,DJP1073,DJ-HEA-0074,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1074::DJ-HEA-0075,canonical-product-master,,DJP1074,DJ-HEA-0075,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1074::DJ-HEA-0075,India-BV-Price-May-2026,,DJP1074,DJ-HEA-0075,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1075::DJ-HEA-0076,canonical-product-master,,DJP1075,DJ-HEA-0076,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1075::DJ-HEA-0076,India-BV-Price-May-2026,,DJP1075,DJ-HEA-0076,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1076::DJ-HEA-0077,canonical-product-master,,DJP1076,DJ-HEA-0077,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1076::DJ-HEA-0077,India-BV-Price-May-2026,,DJP1076,DJ-HEA-0077,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1077::DJ-HEA-0078,canonical-product-master,,DJP1077,DJ-HEA-0078,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1077::DJ-HEA-0078,India-BV-Price-May-2026,,DJP1077,DJ-HEA-0078,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1078::DJ-HEA-0079,canonical-product-master,,DJP1078,DJ-HEA-0079,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1078::DJ-HEA-0079,India-BV-Price-May-2026,,DJP1078,DJ-HEA-0079,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1079::DJ-HEA-0080,canonical-product-master,,DJP1079,DJ-HEA-0080,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1079::DJ-HEA-0080,India-BV-Price-May-2026,,DJP1079,DJ-HEA-0080,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1080::DJ-HEA-0081,canonical-product-master,,DJP1080,DJ-HEA-0081,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1080::DJ-HEA-0081,India-BV-Price-May-2026,,DJP1080,DJ-HEA-0081,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1081::DJ-HEA-0082,canonical-product-master,,DJP1081,DJ-HEA-0082,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1081::DJ-HEA-0082,India-BV-Price-May-2026,,DJP1081,DJ-HEA-0082,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1082::DJ-HEA-0083,canonical-product-master,,DJP1082,DJ-HEA-0083,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1082::DJ-HEA-0083,India-BV-Price-May-2026,,DJP1082,DJ-HEA-0083,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1083::DJ-HEA-0084,canonical-product-master,,DJP1083,DJ-HEA-0084,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1083::DJ-HEA-0084,India-BV-Price-May-2026,,DJP1083,DJ-HEA-0084,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1084::DJ-HEA-0085,canonical-product-master,,DJP1084,DJ-HEA-0085,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1084::DJ-HEA-0085,India-BV-Price-May-2026,,DJP1084,DJ-HEA-0085,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1085::DJ-HEA-0086,canonical-product-master,,DJP1085,DJ-HEA-0086,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1085::DJ-HEA-0086,India-BV-Price-May-2026,,DJP1085,DJ-HEA-0086,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1086::DJ-HEA-0087,canonical-product-master,,DJP1086,DJ-HEA-0087,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1086::DJ-HEA-0087,India-BV-Price-May-2026,,DJP1086,DJ-HEA-0087,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1087::DJ-HEA-0088,canonical-product-master,,DJP1087,DJ-HEA-0088,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1087::DJ-HEA-0088,India-BV-Price-May-2026,,DJP1087,DJ-HEA-0088,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
product_core::DJP1088::DJ-HEA-0089,canonical-product-master,,DJP1088,DJ-HEA-0089,,"public, distributor, internal",medium,high,2026-05-05,approved,product_core
pricing_row::DJP1088::DJ-HEA-0089,India-BV-Price-May-2026,,DJP1088,DJ-HEA-0089,,"public, distributor, internal",safe_general,high,2026-05-05,approved,pricing_row
