relationship_id,product_a_id,product_b_id,relationship_type,co_occurrence_count,source
83,81,78,recommended_combination,14.0,recommendation_chart
84,78,81,recommended_combination,14.0,recommendation_chart
85,106,93,recommended_combination,14.0,recommendation_chart
86,93,106,recommended_combination,14.0,recommendation_chart
87,106,67,recommended_combination,12.0,recommendation_chart
88,67,106,recommended_combination,12.0,recommendation_chart
89,106,78,recommended_combination,12.0,recommendation_chart
90,78,106,recommended_combination,12.0,recommendation_chart
91,67,67,recommended_combination,12.0,recommendation_chart
92,81,99,recommended_combination,11.0,recommendation_chart
93,101,99,recommended_combination,11.0,recommendation_chart
94,106,99,recommended_combination,11.0,recommendation_chart
95,99,106,recommended_combination,11.0,recommendation_chart
96,99,101,recommended_combination,11.0,recommendation_chart
97,99,81,recommended_combination,11.0,recommendation_chart
98,89,81,recommended_combination,10.0,recommendation_chart
99,88,106,recommended_combination,10.0,recommendation_chart
100,87,81,recommended_combination,10.0,recommendation_chart
101,87,88,recommended_combination,10.0,recommendation_chart
102,87,103,recommended_combination,10.0,recommendation_chart
103,88,81,recommended_combination,10.0,recommendation_chart
104,88,87,recommended_combination,10.0,recommendation_chart
105,81,73,recommended_combination,10.0,recommendation_chart
106,103,88,recommended_combination,10.0,recommendation_chart
107,103,87,recommended_combination,10.0,recommendation_chart
108,106,87,recommended_combination,10.0,recommendation_chart
109,73,81,recommended_combination,10.0,recommendation_chart
110,81,88,recommended_combination,10.0,recommendation_chart
111,81,87,recommended_combination,10.0,recommendation_chart
112,88,103,recommended_combination,10.0,recommendation_chart
113,106,88,recommended_combination,10.0,recommendation_chart
114,81,89,recommended_combination,10.0,recommendation_chart
115,89,103,recommended_combination,10.0,recommendation_chart
116,103,89,recommended_combination,10.0,recommendation_chart
117,87,106,recommended_combination,10.0,recommendation_chart
118,106,75,recommended_combination,9.0,recommendation_chart
119,78,103,recommended_combination,9.0,recommendation_chart
120,103,78,recommended_combination,9.0,recommendation_chart
121,81,75,recommended_combination,9.0,recommendation_chart
122,97,75,recommended_combination,9.0,recommendation_chart
123,66,75,recommended_combination,9.0,recommendation_chart
124,75,81,recommended_combination,9.0,recommendation_chart
125,75,97,recommended_combination,9.0,recommendation_chart
126,75,66,recommended_combination,9.0,recommendation_chart
127,107,75,recommended_combination,9.0,recommendation_chart
128,75,107,recommended_combination,9.0,recommendation_chart
129,75,106,recommended_combination,9.0,recommendation_chart
130,103,75,recommended_combination,9.0,recommendation_chart
131,75,103,recommended_combination,9.0,recommendation_chart
132,73,79,recommended_combination,8.0,recommendation_chart
133,79,96,recommended_combination,8.0,recommendation_chart
134,79,73,recommended_combination,8.0,recommendation_chart
135,79,82,recommended_combination,8.0,recommendation_chart
136,79,93,recommended_combination,8.0,recommendation_chart
137,79,103,recommended_combination,8.0,recommendation_chart
138,93,79,recommended_combination,8.0,recommendation_chart
139,82,79,recommended_combination,8.0,recommendation_chart
140,80,81,recommended_combination,8.0,recommendation_chart
141,80,106,recommended_combination,8.0,recommendation_chart
142,82,71,recommended_combination,8.0,recommendation_chart
143,82,106,recommended_combination,8.0,recommendation_chart
144,106,80,recommended_combination,8.0,recommendation_chart
145,96,80,recommended_combination,8.0,recommendation_chart
146,93,80,recommended_combination,8.0,recommendation_chart
147,80,96,recommended_combination,8.0,recommendation_chart
148,80,93,recommended_combination,8.0,recommendation_chart
149,96,79,recommended_combination,8.0,recommendation_chart
150,96,92,recommended_combination,8.0,recommendation_chart
151,103,92,recommended_combination,8.0,recommendation_chart
152,101,67,recommended_combination,8.0,recommendation_chart
153,106,92,recommended_combination,8.0,recommendation_chart
154,81,80,recommended_combination,8.0,recommendation_chart
155,92,96,recommended_combination,8.0,recommendation_chart
156,92,103,recommended_combination,8.0,recommendation_chart
157,82,101,recommended_combination,8.0,recommendation_chart
158,101,82,recommended_combination,8.0,recommendation_chart
159,106,82,recommended_combination,8.0,recommendation_chart
160,71,82,recommended_combination,8.0,recommendation_chart
161,81,92,recommended_combination,8.0,recommendation_chart
162,89,67,recommended_combination,8.0,recommendation_chart
163,67,89,recommended_combination,8.0,recommendation_chart
164,89,101,recommended_combination,8.0,recommendation_chart
165,103,79,recommended_combination,8.0,recommendation_chart
166,92,81,recommended_combination,8.0,recommendation_chart
167,101,89,recommended_combination,8.0,recommendation_chart
168,67,101,recommended_combination,8.0,recommendation_chart
169,92,106,recommended_combination,8.0,recommendation_chart
170,110,103,recommended_combination,7.0,recommendation_chart
171,110,96,recommended_combination,7.0,recommendation_chart
172,106,110,recommended_combination,7.0,recommendation_chart
173,106,108,recommended_combination,7.0,recommendation_chart
174,103,110,recommended_combination,7.0,recommendation_chart
175,103,108,recommended_combination,7.0,recommendation_chart
176,108,110,recommended_combination,7.0,recommendation_chart
177,108,106,recommended_combination,7.0,recommendation_chart
178,108,103,recommended_combination,7.0,recommendation_chart
179,108,96,recommended_combination,7.0,recommendation_chart
180,110,108,recommended_combination,7.0,recommendation_chart
181,110,106,recommended_combination,7.0,recommendation_chart
182,96,110,recommended_combination,7.0,recommendation_chart
183,96,108,recommended_combination,7.0,recommendation_chart
184,91,107,recommended_combination,7.0,recommendation_chart
185,107,91,recommended_combination,7.0,recommendation_chart
186,103,99,recommended_combination,6.0,recommendation_chart
187,107,93,recommended_combination,6.0,recommendation_chart
188,99,103,recommended_combination,6.0,recommendation_chart
189,99,71,recommended_combination,6.0,recommendation_chart
190,96,107,recommended_combination,6.0,recommendation_chart
191,93,107,recommended_combination,6.0,recommendation_chart
192,107,96,recommended_combination,6.0,recommendation_chart
193,99,99,recommended_combination,6.0,recommendation_chart
194,71,99,recommended_combination,6.0,recommendation_chart
195,101,78,recommended_combination,5.0,recommendation_chart
196,78,99,recommended_combination,5.0,recommendation_chart
197,78,101,recommended_combination,5.0,recommendation_chart
198,71,107,recommended_combination,5.0,recommendation_chart
199,101,107,recommended_combination,5.0,recommendation_chart
200,107,71,recommended_combination,5.0,recommendation_chart
201,107,101,recommended_combination,5.0,recommendation_chart
202,99,78,recommended_combination,5.0,recommendation_chart
203,84,82,recommended_combination,4.0,recommendation_chart
204,84,79,recommended_combination,4.0,recommendation_chart
205,84,103,recommended_combination,4.0,recommendation_chart
206,73,84,recommended_combination,4.0,recommendation_chart
207,79,84,recommended_combination,4.0,recommendation_chart
208,103,84,recommended_combination,4.0,recommendation_chart
209,84,73,recommended_combination,4.0,recommendation_chart
210,84,93,recommended_combination,4.0,recommendation_chart
211,93,84,recommended_combination,4.0,recommendation_chart
212,82,84,recommended_combination,4.0,recommendation_chart
213,30,108,recommended_combination,2.0,recommendation_chart
214,89,78,recommended_combination,2.0,recommendation_chart
215,108,81,recommended_combination,2.0,recommendation_chart
216,108,78,recommended_combination,2.0,recommendation_chart
217,108,89,recommended_combination,2.0,recommendation_chart
218,78,89,recommended_combination,2.0,recommendation_chart
219,78,30,recommended_combination,2.0,recommendation_chart
220,78,108,recommended_combination,2.0,recommendation_chart
221,108,30,recommended_combination,2.0,recommendation_chart
222,30,89,recommended_combination,2.0,recommendation_chart
223,81,108,recommended_combination,2.0,recommendation_chart
224,103,30,recommended_combination,2.0,recommendation_chart
225,89,30,recommended_combination,2.0,recommendation_chart
226,89,108,recommended_combination,2.0,recommendation_chart
227,30,103,recommended_combination,2.0,recommendation_chart
228,81,30,recommended_combination,2.0,recommendation_chart
229,30,78,recommended_combination,2.0,recommendation_chart
230,30,81,recommended_combination,2.0,recommendation_chart
231,133,132,similar_product,,category_bv_proximity
232,132,133,similar_product,,category_bv_proximity
233,132,134,similar_product,,category_bv_proximity
234,134,132,similar_product,,category_bv_proximity
235,134,124,similar_product,,category_bv_proximity
236,124,134,similar_product,,category_bv_proximity
237,124,136,similar_product,,category_bv_proximity
238,136,124,similar_product,,category_bv_proximity
239,136,130,similar_product,,category_bv_proximity
240,130,136,similar_product,,category_bv_proximity
241,130,131,similar_product,,category_bv_proximity
242,131,130,similar_product,,category_bv_proximity
243,131,129,similar_product,,category_bv_proximity
244,129,131,similar_product,,category_bv_proximity
245,129,135,similar_product,,category_bv_proximity
246,135,129,similar_product,,category_bv_proximity
247,135,125,similar_product,,category_bv_proximity
248,125,135,similar_product,,category_bv_proximity
249,125,126,similar_product,,category_bv_proximity
250,126,125,similar_product,,category_bv_proximity
251,126,127,similar_product,,category_bv_proximity
252,127,126,similar_product,,category_bv_proximity
253,127,128,similar_product,,category_bv_proximity
254,128,127,similar_product,,category_bv_proximity
255,144,143,similar_product,,category_bv_proximity
256,143,144,similar_product,,category_bv_proximity
257,143,142,similar_product,,category_bv_proximity
258,142,143,similar_product,,category_bv_proximity
259,142,145,similar_product,,category_bv_proximity
260,145,142,similar_product,,category_bv_proximity
261,145,146,similar_product,,category_bv_proximity
262,146,145,similar_product,,category_bv_proximity
263,146,140,similar_product,,category_bv_proximity
264,140,146,similar_product,,category_bv_proximity
265,140,139,similar_product,,category_bv_proximity
266,139,140,similar_product,,category_bv_proximity
267,139,141,similar_product,,category_bv_proximity
268,141,139,similar_product,,category_bv_proximity
269,122,121,similar_product,,category_bv_proximity
270,121,122,similar_product,,category_bv_proximity
271,121,123,similar_product,,category_bv_proximity
272,123,121,similar_product,,category_bv_proximity
273,123,120,similar_product,,category_bv_proximity
274,120,123,similar_product,,category_bv_proximity
275,64,65,similar_product,,category_bv_proximity
276,65,64,similar_product,,category_bv_proximity
277,165,166,similar_product,,category_bv_proximity
278,166,165,similar_product,,category_bv_proximity
279,166,169,similar_product,,category_bv_proximity
280,169,166,similar_product,,category_bv_proximity
281,169,167,similar_product,,category_bv_proximity
282,167,169,similar_product,,category_bv_proximity
283,167,168,similar_product,,category_bv_proximity
284,168,167,similar_product,,category_bv_proximity
285,168,170,similar_product,,category_bv_proximity
286,170,168,similar_product,,category_bv_proximity
287,6,10,similar_product,,category_bv_proximity
288,10,6,similar_product,,category_bv_proximity
289,10,17,similar_product,,category_bv_proximity
290,17,10,similar_product,,category_bv_proximity
291,17,16,similar_product,,category_bv_proximity
292,16,17,similar_product,,category_bv_proximity
293,16,25,similar_product,,category_bv_proximity
294,25,16,similar_product,,category_bv_proximity
295,25,26,similar_product,,category_bv_proximity
296,26,25,similar_product,,category_bv_proximity
297,26,2,similar_product,,category_bv_proximity
298,2,26,similar_product,,category_bv_proximity
299,2,1,similar_product,,category_bv_proximity
300,1,2,similar_product,,category_bv_proximity
301,1,11,similar_product,,category_bv_proximity
302,11,1,similar_product,,category_bv_proximity
303,11,20,similar_product,,category_bv_proximity
304,20,11,similar_product,,category_bv_proximity
305,20,13,similar_product,,category_bv_proximity
306,13,20,similar_product,,category_bv_proximity
307,13,7,similar_product,,category_bv_proximity
308,7,13,similar_product,,category_bv_proximity
309,7,14,similar_product,,category_bv_proximity
310,14,7,similar_product,,category_bv_proximity
311,14,3,similar_product,,category_bv_proximity
312,3,14,similar_product,,category_bv_proximity
313,3,24,similar_product,,category_bv_proximity
314,24,3,similar_product,,category_bv_proximity
315,24,18,similar_product,,category_bv_proximity
316,18,24,similar_product,,category_bv_proximity
317,18,9,similar_product,,category_bv_proximity
318,9,18,similar_product,,category_bv_proximity
319,9,4,similar_product,,category_bv_proximity
320,4,9,similar_product,,category_bv_proximity
321,4,21,similar_product,,category_bv_proximity
322,21,4,similar_product,,category_bv_proximity
323,21,22,similar_product,,category_bv_proximity
324,22,21,similar_product,,category_bv_proximity
325,22,12,similar_product,,category_bv_proximity
326,12,22,similar_product,,category_bv_proximity
327,12,8,similar_product,,category_bv_proximity
328,8,12,similar_product,,category_bv_proximity
329,8,15,similar_product,,category_bv_proximity
330,15,8,similar_product,,category_bv_proximity
331,15,5,similar_product,,category_bv_proximity
332,5,15,similar_product,,category_bv_proximity
333,5,23,similar_product,,category_bv_proximity
334,23,5,similar_product,,category_bv_proximity
335,23,19,similar_product,,category_bv_proximity
336,19,23,similar_product,,category_bv_proximity
337,137,138,similar_product,,category_bv_proximity
338,138,137,similar_product,,category_bv_proximity
339,75,102,similar_product,,category_bv_proximity
340,102,75,similar_product,,category_bv_proximity
341,102,79,similar_product,,category_bv_proximity
342,79,102,similar_product,,category_bv_proximity
343,79,87,similar_product,,category_bv_proximity
344,87,79,similar_product,,category_bv_proximity
345,87,107,similar_product,,category_bv_proximity
346,107,87,similar_product,,category_bv_proximity
347,107,112,similar_product,,category_bv_proximity
348,112,107,similar_product,,category_bv_proximity
349,112,86,similar_product,,category_bv_proximity
350,86,112,similar_product,,category_bv_proximity
351,86,77,similar_product,,category_bv_proximity
352,77,86,similar_product,,category_bv_proximity
353,77,105,similar_product,,category_bv_proximity
354,105,77,similar_product,,category_bv_proximity
355,105,76,similar_product,,category_bv_proximity
356,76,105,similar_product,,category_bv_proximity
357,76,100,similar_product,,category_bv_proximity
358,100,76,similar_product,,category_bv_proximity
359,100,78,similar_product,,category_bv_proximity
360,78,100,similar_product,,category_bv_proximity
361,78,89,similar_product,,category_bv_proximity
362,89,78,similar_product,,category_bv_proximity
363,89,93,similar_product,,category_bv_proximity
364,93,89,similar_product,,category_bv_proximity
365,93,82,similar_product,,category_bv_proximity
366,82,93,similar_product,,category_bv_proximity
367,82,95,similar_product,,category_bv_proximity
368,95,82,similar_product,,category_bv_proximity
369,95,101,similar_product,,category_bv_proximity
370,101,95,similar_product,,category_bv_proximity
371,101,74,similar_product,,category_bv_proximity
372,74,101,similar_product,,category_bv_proximity
373,74,109,similar_product,,category_bv_proximity
374,109,74,similar_product,,category_bv_proximity
375,109,111,similar_product,,category_bv_proximity
376,111,109,similar_product,,category_bv_proximity
377,111,114,similar_product,,category_bv_proximity
378,114,111,similar_product,,category_bv_proximity
379,114,91,similar_product,,category_bv_proximity
380,91,114,similar_product,,category_bv_proximity
381,91,99,similar_product,,category_bv_proximity
382,99,91,similar_product,,category_bv_proximity
383,99,84,similar_product,,category_bv_proximity
384,84,99,similar_product,,category_bv_proximity
385,84,73,similar_product,,category_bv_proximity
386,73,84,similar_product,,category_bv_proximity
387,73,80,similar_product,,category_bv_proximity
388,80,73,similar_product,,category_bv_proximity
389,80,115,similar_product,,category_bv_proximity
390,115,80,similar_product,,category_bv_proximity
391,115,96,similar_product,,category_bv_proximity
392,96,115,similar_product,,category_bv_proximity
393,96,94,similar_product,,category_bv_proximity
394,94,96,similar_product,,category_bv_proximity
395,94,85,similar_product,,category_bv_proximity
396,85,94,similar_product,,category_bv_proximity
397,85,83,similar_product,,category_bv_proximity
398,83,85,similar_product,,category_bv_proximity
399,83,90,similar_product,,category_bv_proximity
400,90,83,similar_product,,category_bv_proximity
401,90,68,similar_product,,category_bv_proximity
402,68,90,similar_product,,category_bv_proximity
403,68,113,similar_product,,category_bv_proximity
404,113,68,similar_product,,category_bv_proximity
405,113,106,similar_product,,category_bv_proximity
406,106,113,similar_product,,category_bv_proximity
407,106,108,similar_product,,category_bv_proximity
408,108,106,similar_product,,category_bv_proximity
409,108,72,similar_product,,category_bv_proximity
410,72,108,similar_product,,category_bv_proximity
411,72,98,similar_product,,category_bv_proximity
412,98,72,similar_product,,category_bv_proximity
413,98,69,similar_product,,category_bv_proximity
414,69,98,similar_product,,category_bv_proximity
415,69,88,similar_product,,category_bv_proximity
416,88,69,similar_product,,category_bv_proximity
417,88,67,similar_product,,category_bv_proximity
418,67,88,similar_product,,category_bv_proximity
419,67,104,similar_product,,category_bv_proximity
420,104,67,similar_product,,category_bv_proximity
421,104,110,similar_product,,category_bv_proximity
422,110,104,similar_product,,category_bv_proximity
423,110,66,similar_product,,category_bv_proximity
424,66,110,similar_product,,category_bv_proximity
425,66,103,similar_product,,category_bv_proximity
426,103,66,similar_product,,category_bv_proximity
427,103,71,similar_product,,category_bv_proximity
428,71,103,similar_product,,category_bv_proximity
429,71,92,similar_product,,category_bv_proximity
430,92,71,similar_product,,category_bv_proximity
431,92,97,similar_product,,category_bv_proximity
432,97,92,similar_product,,category_bv_proximity
433,97,70,similar_product,,category_bv_proximity
434,70,97,similar_product,,category_bv_proximity
435,70,81,similar_product,,category_bv_proximity
436,81,70,similar_product,,category_bv_proximity
437,117,119,similar_product,,category_bv_proximity
438,119,117,similar_product,,category_bv_proximity
439,119,116,similar_product,,category_bv_proximity
440,116,119,similar_product,,category_bv_proximity
441,116,118,similar_product,,category_bv_proximity
442,118,116,similar_product,,category_bv_proximity
443,39,37,similar_product,,category_bv_proximity
444,37,39,similar_product,,category_bv_proximity
445,37,57,similar_product,,category_bv_proximity
446,57,37,similar_product,,category_bv_proximity
447,57,41,similar_product,,category_bv_proximity
448,41,57,similar_product,,category_bv_proximity
449,41,32,similar_product,,category_bv_proximity
450,32,41,similar_product,,category_bv_proximity
451,32,34,similar_product,,category_bv_proximity
452,34,32,similar_product,,category_bv_proximity
453,34,54,similar_product,,category_bv_proximity
454,54,34,similar_product,,category_bv_proximity
455,54,28,similar_product,,category_bv_proximity
456,28,54,similar_product,,category_bv_proximity
457,28,36,similar_product,,category_bv_proximity
458,36,28,similar_product,,category_bv_proximity
459,36,40,similar_product,,category_bv_proximity
460,40,36,similar_product,,category_bv_proximity
461,40,31,similar_product,,category_bv_proximity
462,31,40,similar_product,,category_bv_proximity
463,31,33,similar_product,,category_bv_proximity
464,33,31,similar_product,,category_bv_proximity
465,33,38,similar_product,,category_bv_proximity
466,38,33,similar_product,,category_bv_proximity
467,38,56,similar_product,,category_bv_proximity
468,56,38,similar_product,,category_bv_proximity
469,56,55,similar_product,,category_bv_proximity
470,55,56,similar_product,,category_bv_proximity
471,55,29,similar_product,,category_bv_proximity
472,29,55,similar_product,,category_bv_proximity
473,29,44,similar_product,,category_bv_proximity
474,44,29,similar_product,,category_bv_proximity
475,44,30,similar_product,,category_bv_proximity
476,30,44,similar_product,,category_bv_proximity
477,30,45,similar_product,,category_bv_proximity
478,45,30,similar_product,,category_bv_proximity
479,45,53,similar_product,,category_bv_proximity
480,53,45,similar_product,,category_bv_proximity
481,53,27,similar_product,,category_bv_proximity
482,27,53,similar_product,,category_bv_proximity
483,27,52,similar_product,,category_bv_proximity
484,52,27,similar_product,,category_bv_proximity
485,52,47,similar_product,,category_bv_proximity
486,47,52,similar_product,,category_bv_proximity
487,47,48,similar_product,,category_bv_proximity
488,48,47,similar_product,,category_bv_proximity
489,48,51,similar_product,,category_bv_proximity
490,51,48,similar_product,,category_bv_proximity
491,51,49,similar_product,,category_bv_proximity
492,49,51,similar_product,,category_bv_proximity
493,49,50,similar_product,,category_bv_proximity
494,50,49,similar_product,,category_bv_proximity
495,50,43,similar_product,,category_bv_proximity
496,43,50,similar_product,,category_bv_proximity
497,43,42,similar_product,,category_bv_proximity
498,42,43,similar_product,,category_bv_proximity
499,42,35,similar_product,,category_bv_proximity
500,35,42,similar_product,,category_bv_proximity
501,35,46,similar_product,,category_bv_proximity
502,46,35,similar_product,,category_bv_proximity
503,147,149,similar_product,,category_bv_proximity
504,149,147,similar_product,,category_bv_proximity
505,149,150,similar_product,,category_bv_proximity
506,150,149,similar_product,,category_bv_proximity
507,150,151,similar_product,,category_bv_proximity
508,151,150,similar_product,,category_bv_proximity
509,151,153,similar_product,,category_bv_proximity
510,153,151,similar_product,,category_bv_proximity
511,153,152,similar_product,,category_bv_proximity
512,152,153,similar_product,,category_bv_proximity
513,152,154,similar_product,,category_bv_proximity
514,154,152,similar_product,,category_bv_proximity
515,154,155,similar_product,,category_bv_proximity
516,155,154,similar_product,,category_bv_proximity
517,155,159,similar_product,,category_bv_proximity
518,159,155,similar_product,,category_bv_proximity
519,159,156,similar_product,,category_bv_proximity
520,156,159,similar_product,,category_bv_proximity
521,156,157,similar_product,,category_bv_proximity
522,157,156,similar_product,,category_bv_proximity
523,157,158,similar_product,,category_bv_proximity
524,158,157,similar_product,,category_bv_proximity
525,158,161,similar_product,,category_bv_proximity
526,161,158,similar_product,,category_bv_proximity
527,161,160,similar_product,,category_bv_proximity
528,160,161,similar_product,,category_bv_proximity
529,160,162,similar_product,,category_bv_proximity
530,162,160,similar_product,,category_bv_proximity
531,162,163,similar_product,,category_bv_proximity
532,163,162,similar_product,,category_bv_proximity
533,163,164,similar_product,,category_bv_proximity
534,164,163,similar_product,,category_bv_proximity
535,164,148,similar_product,,category_bv_proximity
536,148,164,similar_product,,category_bv_proximity
537,60,63,similar_product,,category_bv_proximity
538,63,60,similar_product,,category_bv_proximity
539,63,59,similar_product,,category_bv_proximity
540,59,63,similar_product,,category_bv_proximity
541,59,61,similar_product,,category_bv_proximity
542,61,59,similar_product,,category_bv_proximity
543,61,58,similar_product,,category_bv_proximity
544,58,61,similar_product,,category_bv_proximity
545,58,62,similar_product,,category_bv_proximity
546,62,58,similar_product,,category_bv_proximity
547,69,70,budget_to_premium_variant,,same_base_product_pack_size
548,72,71,budget_to_premium_variant,,same_base_product_pack_size
549,140,139,budget_to_premium_variant,,same_base_product_pack_size
550,137,138,budget_to_premium_variant,,same_base_product_pack_size
551,4,5,budget_to_premium_variant,,same_base_product_pack_size
552,163,164,budget_to_premium_variant,,same_base_product_pack_size
553,6,7,budget_to_premium_variant,,same_base_product_pack_size
554,7,8,budget_to_premium_variant,,same_base_product_pack_size
555,160,162,budget_to_premium_variant,,same_base_product_pack_size
556,82,83,budget_to_premium_variant,,same_base_product_pack_size
557,89,90,budget_to_premium_variant,,same_base_product_pack_size
558,10,11,budget_to_premium_variant,,same_base_product_pack_size
559,11,12,budget_to_premium_variant,,same_base_product_pack_size
560,159,161,budget_to_premium_variant,,same_base_product_pack_size
561,133,132,budget_to_premium_variant,,same_base_product_pack_size
562,93,94,budget_to_premium_variant,,same_base_product_pack_size
563,17,18,budget_to_premium_variant,,same_base_product_pack_size
564,18,19,budget_to_premium_variant,,same_base_product_pack_size
565,98,97,budget_to_premium_variant,,same_base_product_pack_size
566,155,156,budget_to_premium_variant,,same_base_product_pack_size
567,156,157,budget_to_premium_variant,,same_base_product_pack_size
568,143,144,budget_to_premium_variant,,same_base_product_pack_size
