product_id,chunk_type,chunk_text,tags,source_file,confidence_score
35,product,"Hydra Aloevera Body Lotion (300ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 349.0, DP 245.0, BV 76.0. Pack size: 300ml.","PERSONAL CARE,Wild Muse,Hydra Aloevera Body Lotion (300ml)",dayjoy_products_master.csv,0.95
36,product,"Kesham (100ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 149.0, DP 91.0, BV 24.0. Pack size: 100ml.","PERSONAL CARE,Wild Muse,Kesham (100ml)",dayjoy_products_master.csv,0.95
37,product,"Luxwash Handwash (250ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 150.0, DP 95.0, BV 17.0. Pack size: 250ml.","PERSONAL CARE,Wild Muse,Luxwash Handwash (250ml)",dayjoy_products_master.csv,0.95
38,product,"Milk & Keratin Extracts Shampoo (100ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 175.0, DP 118.0, BV 33.0. Pack size: 100ml.","PERSONAL CARE,Wild Muse,Milk & Keratin Extracts Shampoo (100ml)",dayjoy_products_master.csv,0.95
39,product,"Milk Bath Soap (100g) is a PERSONAL CARE product from Wild Muse. Price: MRP 75.0, DP 52.0, BV 9.0. Pack size: 100g.","PERSONAL CARE,Wild Muse,Milk Bath Soap (100g)",dayjoy_products_master.csv,0.95
40,product,"Milk Bath Soap (Pack of 3) (100g) is a PERSONAL CARE product from Wild Muse. Price: MRP 225.0, DP 150.0, BV 25.0. Pack size: 100g.","PERSONAL CARE,Wild Muse,Milk Bath Soap (Pack of 3) (100g)",dayjoy_products_master.csv,0.95
41,product,"Neem & Tulsi Herbal Soap (100g) (Pack of 3) is a PERSONAL CARE product from Wild Muse. Price: MRP 147.0, DP 107.0, BV 19.0. Pack size: Pack of 3.","PERSONAL CARE,Wild Muse,Neem & Tulsi Herbal Soap (100g) (Pack of 3)",dayjoy_products_master.csv,0.95
42,product,"Regain Aloevera Shampoo (300ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 349.0, DP 245.0, BV 76.0. Pack size: 300ml.","PERSONAL CARE,Wild Muse,Regain Aloevera Shampoo (300ml)",dayjoy_products_master.csv,0.95
43,product,"Sandalwood & Shahi Gulab Body Lotion (150ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 249.0, DP 169.0, BV 56.0. Pack size: 150ml.","PERSONAL CARE,Wild Muse,Sandalwood & Shahi Gulab Body Lotion (150ml)",dayjoy_products_master.csv,0.95
44,product,"Sanitary Pad (XL) (Pack of 10) is a PERSONAL CARE product from Wild Muse. Price: MRP 249.0, DP 130.0, BV 40.0. Pack size: Pack of 10.","PERSONAL CARE,Wild Muse,Sanitary Pad (XL) (Pack of 10)",dayjoy_products_master.csv,0.95
45,product,"Sanitary Pad (XXL) (Pack of 10) is a PERSONAL CARE product from Wild Muse. Price: MRP 275.0, DP 150.0, BV 45.0. Pack size: Pack of 10.","PERSONAL CARE,Wild Muse,Sanitary Pad (XXL) (Pack of 10)",dayjoy_products_master.csv,0.95
46,product,"Seabuckthron Facial Kit (30g) (Pack of 6) is a PERSONAL CARE product from Wild Muse. Price: MRP 1349.0, DP 799.0, BV 290.0. Pack size: Pack of 6.","PERSONAL CARE,Wild Muse,Seabuckthron Facial Kit (30g) (Pack of 6)",dayjoy_products_master.csv,0.95
47,product,"Seabuckthron Cleanser (30g) is a PERSONAL CARE product from Wild Muse. Price: MRP 225.0, DP 145.0, BV 52.0. Pack size: 30g.","PERSONAL CARE,Wild Muse,Seabuckthron Cleanser (30g)",dayjoy_products_master.csv,0.95
48,product,"Seabuckthron Scrub (30g) is a PERSONAL CARE product from Wild Muse. Price: MRP 225.0, DP 145.0, BV 52.0. Pack size: 30g.","PERSONAL CARE,Wild Muse,Seabuckthron Scrub (30g)",dayjoy_products_master.csv,0.95
49,product,"Seabuckthron Massage Gel (30g) is a PERSONAL CARE product from Wild Muse. Price: MRP 225.0, DP 145.0, BV 52.0. Pack size: 30g.","PERSONAL CARE,Wild Muse,Seabuckthron Massage Gel (30g)",dayjoy_products_master.csv,0.95
50,product,"Seabuckthron Massage Cream (30g) is a PERSONAL CARE product from Wild Muse. Price: MRP 225.0, DP 145.0, BV 52.0. Pack size: 30g.","PERSONAL CARE,Wild Muse,Seabuckthron Massage Cream (30g)",dayjoy_products_master.csv,0.95
51,product,"Seabuckthron Face Pack (30g) is a PERSONAL CARE product from Wild Muse. Price: MRP 225.0, DP 145.0, BV 52.0. Pack size: 30g.","PERSONAL CARE,Wild Muse,Seabuckthron Face Pack (30g)",dayjoy_products_master.csv,0.95
52,product,"Seabuckthron Facial Fluid (10ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 225.0, DP 145.0, BV 52.0. Pack size: 10ml.","PERSONAL CARE,Wild Muse,Seabuckthron Facial Fluid (10ml)",dayjoy_products_master.csv,0.95
53,product,"Deep Cleansing Face Wash (100ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 199.0, DP 139.0, BV 48.0. Pack size: 100ml.","PERSONAL CARE,Wild Muse,Deep Cleansing Face Wash (100ml)",dayjoy_products_master.csv,0.95
54,product,"Deep Cleansing Facewash (60ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 125.0, DP 82.0, BV 21.0. Pack size: 60ml.","PERSONAL CARE,Wild Muse,Deep Cleansing Facewash (60ml)",dayjoy_products_master.csv,0.95
55,product,"WildMuse Premium Loofah is a PERSONAL CARE product from Wild Muse. Price: MRP 125.0, DP 99.0, BV 36.0. Pack size: nan.","PERSONAL CARE,Wild Muse,WildMuse Premium Loofah",dayjoy_products_master.csv,0.95
56,product,"Amla Reetha Sikakai Shampoo (100ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 130.0, DP 110.0, BV 34.0. Pack size: 100ml.","PERSONAL CARE,Wild Muse,Amla Reetha Sikakai Shampoo (100ml)",dayjoy_products_master.csv,0.95
57,product,"Haldi Chandan Facewash (60ml) is a PERSONAL CARE product from Wild Muse. Price: MRP 85.0, DP 68.0, BV 18.0. Pack size: 60ml.","PERSONAL CARE,Wild Muse,Haldi Chandan Facewash (60ml)",dayjoy_products_master.csv,0.95
58,product,"Face Serum (30ml) is a SKIN CARE product from Amara Beauty. Price: MRP 699.0, DP 499.0, BV 170.0. Pack size: 30ml.","SKIN CARE,Amara Beauty,Face Serum (30ml)",dayjoy_products_master.csv,0.95
59,product,"Gold Facial Kit is a SKIN CARE product from Amara Beauty. Price: MRP 449.0, DP 310.0, BV 100.0. Pack size: nan.","SKIN CARE,Amara Beauty,Gold Facial Kit",dayjoy_products_master.csv,0.95
60,product,"Sunscreen SPF 50+ (50gm) is a SKIN CARE product from Amara Beauty. Price: MRP 349.0, DP 299.0, BV 92.0. Pack size: 50gm.","SKIN CARE,Amara Beauty,Sunscreen SPF 50+ (50gm)",dayjoy_products_master.csv,0.95
61,product,"Hydra Max Moisturizer (50gm) is a SKIN CARE product from Amara Beauty. Price: MRP 449.0, DP 369.0, BV 110.0. Pack size: 50gm.","SKIN CARE,Amara Beauty,Hydra Max Moisturizer (50gm)",dayjoy_products_master.csv,0.95
62,product,"AgeX Anti-Ageing Night Cream (50gm) is a SKIN CARE product from Amara Beauty. Price: MRP 799.0, DP 599.0, BV 225.0. Pack size: 50gm.","SKIN CARE,Amara Beauty,AgeX Anti-Ageing Night Cream (50gm)",dayjoy_products_master.csv,0.95
63,product,"AcneX Anti-Acne Foaming Cleanser (100ml) is a SKIN CARE product from Amara Beauty. Price: MRP 399.0, DP 299.0, BV 98.0. Pack size: 100ml.","SKIN CARE,Amara Beauty,AcneX Anti-Acne Foaming Cleanser (100ml)",dayjoy_products_master.csv,0.95
64,product,"Amara Beauty Kajal is a COLOR COSMETICS product from Amara Beauty. Price: MRP 299.0, DP 199.0, BV 65.0. Pack size: nan.","COLOR COSMETICS,Amara Beauty,Amara Beauty Kajal",dayjoy_products_master.csv,0.95
65,product,"Amara Beauty Eyeliner is a COLOR COSMETICS product from Amara Beauty. Price: MRP 399.0, DP 299.0, BV 105.0. Pack size: nan.","COLOR COSMETICS,Amara Beauty,Amara Beauty Eyeliner",dayjoy_products_master.csv,0.95
66,product,"Asthprash (300 grams) is a HEALTH CARE product from Asthprash. Price: MRP 2999.0, DP 1499.0, BV 720.0. Pack size: 300 grams.","HEALTH CARE,Asthprash,Asthprash (300 grams)",dayjoy_products_master.csv,0.95
67,product,"Adicardial (120 Tab) is a HEALTH CARE product from Curind. Price: MRP 2099.0, DP 1325.0, BV 620.0. Pack size: 120 Tab.","HEALTH CARE,Curind,Adicardial (120 Tab)",dayjoy_products_master.csv,0.95
68,product,"Adicardial Syrup (500ml) is a HEALTH CARE product from Curind. Price: MRP 1399.0, DP 865.0, BV 400.0. Pack size: 500ml.","HEALTH CARE,Curind,Adicardial Syrup (500ml)",dayjoy_products_master.csv,0.95
69,product,"Adila Forte (30 Tab) is a HEALTH CARE product from Curind. Price: MRP 1499.0, DP 1030.0, BV 480.0. Pack size: 30 Tab.","HEALTH CARE,Curind,Adila Forte (30 Tab)",dayjoy_products_master.csv,0.95
70,product,"Adila Forte (60 Tab) is a HEALTH CARE product from Curind. Price: MRP 2999.0, DP 1875.0, BV 880.0. Pack size: 60 Tab.","HEALTH CARE,Curind,Adila Forte (60 Tab)",dayjoy_products_master.csv,0.95
71,product,"Adilipo (120 Tab) is a HEALTH CARE product from Curind. Price: MRP 2699.0, DP 1725.0, BV 840.0. Pack size: 120 Tab.","HEALTH CARE,Curind,Adilipo (120 Tab)",dayjoy_products_master.csv,0.95
72,product,"Adilipo (60 Tab) is a HEALTH CARE product from Curind. Price: MRP 1499.0, DP 950.0, BV 450.0. Pack size: 60 Tab.","HEALTH CARE,Curind,Adilipo (60 Tab)",dayjoy_products_master.csv,0.95
73,product,"Adiliv (60 Tab) is a HEALTH CARE product from Curind. Price: MRP 1199.0, DP 825.0, BV 375.0. Pack size: 60 Tab.","HEALTH CARE,Curind,Adiliv (60 Tab)",dayjoy_products_master.csv,0.95
74,product,"Aloevera with Guava Juice (1L) is a HEALTH CARE product from Curind. Price: MRP 1499.0, DP 710.0, BV 285.0. Pack size: 1L.","HEALTH CARE,Curind,Aloevera with Guava Juice (1L)",dayjoy_products_master.csv,0.95
75,product,"Astheal Cough Syrup (100ml) is a HEALTH CARE product from Curind. Price: MRP 199.0, DP 99.0, BV 32.0. Pack size: 100ml.","HEALTH CARE,Curind,Astheal Cough Syrup (100ml)",dayjoy_products_master.csv,0.95
76,product,"Ashvagandha Extract (60 Veg Capsules) is a HEALTH CARE product from Curind. Price: MRP 499.0, DP 299.0, BV 110.0. Pack size: 60 Veg Capsules.","HEALTH CARE,Curind,Ashvagandha Extract (60 Veg Capsules)",dayjoy_products_master.csv,0.95
77,product,"Amla Extract (60 Veg Capsules) is a HEALTH CARE product from Curind. Price: MRP 499.0, DP 275.0, BV 100.0. Pack size: 60 Veg Capsules.","HEALTH CARE,Curind,Amla Extract (60 Veg Capsules)",dayjoy_products_master.csv,0.95
78,product,"Advanced Calcium Tablets is a HEALTH CARE product from Curind. Price: MRP 999.0, DP 325.0, BV 130.0. Pack size: nan.","HEALTH CARE,Curind,Advanced Calcium Tablets",dayjoy_products_master.csv,0.95
79,product,"Arogya Churn (100g) is a HEALTH CARE product from Curind. Price: MRP 189.0, DP 115.0, BV 40.0. Pack size: 100g.","HEALTH CARE,Curind,Arogya Churn (100g)",dayjoy_products_master.csv,0.95
80,product,"Di-beat (60 Tab) is a HEALTH CARE product from Curind. Price: MRP 1199.0, DP 825.0, BV 375.0. Pack size: 60 Tab.","HEALTH CARE,Curind,Di-beat (60 Tab)",dayjoy_products_master.csv,0.95
81,product,"Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml) is a HEALTH CARE product from Curind. Price: MRP 4999.0, DP 2849.0, BV 1320.0. Pack size: Pack of 2 Bottles - each 25ml.","HEALTH CARE,Curind,Golden Elixir - Nano Curcumin Drops (Pack of 2 Bottles - each 25ml)",dayjoy_products_master.csv,0.95
82,product,"Gas-O-Free (200ml) is a HEALTH CARE product from Curind. Price: MRP 599.0, DP 375.0, BV 160.0. Pack size: 200ml.","HEALTH CARE,Curind,Gas-O-Free (200ml)",dayjoy_products_master.csv,0.95
83,product,"Gas-O-Free (500ml) is a HEALTH CARE product from Curind. Price: MRP 1399.0, DP 865.0, BV 400.0. Pack size: 500ml.","HEALTH CARE,Curind,Gas-O-Free (500ml)",dayjoy_products_master.csv,0.95
84,product,"GoPiles (60 Tab) is a HEALTH CARE product from Curind. Price: MRP 1199.0, DP 825.0, BV 375.0. Pack size: 60 Tab.","HEALTH CARE,Curind,GoPiles (60 Tab)",dayjoy_products_master.csv,0.95
85,product,"GoPiles Syrup (500ml) is a HEALTH CARE product from Curind. Price: MRP 1399.0, DP 865.0, BV 400.0. Pack size: 500ml.","HEALTH CARE,Curind,GoPiles Syrup (500ml)",dayjoy_products_master.csv,0.95
86,product,"Giloe Extract (60 Veg Capsules) is a HEALTH CARE product from Curind. Price: MRP 499.0, DP 275.0, BV 100.0. Pack size: 60 Veg Capsules.","HEALTH CARE,Curind,Giloe Extract (60 Veg Capsules)",dayjoy_products_master.csv,0.95
87,product,"Eye Elixir Drops (10ml) is a HEALTH CARE product from Curind. Price: MRP 149.0, DP 100.0, BV 42.0. Pack size: 10ml.","HEALTH CARE,Curind,Eye Elixir Drops (10ml)",dayjoy_products_master.csv,0.95
88,product,"Eye Health++ (60 Capsules) is a HEALTH CARE product from Curind. Price: MRP 1799.0, DP 1099.0, BV 480.0. Pack size: 60 Capsules.","HEALTH CARE,Curind,Eye Health++ (60 Capsules)",dayjoy_products_master.csv,0.95
89,product,"HB+ (200ml) is a HEALTH CARE product from Curind. Price: MRP 599.0, DP 375.0, BV 160.0. Pack size: 200ml.","HEALTH CARE,Curind,HB+ (200ml)",dayjoy_products_master.csv,0.95
90,product,"HB+ (500ml) is a HEALTH CARE product from Curind. Price: MRP 1399.0, DP 865.0, BV 400.0. Pack size: 500ml.","HEALTH CARE,Curind,HB+ (500ml)",dayjoy_products_master.csv,0.95
91,product,"Hi-Energy (60 Tab) is a HEALTH CARE product from Curind. Price: MRP 1199.0, DP 825.0, BV 375.0. Pack size: 60 Tab.","HEALTH CARE,Curind,Hi-Energy (60 Tab)",dayjoy_products_master.csv,0.95
92,product,"Kidney Kawach (300 g) is a HEALTH CARE product from Curind. Price: MRP 2999.0, DP 1799.0, BV 840.0. Pack size: 300 g.","HEALTH CARE,Curind,Kidney Kawach (300 g)",dayjoy_products_master.csv,0.95
93,product,"Liv-Ease (200ml) is a HEALTH CARE product from Curind. Price: MRP 599.0, DP 375.0, BV 160.0. Pack size: 200ml.","HEALTH CARE,Curind,Liv-Ease (200ml)",dayjoy_products_master.csv,0.95
94,product,"Liv-Ease (500ml) is a HEALTH CARE product from Curind. Price: MRP 1399.0, DP 865.0, BV 400.0. Pack size: 500ml.","HEALTH CARE,Curind,Liv-Ease (500ml)",dayjoy_products_master.csv,0.95
95,product,"Multivitamins Tablets is a HEALTH CARE product from Curind. Price: MRP 999.0, DP 425.0, BV 180.0. Pack size: nan.","HEALTH CARE,Curind,Multivitamins Tablets",dayjoy_products_master.csv,0.95
96,product,"Nonima (500ml) is a HEALTH CARE product from Curind. Price: MRP 1499.0, DP 949.0, BV 400.0. Pack size: 500ml.","HEALTH CARE,Curind,Nonima (500ml)",dayjoy_products_master.csv,0.95
97,product,"N-astheal (120 Tab) is a HEALTH CARE product from Curind. Price: MRP 2699.0, DP 1725.0, BV 865.0. Pack size: 120 Tab.","HEALTH CARE,Curind,N-astheal (120 Tab)",dayjoy_products_master.csv,0.95
98,product,"N-astheal (60 Tab) is a HEALTH CARE product from Curind. Price: MRP 1499.0, DP 960.0, BV 465.0. Pack size: 60 Tab.","HEALTH CARE,Curind,N-astheal (60 Tab)",dayjoy_products_master.csv,0.95
99,product,"Orthofix (60 Tab) is a HEALTH CARE product from Curind. Price: MRP 1199.0, DP 825.0, BV 375.0. Pack size: 60 Tab.","HEALTH CARE,Curind,Orthofix (60 Tab)",dayjoy_products_master.csv,0.95
100,product,"Orthofix Oil (100ml) is a HEALTH CARE product from Curind. Price: MRP 525.0, DP 325.0, BV 112.0. Pack size: 100ml.","HEALTH CARE,Curind,Orthofix Oil (100ml)",dayjoy_products_master.csv,0.95
101,product,"Omega 3-6-9 is a HEALTH CARE product from Curind. Price: MRP 999.0, DP 500.0, BV 200.0. Pack size: nan.","HEALTH CARE,Curind,Omega 3-6-9",dayjoy_products_master.csv,0.95
102,product,"Quick 6 Pain Relief Gel (30g) is a HEALTH CARE product from Curind. Price: MRP 149.0, DP 99.0, BV 32.0. Pack size: 30g.","HEALTH CARE,Curind,Quick 6 Pain Relief Gel (30g)",dayjoy_products_master.csv,0.95
103,product,"Super Rich Berry Juice (1 Ltr.) is a HEALTH CARE product from Curind. Price: MRP 2999.0, DP 1660.0, BV 740.0. Pack size: 1 Ltr..","HEALTH CARE,Curind,Super Rich Berry Juice (1 Ltr.)",dayjoy_products_master.csv,0.95
104,product,"Seabuckthron Juice (1 Ltr.) is a HEALTH CARE product from Curind. Price: MRP 2999.0, DP 1490.0, BV 640.0. Pack size: 1 Ltr..","HEALTH CARE,Curind,Seabuckthron Juice (1 Ltr.)",dayjoy_products_master.csv,0.95
105,product,"Shatavari Extract (60 Veg Capsules) is a HEALTH CARE product from Curind. Price: MRP 499.0, DP 299.0, BV 110.0. Pack size: 60 Veg Capsules.","HEALTH CARE,Curind,Shatavari Extract (60 Veg Capsules)",dayjoy_products_master.csv,0.95
106,product,"Super Food Capsule is a HEALTH CARE product from Curind. Price: MRP 1999.0, DP 999.0, BV 420.0. Pack size: nan.","HEALTH CARE,Curind,Super Food Capsule",dayjoy_products_master.csv,0.95
107,product,"Premium Tulsi Max (30ml) is a HEALTH CARE product from Curind. Price: MRP 299.0, DP 178.0, BV 58.0. Pack size: 30ml.","HEALTH CARE,Curind,Premium Tulsi Max (30ml)",dayjoy_products_master.csv,0.95
