relationship_id,product_a_id,product_b_id,relationship_type,co_occurrence_count,source
48,67,103,recommended_combination,20,recommendation_chart
49,103,67,recommended_combination,20,recommendation_chart
50,81,67,recommended_combination,20,recommendation_chart
51,71,103,recommended_combination,19,recommendation_chart
52,103,71,recommended_combination,19,recommendation_chart
53,82,81,recommended_combination,18,recommendation_chart
54,73,96,recommended_combination,18,recommendation_chart
55,96,82,recommended_combination,18,recommendation_chart
56,96,73,recommended_combination,18,recommendation_chart
57,82,96,recommended_combination,18,recommendation_chart
58,81,82,recommended_combination,18,recommendation_chart
59,91,106,recommended_combination,16,recommendation_chart
60,91,103,recommended_combination,16,recommendation_chart
61,91,81,recommended_combination,16,recommendation_chart
62,81,91,recommended_combination,16,recommendation_chart
63,106,91,recommended_combination,16,recommendation_chart
64,103,91,recommended_combination,16,recommendation_chart
65,66,107,recommended_combination,15,recommendation_chart
66,66,81,recommended_combination,15,recommendation_chart
67,66,106,recommended_combination,15,recommendation_chart
68,66,103,recommended_combination,15,recommendation_chart
69,66,97,recommended_combination,15,recommendation_chart
70,97,107,recommended_combination,15,recommendation_chart
71,103,66,recommended_combination,15,recommendation_chart
72,103,97,recommended_combination,15,recommendation_chart
73,97,66,recommended_combination,15,recommendation_chart
74,97,81,recommended_combination,15,recommendation_chart
75,97,103,recommended_combination,15,recommendation_chart
76,97,106,recommended_combination,15,recommendation_chart
77,106,66,recommended_combination,15,recommendation_chart
78,106,97,recommended_combination,15,recommendation_chart
79,107,66,recommended_combination,15,recommendation_chart
80,107,97,recommended_combination,15,recommendation_chart
81,81,66,recommended_combination,15,recommendation_chart
82,81,97,recommended_combination,15,recommendation_chart
83,81,78,recommended_combination,14,recommendation_chart
84,78,81,recommended_combination,14,recommendation_chart
85,106,93,recommended_combination,14,recommendation_chart
86,93,106,recommended_combination,14,recommendation_chart
87,106,67,recommended_combination,12,recommendation_chart
88,106,67,recommended_combination,12,recommendation_chart
89,67,106,recommended_combination,12,recommendation_chart
90,67,103,recommended_combination,12,recommendation_chart
91,106,78,recommended_combination,12,recommendation_chart
92,67,106,recommended_combination,12,recommendation_chart
93,78,106,recommended_combination,12,recommendation_chart
94,67,81,recommended_combination,12,recommendation_chart
95,67,67,recommended_combination,12,recommendation_chart
96,103,67,recommended_combination,12,recommendation_chart
97,81,67,recommended_combination,12,recommendation_chart
98,67,67,recommended_combination,12,recommendation_chart
99,81,99,recommended_combination,11,recommendation_chart
100,101,99,recommended_combination,11,recommendation_chart
101,106,99,recommended_combination,11,recommendation_chart
102,99,106,recommended_combination,11,recommendation_chart
103,99,101,recommended_combination,11,recommendation_chart
104,99,81,recommended_combination,11,recommendation_chart
105,89,81,recommended_combination,10,recommendation_chart
106,88,106,recommended_combination,10,recommendation_chart
107,87,81,recommended_combination,10,recommendation_chart
108,87,88,recommended_combination,10,recommendation_chart
109,87,103,recommended_combination,10,recommendation_chart
110,88,81,recommended_combination,10,recommendation_chart
111,88,87,recommended_combination,10,recommendation_chart
112,81,73,recommended_combination,10,recommendation_chart
113,103,88,recommended_combination,10,recommendation_chart
114,103,87,recommended_combination,10,recommendation_chart
115,106,87,recommended_combination,10,recommendation_chart
116,73,81,recommended_combination,10,recommendation_chart
117,81,88,recommended_combination,10,recommendation_chart
118,81,87,recommended_combination,10,recommendation_chart
119,88,103,recommended_combination,10,recommendation_chart
120,106,88,recommended_combination,10,recommendation_chart
121,81,89,recommended_combination,10,recommendation_chart
122,89,103,recommended_combination,10,recommendation_chart
123,103,89,recommended_combination,10,recommendation_chart
124,87,106,recommended_combination,10,recommendation_chart
125,106,75,recommended_combination,9,recommendation_chart
126,78,103,recommended_combination,9,recommendation_chart
127,103,78,recommended_combination,9,recommendation_chart
128,81,75,recommended_combination,9,recommendation_chart
129,97,75,recommended_combination,9,recommendation_chart
130,66,75,recommended_combination,9,recommendation_chart
131,75,81,recommended_combination,9,recommendation_chart
132,75,97,recommended_combination,9,recommendation_chart
133,75,66,recommended_combination,9,recommendation_chart
134,107,75,recommended_combination,9,recommendation_chart
135,75,107,recommended_combination,9,recommendation_chart
136,75,106,recommended_combination,9,recommendation_chart
137,103,75,recommended_combination,9,recommendation_chart
138,75,103,recommended_combination,9,recommendation_chart
139,73,79,recommended_combination,8,recommendation_chart
140,79,96,recommended_combination,8,recommendation_chart
141,79,73,recommended_combination,8,recommendation_chart
142,79,82,recommended_combination,8,recommendation_chart
143,79,93,recommended_combination,8,recommendation_chart
144,79,103,recommended_combination,8,recommendation_chart
145,93,79,recommended_combination,8,recommendation_chart
146,82,79,recommended_combination,8,recommendation_chart
147,80,81,recommended_combination,8,recommendation_chart
148,80,106,recommended_combination,8,recommendation_chart
149,82,71,recommended_combination,8,recommendation_chart
150,82,106,recommended_combination,8,recommendation_chart
151,106,80,recommended_combination,8,recommendation_chart
152,96,80,recommended_combination,8,recommendation_chart
153,93,80,recommended_combination,8,recommendation_chart
154,80,96,recommended_combination,8,recommendation_chart
155,80,93,recommended_combination,8,recommendation_chart
156,96,79,recommended_combination,8,recommendation_chart
157,96,92,recommended_combination,8,recommendation_chart
158,103,92,recommended_combination,8,recommendation_chart
159,101,81,recommended_combination,8,recommendation_chart
160,101,67,recommended_combination,8,recommendation_chart
161,106,92,recommended_combination,8,recommendation_chart
162,81,80,recommended_combination,8,recommendation_chart
163,92,96,recommended_combination,8,recommendation_chart
164,92,103,recommended_combination,8,recommendation_chart
165,82,101,recommended_combination,8,recommendation_chart
166,101,82,recommended_combination,8,recommendation_chart
167,106,82,recommended_combination,8,recommendation_chart
168,71,82,recommended_combination,8,recommendation_chart
169,81,92,recommended_combination,8,recommendation_chart
170,89,67,recommended_combination,8,recommendation_chart
171,67,89,recommended_combination,8,recommendation_chart
172,89,101,recommended_combination,8,recommendation_chart
173,103,79,recommended_combination,8,recommendation_chart
174,92,81,recommended_combination,8,recommendation_chart
175,101,89,recommended_combination,8,recommendation_chart
176,103,101,recommended_combination,8,recommendation_chart
177,81,101,recommended_combination,8,recommendation_chart
178,67,101,recommended_combination,8,recommendation_chart
179,92,106,recommended_combination,8,recommendation_chart
180,101,103,recommended_combination,8,recommendation_chart
181,96,103,recommended_combination,7,recommendation_chart
182,110,103,recommended_combination,7,recommendation_chart
183,110,96,recommended_combination,7,recommendation_chart
184,106,110,recommended_combination,7,recommendation_chart
185,106,108,recommended_combination,7,recommendation_chart
186,106,103,recommended_combination,7,recommendation_chart
187,103,110,recommended_combination,7,recommendation_chart
188,103,108,recommended_combination,7,recommendation_chart
189,108,110,recommended_combination,7,recommendation_chart
190,108,106,recommended_combination,7,recommendation_chart
191,108,103,recommended_combination,7,recommendation_chart
192,108,96,recommended_combination,7,recommendation_chart
193,110,108,recommended_combination,7,recommendation_chart
194,110,106,recommended_combination,7,recommendation_chart
195,103,106,recommended_combination,7,recommendation_chart
196,103,96,recommended_combination,7,recommendation_chart
197,96,110,recommended_combination,7,recommendation_chart
198,96,108,recommended_combination,7,recommendation_chart
199,91,107,recommended_combination,7,recommendation_chart
200,107,91,recommended_combination,7,recommendation_chart
201,81,99,recommended_combination,6,recommendation_chart
202,103,99,recommended_combination,6,recommendation_chart
203,103,99,recommended_combination,6,recommendation_chart
204,106,99,recommended_combination,6,recommendation_chart
205,101,99,recommended_combination,6,recommendation_chart
206,107,93,recommended_combination,6,recommendation_chart
207,99,103,recommended_combination,6,recommendation_chart
208,99,71,recommended_combination,6,recommendation_chart
209,96,107,recommended_combination,6,recommendation_chart
210,93,107,recommended_combination,6,recommendation_chart
211,107,96,recommended_combination,6,recommendation_chart
212,99,99,recommended_combination,6,recommendation_chart
213,99,81,recommended_combination,6,recommendation_chart
214,99,103,recommended_combination,6,recommendation_chart
215,99,106,recommended_combination,6,recommendation_chart
216,99,101,recommended_combination,6,recommendation_chart
217,99,71,recommended_combination,6,recommendation_chart
218,99,99,recommended_combination,6,recommendation_chart
219,71,99,recommended_combination,6,recommendation_chart
220,71,99,recommended_combination,6,recommendation_chart
221,106,99,recommended_combination,5,recommendation_chart
222,101,99,recommended_combination,5,recommendation_chart
223,101,78,recommended_combination,5,recommendation_chart
224,101,103,recommended_combination,5,recommendation_chart
225,103,81,recommended_combination,5,recommendation_chart
226,103,71,recommended_combination,5,recommendation_chart
227,99,81,recommended_combination,5,recommendation_chart
228,99,106,recommended_combination,5,recommendation_chart
229,99,101,recommended_combination,5,recommendation_chart
230,78,99,recommended_combination,5,recommendation_chart
231,78,99,recommended_combination,5,recommendation_chart
232,78,101,recommended_combination,5,recommendation_chart
233,81,99,recommended_combination,5,recommendation_chart
234,71,107,recommended_combination,5,recommendation_chart
235,101,107,recommended_combination,5,recommendation_chart
236,107,71,recommended_combination,5,recommendation_chart
237,107,101,recommended_combination,5,recommendation_chart
238,99,99,recommended_combination,5,recommendation_chart
239,99,78,recommended_combination,5,recommendation_chart
240,103,106,recommended_combination,5,recommendation_chart
241,103,101,recommended_combination,5,recommendation_chart
242,99,99,recommended_combination,5,recommendation_chart
243,99,78,recommended_combination,5,recommendation_chart
244,81,103,recommended_combination,5,recommendation_chart
245,71,103,recommended_combination,5,recommendation_chart
246,106,103,recommended_combination,5,recommendation_chart
247,84,82,recommended_combination,4,recommendation_chart
248,84,79,recommended_combination,4,recommendation_chart
249,84,103,recommended_combination,4,recommendation_chart
250,73,84,recommended_combination,4,recommendation_chart
251,73,79,recommended_combination,4,recommendation_chart
252,79,84,recommended_combination,4,recommendation_chart
253,79,73,recommended_combination,4,recommendation_chart
254,103,79,recommended_combination,4,recommendation_chart
255,82,79,recommended_combination,4,recommendation_chart
256,79,93,recommended_combination,4,recommendation_chart
257,79,82,recommended_combination,4,recommendation_chart
258,79,103,recommended_combination,4,recommendation_chart
259,103,84,recommended_combination,4,recommendation_chart
260,84,73,recommended_combination,4,recommendation_chart
261,84,93,recommended_combination,4,recommendation_chart
262,93,84,recommended_combination,4,recommendation_chart
263,93,79,recommended_combination,4,recommendation_chart
264,82,84,recommended_combination,4,recommendation_chart
265,30,108,recommended_combination,2,recommendation_chart
266,89,78,recommended_combination,2,recommendation_chart
267,108,81,recommended_combination,2,recommendation_chart
268,108,78,recommended_combination,2,recommendation_chart
269,108,89,recommended_combination,2,recommendation_chart
270,78,89,recommended_combination,2,recommendation_chart
271,78,30,recommended_combination,2,recommendation_chart
272,78,108,recommended_combination,2,recommendation_chart
273,108,103,recommended_combination,2,recommendation_chart
274,108,30,recommended_combination,2,recommendation_chart
275,30,89,recommended_combination,2,recommendation_chart
276,81,108,recommended_combination,2,recommendation_chart
277,103,30,recommended_combination,2,recommendation_chart
278,103,108,recommended_combination,2,recommendation_chart
279,89,30,recommended_combination,2,recommendation_chart
280,89,108,recommended_combination,2,recommendation_chart
281,30,103,recommended_combination,2,recommendation_chart
282,81,30,recommended_combination,2,recommendation_chart
283,30,78,recommended_combination,2,recommendation_chart
284,30,81,recommended_combination,2,recommendation_chart
285,133,132,similar_product,,category_bv_proximity
286,132,133,similar_product,,category_bv_proximity
287,132,134,similar_product,,category_bv_proximity
288,134,132,similar_product,,category_bv_proximity
289,134,124,similar_product,,category_bv_proximity
290,124,134,similar_product,,category_bv_proximity
291,124,136,similar_product,,category_bv_proximity
292,136,124,similar_product,,category_bv_proximity
293,136,130,similar_product,,category_bv_proximity
294,130,136,similar_product,,category_bv_proximity
295,130,131,similar_product,,category_bv_proximity
296,131,130,similar_product,,category_bv_proximity
297,131,129,similar_product,,category_bv_proximity
298,129,131,similar_product,,category_bv_proximity
299,129,135,similar_product,,category_bv_proximity
300,135,129,similar_product,,category_bv_proximity
301,135,125,similar_product,,category_bv_proximity
302,125,135,similar_product,,category_bv_proximity
303,125,126,similar_product,,category_bv_proximity
304,126,125,similar_product,,category_bv_proximity
305,126,127,similar_product,,category_bv_proximity
306,127,126,similar_product,,category_bv_proximity
307,127,128,similar_product,,category_bv_proximity
308,128,127,similar_product,,category_bv_proximity
309,144,143,similar_product,,category_bv_proximity
310,143,144,similar_product,,category_bv_proximity
311,143,142,similar_product,,category_bv_proximity
312,142,143,similar_product,,category_bv_proximity
313,142,145,similar_product,,category_bv_proximity
314,145,142,similar_product,,category_bv_proximity
315,145,146,similar_product,,category_bv_proximity
316,146,145,similar_product,,category_bv_proximity
317,146,140,similar_product,,category_bv_proximity
318,140,146,similar_product,,category_bv_proximity
319,140,139,similar_product,,category_bv_proximity
320,139,140,similar_product,,category_bv_proximity
321,139,141,similar_product,,category_bv_proximity
322,141,139,similar_product,,category_bv_proximity
323,122,121,similar_product,,category_bv_proximity
324,121,122,similar_product,,category_bv_proximity
325,121,123,similar_product,,category_bv_proximity
326,123,121,similar_product,,category_bv_proximity
327,123,120,similar_product,,category_bv_proximity
328,120,123,similar_product,,category_bv_proximity
329,64,65,similar_product,,category_bv_proximity
330,65,64,similar_product,,category_bv_proximity
331,165,166,similar_product,,category_bv_proximity
332,166,165,similar_product,,category_bv_proximity
333,166,169,similar_product,,category_bv_proximity
334,169,166,similar_product,,category_bv_proximity
335,169,167,similar_product,,category_bv_proximity
336,167,169,similar_product,,category_bv_proximity
337,167,168,similar_product,,category_bv_proximity
338,168,167,similar_product,,category_bv_proximity
339,168,170,similar_product,,category_bv_proximity
340,170,168,similar_product,,category_bv_proximity
341,6,10,similar_product,,category_bv_proximity
342,10,6,similar_product,,category_bv_proximity
343,10,17,similar_product,,category_bv_proximity
344,17,10,similar_product,,category_bv_proximity
345,17,16,similar_product,,category_bv_proximity
346,16,17,similar_product,,category_bv_proximity
347,16,25,similar_product,,category_bv_proximity
348,25,16,similar_product,,category_bv_proximity
349,25,26,similar_product,,category_bv_proximity
350,26,25,similar_product,,category_bv_proximity
351,26,2,similar_product,,category_bv_proximity
352,2,26,similar_product,,category_bv_proximity
353,2,1,similar_product,,category_bv_proximity
354,1,2,similar_product,,category_bv_proximity
355,1,11,similar_product,,category_bv_proximity
356,11,1,similar_product,,category_bv_proximity
357,11,20,similar_product,,category_bv_proximity
358,20,11,similar_product,,category_bv_proximity
359,20,13,similar_product,,category_bv_proximity
360,13,20,similar_product,,category_bv_proximity
361,13,7,similar_product,,category_bv_proximity
362,7,13,similar_product,,category_bv_proximity
363,7,14,similar_product,,category_bv_proximity
364,14,7,similar_product,,category_bv_proximity
365,14,3,similar_product,,category_bv_proximity
366,3,14,similar_product,,category_bv_proximity
367,3,24,similar_product,,category_bv_proximity
368,24,3,similar_product,,category_bv_proximity
369,24,18,similar_product,,category_bv_proximity
370,18,24,similar_product,,category_bv_proximity
371,18,9,similar_product,,category_bv_proximity
372,9,18,similar_product,,category_bv_proximity
373,9,4,similar_product,,category_bv_proximity
374,4,9,similar_product,,category_bv_proximity
375,4,21,similar_product,,category_bv_proximity
376,21,4,similar_product,,category_bv_proximity
377,21,22,similar_product,,category_bv_proximity
378,22,21,similar_product,,category_bv_proximity
379,22,12,similar_product,,category_bv_proximity
380,12,22,similar_product,,category_bv_proximity
381,12,8,similar_product,,category_bv_proximity
382,8,12,similar_product,,category_bv_proximity
383,8,15,similar_product,,category_bv_proximity
384,15,8,similar_product,,category_bv_proximity
385,15,5,similar_product,,category_bv_proximity
386,5,15,similar_product,,category_bv_proximity
387,5,23,similar_product,,category_bv_proximity
388,23,5,similar_product,,category_bv_proximity
389,23,19,similar_product,,category_bv_proximity
390,19,23,similar_product,,category_bv_proximity
391,137,138,similar_product,,category_bv_proximity
392,138,137,similar_product,,category_bv_proximity
393,75,102,similar_product,,category_bv_proximity
394,102,75,similar_product,,category_bv_proximity
395,102,79,similar_product,,category_bv_proximity
396,79,102,similar_product,,category_bv_proximity
397,79,87,similar_product,,category_bv_proximity
398,87,79,similar_product,,category_bv_proximity
399,87,107,similar_product,,category_bv_proximity
400,107,87,similar_product,,category_bv_proximity
401,107,112,similar_product,,category_bv_proximity
402,112,107,similar_product,,category_bv_proximity
403,112,86,similar_product,,category_bv_proximity
404,86,112,similar_product,,category_bv_proximity
405,86,77,similar_product,,category_bv_proximity
406,77,86,similar_product,,category_bv_proximity
407,77,105,similar_product,,category_bv_proximity
408,105,77,similar_product,,category_bv_proximity
409,105,76,similar_product,,category_bv_proximity
410,76,105,similar_product,,category_bv_proximity
411,76,100,similar_product,,category_bv_proximity
412,100,76,similar_product,,category_bv_proximity
413,100,78,similar_product,,category_bv_proximity
414,78,100,similar_product,,category_bv_proximity
415,78,89,similar_product,,category_bv_proximity
416,89,78,similar_product,,category_bv_proximity
417,89,93,similar_product,,category_bv_proximity
418,93,89,similar_product,,category_bv_proximity
419,93,82,similar_product,,category_bv_proximity
420,82,93,similar_product,,category_bv_proximity
421,82,95,similar_product,,category_bv_proximity
422,95,82,similar_product,,category_bv_proximity
423,95,101,similar_product,,category_bv_proximity
424,101,95,similar_product,,category_bv_proximity
425,101,74,similar_product,,category_bv_proximity
426,74,101,similar_product,,category_bv_proximity
427,74,109,similar_product,,category_bv_proximity
428,109,74,similar_product,,category_bv_proximity
429,109,111,similar_product,,category_bv_proximity
430,111,109,similar_product,,category_bv_proximity
431,111,114,similar_product,,category_bv_proximity
432,114,111,similar_product,,category_bv_proximity
433,114,91,similar_product,,category_bv_proximity
434,91,114,similar_product,,category_bv_proximity
435,91,99,similar_product,,category_bv_proximity
436,99,91,similar_product,,category_bv_proximity
437,99,84,similar_product,,category_bv_proximity
438,84,99,similar_product,,category_bv_proximity
439,84,73,similar_product,,category_bv_proximity
440,73,84,similar_product,,category_bv_proximity
441,73,80,similar_product,,category_bv_proximity
442,80,73,similar_product,,category_bv_proximity
443,80,115,similar_product,,category_bv_proximity
444,115,80,similar_product,,category_bv_proximity
445,115,96,similar_product,,category_bv_proximity
446,96,115,similar_product,,category_bv_proximity
447,96,94,similar_product,,category_bv_proximity
448,94,96,similar_product,,category_bv_proximity
449,94,85,similar_product,,category_bv_proximity
450,85,94,similar_product,,category_bv_proximity
451,85,83,similar_product,,category_bv_proximity
452,83,85,similar_product,,category_bv_proximity
453,83,90,similar_product,,category_bv_proximity
454,90,83,similar_product,,category_bv_proximity
455,90,68,similar_product,,category_bv_proximity
456,68,90,similar_product,,category_bv_proximity
457,68,113,similar_product,,category_bv_proximity
458,113,68,similar_product,,category_bv_proximity
459,113,106,similar_product,,category_bv_proximity
460,106,113,similar_product,,category_bv_proximity
461,106,108,similar_product,,category_bv_proximity
462,108,106,similar_product,,category_bv_proximity
463,108,72,similar_product,,category_bv_proximity
464,72,108,similar_product,,category_bv_proximity
465,72,98,similar_product,,category_bv_proximity
466,98,72,similar_product,,category_bv_proximity
467,98,69,similar_product,,category_bv_proximity
468,69,98,similar_product,,category_bv_proximity
469,69,88,similar_product,,category_bv_proximity
470,88,69,similar_product,,category_bv_proximity
471,88,67,similar_product,,category_bv_proximity
472,67,88,similar_product,,category_bv_proximity
473,67,104,similar_product,,category_bv_proximity
474,104,67,similar_product,,category_bv_proximity
475,104,110,similar_product,,category_bv_proximity
476,110,104,similar_product,,category_bv_proximity
477,110,66,similar_product,,category_bv_proximity
478,66,110,similar_product,,category_bv_proximity
479,66,103,similar_product,,category_bv_proximity
480,103,66,similar_product,,category_bv_proximity
481,103,71,similar_product,,category_bv_proximity
482,71,103,similar_product,,category_bv_proximity
483,71,92,similar_product,,category_bv_proximity
484,92,71,similar_product,,category_bv_proximity
485,92,97,similar_product,,category_bv_proximity
486,97,92,similar_product,,category_bv_proximity
487,97,70,similar_product,,category_bv_proximity
488,70,97,similar_product,,category_bv_proximity
489,70,81,similar_product,,category_bv_proximity
490,81,70,similar_product,,category_bv_proximity
491,117,119,similar_product,,category_bv_proximity
492,119,117,similar_product,,category_bv_proximity
493,119,116,similar_product,,category_bv_proximity
494,116,119,similar_product,,category_bv_proximity
495,116,118,similar_product,,category_bv_proximity
496,118,116,similar_product,,category_bv_proximity
497,39,37,similar_product,,category_bv_proximity
498,37,39,similar_product,,category_bv_proximity
499,37,57,similar_product,,category_bv_proximity
500,57,37,similar_product,,category_bv_proximity
501,57,41,similar_product,,category_bv_proximity
502,41,57,similar_product,,category_bv_proximity
503,41,32,similar_product,,category_bv_proximity
504,32,41,similar_product,,category_bv_proximity
505,32,34,similar_product,,category_bv_proximity
506,34,32,similar_product,,category_bv_proximity
507,34,54,similar_product,,category_bv_proximity
508,54,34,similar_product,,category_bv_proximity
509,54,28,similar_product,,category_bv_proximity
510,28,54,similar_product,,category_bv_proximity
511,28,36,similar_product,,category_bv_proximity
512,36,28,similar_product,,category_bv_proximity
513,36,40,similar_product,,category_bv_proximity
514,40,36,similar_product,,category_bv_proximity
515,40,31,similar_product,,category_bv_proximity
516,31,40,similar_product,,category_bv_proximity
517,31,33,similar_product,,category_bv_proximity
518,33,31,similar_product,,category_bv_proximity
519,33,38,similar_product,,category_bv_proximity
520,38,33,similar_product,,category_bv_proximity
521,38,56,similar_product,,category_bv_proximity
522,56,38,similar_product,,category_bv_proximity
523,56,55,similar_product,,category_bv_proximity
524,55,56,similar_product,,category_bv_proximity
525,55,29,similar_product,,category_bv_proximity
526,29,55,similar_product,,category_bv_proximity
527,29,44,similar_product,,category_bv_proximity
528,44,29,similar_product,,category_bv_proximity
529,44,30,similar_product,,category_bv_proximity
530,30,44,similar_product,,category_bv_proximity
531,30,45,similar_product,,category_bv_proximity
532,45,30,similar_product,,category_bv_proximity
533,45,53,similar_product,,category_bv_proximity
534,53,45,similar_product,,category_bv_proximity
535,53,27,similar_product,,category_bv_proximity
536,27,53,similar_product,,category_bv_proximity
537,27,52,similar_product,,category_bv_proximity
538,52,27,similar_product,,category_bv_proximity
539,52,47,similar_product,,category_bv_proximity
540,47,52,similar_product,,category_bv_proximity
541,47,48,similar_product,,category_bv_proximity
542,48,47,similar_product,,category_bv_proximity
543,48,51,similar_product,,category_bv_proximity
544,51,48,similar_product,,category_bv_proximity
545,51,49,similar_product,,category_bv_proximity
546,49,51,similar_product,,category_bv_proximity
547,49,50,similar_product,,category_bv_proximity
548,50,49,similar_product,,category_bv_proximity
549,50,43,similar_product,,category_bv_proximity
550,43,50,similar_product,,category_bv_proximity
551,43,42,similar_product,,category_bv_proximity
552,42,43,similar_product,,category_bv_proximity
553,42,35,similar_product,,category_bv_proximity
554,35,42,similar_product,,category_bv_proximity
555,35,46,similar_product,,category_bv_proximity
556,46,35,similar_product,,category_bv_proximity
557,147,149,similar_product,,category_bv_proximity
558,149,147,similar_product,,category_bv_proximity
559,149,150,similar_product,,category_bv_proximity
560,150,149,similar_product,,category_bv_proximity
561,150,151,similar_product,,category_bv_proximity
562,151,150,similar_product,,category_bv_proximity
563,151,153,similar_product,,category_bv_proximity
564,153,151,similar_product,,category_bv_proximity
565,153,152,similar_product,,category_bv_proximity
566,152,153,similar_product,,category_bv_proximity
567,152,154,similar_product,,category_bv_proximity
568,154,152,similar_product,,category_bv_proximity
569,154,155,similar_product,,category_bv_proximity
570,155,154,similar_product,,category_bv_proximity
571,155,159,similar_product,,category_bv_proximity
572,159,155,similar_product,,category_bv_proximity
573,159,156,similar_product,,category_bv_proximity
574,156,159,similar_product,,category_bv_proximity
575,156,157,similar_product,,category_bv_proximity
576,157,156,similar_product,,category_bv_proximity
577,157,158,similar_product,,category_bv_proximity
578,158,157,similar_product,,category_bv_proximity
579,158,161,similar_product,,category_bv_proximity
580,161,158,similar_product,,category_bv_proximity
581,161,160,similar_product,,category_bv_proximity
582,160,161,similar_product,,category_bv_proximity
583,160,162,similar_product,,category_bv_proximity
584,162,160,similar_product,,category_bv_proximity
585,162,163,similar_product,,category_bv_proximity
586,163,162,similar_product,,category_bv_proximity
587,163,164,similar_product,,category_bv_proximity
588,164,163,similar_product,,category_bv_proximity
589,164,148,similar_product,,category_bv_proximity
590,148,164,similar_product,,category_bv_proximity
591,60,63,similar_product,,category_bv_proximity
592,63,60,similar_product,,category_bv_proximity
593,63,59,similar_product,,category_bv_proximity
594,59,63,similar_product,,category_bv_proximity
595,59,61,similar_product,,category_bv_proximity
596,61,59,similar_product,,category_bv_proximity
597,61,58,similar_product,,category_bv_proximity
598,58,61,similar_product,,category_bv_proximity
599,58,62,similar_product,,category_bv_proximity
600,62,58,similar_product,,category_bv_proximity
601,69,70,budget_to_premium_variant,,same_base_product_pack_size
602,72,71,budget_to_premium_variant,,same_base_product_pack_size
603,140,139,budget_to_premium_variant,,same_base_product_pack_size
604,137,138,budget_to_premium_variant,,same_base_product_pack_size
605,4,5,budget_to_premium_variant,,same_base_product_pack_size
606,163,164,budget_to_premium_variant,,same_base_product_pack_size
607,6,7,budget_to_premium_variant,,same_base_product_pack_size
608,7,8,budget_to_premium_variant,,same_base_product_pack_size
609,160,162,budget_to_premium_variant,,same_base_product_pack_size
610,82,83,budget_to_premium_variant,,same_base_product_pack_size
611,89,90,budget_to_premium_variant,,same_base_product_pack_size
612,10,11,budget_to_premium_variant,,same_base_product_pack_size
613,11,12,budget_to_premium_variant,,same_base_product_pack_size
614,159,161,budget_to_premium_variant,,same_base_product_pack_size
615,133,132,budget_to_premium_variant,,same_base_product_pack_size
616,93,94,budget_to_premium_variant,,same_base_product_pack_size
617,17,18,budget_to_premium_variant,,same_base_product_pack_size
618,18,19,budget_to_premium_variant,,same_base_product_pack_size
619,98,97,budget_to_premium_variant,,same_base_product_pack_size
620,155,156,budget_to_premium_variant,,same_base_product_pack_size
621,156,157,budget_to_premium_variant,,same_base_product_pack_size
622,143,144,budget_to_premium_variant,,same_base_product_pack_size
