rule_id,rule_category,rule_text,source_id,source_version,effective_date,verified,verification_status,audience,confidence,notes
RANK-011,rank_structure,"Club 11 (Black Diamond): BV Matching target 5,62,50,000:5,62,50,000 BV. Business Matching Incentive Rs 56,25,000. Mentorship Incentive Rs 28,12,500. Lifetime Reward Rs 60,00,000 (For Flat; Singapore Trip (5N/6D | Family Tour: 2 Adults & 2 Children)). Total Income Base at this club = Rs 1,47,37,500. Distributor rank is determined by the highest Lifetime Reward Club achieved (see PROMO-001).",F00003 (Dayjoy GrowthX Plan Presentation_choladeck.pdf) via dayjoy_plan_ranks_rewards_VERIFIED.csv,dayjoy_plan_ranks_rewards_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified against Dayjoy GrowthX Plan Presentation, page 43, exact match confirmed 2026-08-09. This row states the fixed per-club Rupee amounts as printed in the PDF; it does NOT assert a general formula/rate (e.g. '10% BMI' or '50% mentorship') — those general rate claims are separately flagged CONFLICT (see CONF-001/CONF-002/CONF-003). Do not extrapolate a rate from these fixed figures for BV levels not shown in this table."
RANK-012,rank_structure,"Club 12 (Crown): BV Matching target 11,25,00,000:11,25,00,000 BV. Business Matching Incentive Rs 1,12,50,000. Mentorship Incentive Rs 56,25,000. Lifetime Reward Rs 1,00,00,000 (Dream Villa; Hongkong & Macau Trip (6N/7D | Family Tour: 2 Adults & 2 Children)). Total Income Base at this club = Rs 2,73,75,000. Distributor rank is determined by the highest Lifetime Reward Club achieved (see PROMO-001).",F00003 (Dayjoy GrowthX Plan Presentation_choladeck.pdf) via dayjoy_plan_ranks_rewards_VERIFIED.csv,dayjoy_plan_ranks_rewards_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified against Dayjoy GrowthX Plan Presentation, page 44, exact match confirmed 2026-08-09. This row states the fixed per-club Rupee amounts as printed in the PDF; it does NOT assert a general formula/rate (e.g. '10% BMI' or '50% mentorship') — those general rate claims are separately flagged CONFLICT (see CONF-001/CONF-002/CONF-003). Do not extrapolate a rate from these fixed figures for BV levels not shown in this table."
RANK-013,rank_structure,"Club 13 (Royal Crown): BV Matching target 22,50,00,000:22,50,00,000 BV. Business Matching Incentive Rs 2,25,00,000. Mentorship Incentive Rs 1,12,50,000. Lifetime Reward Rs 2,00,00,000 (For Ferrari Car; Switzerland & Paris Trip (6N/7D | Couple Tour)). Total Income Base at this club = Rs 5,42,50,000. Distributor rank is determined by the highest Lifetime Reward Club achieved (see PROMO-001).",F00003 (Dayjoy GrowthX Plan Presentation_choladeck.pdf) via dayjoy_plan_ranks_rewards_VERIFIED.csv,dayjoy_plan_ranks_rewards_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified against Dayjoy GrowthX Plan Presentation, page 45, exact match confirmed 2026-08-09. This row states the fixed per-club Rupee amounts as printed in the PDF; it does NOT assert a general formula/rate (e.g. '10% BMI' or '50% mentorship') — those general rate claims are separately flagged CONFLICT (see CONF-001/CONF-002/CONF-003). Do not extrapolate a rate from these fixed figures for BV levels not shown in this table."
RANK-014,rank_structure,"Club 14 (Universal Crown): BV Matching target 56,25,00,000:56,25,00,000 BV. Business Matching Incentive Rs 5,62,50,000. Mentorship Incentive Rs 2,81,25,000. Lifetime Reward Rs 4,25,00,000 (South Africa Tour (7N/8D | Couple Tour)). Total Income Base at this club = Rs 12,73,75,000. Distributor rank is determined by the highest Lifetime Reward Club achieved (see PROMO-001).",F00003 (Dayjoy GrowthX Plan Presentation_choladeck.pdf) via dayjoy_plan_ranks_rewards_VERIFIED.csv,dayjoy_plan_ranks_rewards_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified against Dayjoy GrowthX Plan Presentation, page 46, exact match confirmed 2026-08-09. This row states the fixed per-club Rupee amounts as printed in the PDF; it does NOT assert a general formula/rate (e.g. '10% BMI' or '50% mentorship') — those general rate claims are separately flagged CONFLICT (see CONF-001/CONF-002/CONF-003). Do not extrapolate a rate from these fixed figures for BV levels not shown in this table."
RANK-015,rank_structure,"Club 15 (Ambassador): BV Matching target 112,50,00,000:112,50,00,000 BV. Business Matching Incentive Rs 11,25,00,000. Mentorship Incentive Rs 5,62,50,000. Lifetime Reward Rs 5,50,00,000 + 2,00,00,000 (5.5 Crore Cash + 2 Crore for Defender Car; United Kingdom Trip (5N/6D | Family Tour: 2 Adults & 2 Children)). Total Income Base at this club = Rs 24,45,00,000. Distributor rank is determined by the highest Lifetime Reward Club achieved (see PROMO-001).",F00003 (Dayjoy GrowthX Plan Presentation_choladeck.pdf) via dayjoy_plan_ranks_rewards_VERIFIED.csv,dayjoy_plan_ranks_rewards_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified against Dayjoy GrowthX Plan Presentation, page 47, exact match confirmed 2026-08-09. This row states the fixed per-club Rupee amounts as printed in the PDF; it does NOT assert a general formula/rate (e.g. '10% BMI' or '50% mentorship') — those general rate claims are separately flagged CONFLICT (see CONF-001/CONF-002/CONF-003). Do not extrapolate a rate from these fixed figures for BV levels not shown in this table."
RANK-016,rank_structure,"Club 16 (Global Ambassador): BV Matching target 225,00,00,000:225,00,00,000 BV. Business Matching Incentive Rs 22,50,00,000. Mentorship Incentive Rs 11,25,00,000. Lifetime Reward Rs 10,00,00,000 + 5,00,00,000 (10 Crore Cash + 5 Crore for Rolls Royce Car; United States Trip (9N/10D | Family Tour: 2 Adults & 2 Children)). Total Income Base at this club = Rs 48,85,00,000. Distributor rank is determined by the highest Lifetime Reward Club achieved (see PROMO-001).",F00003 (Dayjoy GrowthX Plan Presentation_choladeck.pdf) via dayjoy_plan_ranks_rewards_VERIFIED.csv,dayjoy_plan_ranks_rewards_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified against Dayjoy GrowthX Plan Presentation, page 48, exact match confirmed 2026-08-09. This row states the fixed per-club Rupee amounts as printed in the PDF; it does NOT assert a general formula/rate (e.g. '10% BMI' or '50% mentorship') — those general rate claims are separately flagged CONFLICT (see CONF-001/CONF-002/CONF-003). Do not extrapolate a rate from these fixed figures for BV levels not shown in this table."
RANK-017,rank_structure,"Club 17 (Universal Ambassador): BV Matching target 450,00,00,000:450,00,00,000 BV. Business Matching Incentive Rs 45,00,00,000. Mentorship Incentive Rs 22,50,00,000. Lifetime Reward Rs 20,00,00,000 + 7,00,00,000 + 3,00,00,000 (20 Crore Cash + 7 Crore for Helicopter + 3 Crore for Farm House; Europe Trip (14N/15D | Family Tour: 2 Adults & 2 Children)). Total Income Base at this club = Rs 97,65,00,000. Distributor rank is determined by the highest Lifetime Reward Club achieved (see PROMO-001).",F00003 (Dayjoy GrowthX Plan Presentation_choladeck.pdf) via dayjoy_plan_ranks_rewards_VERIFIED.csv,dayjoy_plan_ranks_rewards_VERIFIED.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified against Dayjoy GrowthX Plan Presentation, page 49, exact match confirmed 2026-08-09. This row states the fixed per-club Rupee amounts as printed in the PDF; it does NOT assert a general formula/rate (e.g. '10% BMI' or '50% mentorship') — those general rate claims are separately flagged CONFLICT (see CONF-001/CONF-002/CONF-003). Do not extrapolate a rate from these fixed figures for BV levels not shown in this table."
CONF-018,commission_rules,"Retail Profit rate is UNRESOLVED. Old internal CSV (dayjoy_compensation_plan.csv, no source cited) states 'Up to 30% / 50%'. GrowthX Plan Presentation OCR page 30 headline states 'Retail Profit UP TO 100%', but the worked example on the same page shows a specific case earning only 20% (MRP Rs 5,000 / DP Rs 4,000 = Rs 1,000 profit). It is not stated whether 30-50% is a typical/average range and 100% is a maximum on select products, or whether one figure supersedes the other.",dayjoy_compensation_conflicts.csv (row: Retail Profit rate),dayjoy_compensation_conflicts.csv,NULL,false,CONFLICT,all,n/a — unresolved,"DO NOT PICK A VALUE. Per governance instruction this conflict is carried forward unresolved pending a human decision from the Dayjoy compensation team. No AI answer should state a specific retail-profit percentage as fact. See also compensation_examples.csv EX-001 for the literal PDF worked example (illustrative only, not a confirmed rate)."
CONF-019,bonus_rules,"Mentorship Incentive rate is UNRESOLVED. Old internal CSV (dayjoy_compensation_plan.csv, no source cited) states Mentorship Bonus = '100% of binary' (on the business matching incentive of directly sponsored distributors). GrowthX Plan Presentation OCR page 34 states Mentorship Incentive = '50% of Direct Introduced Distributor's Business Matching Incentive', with worked examples.",dayjoy_compensation_conflicts.csv (row: Mentorship Bonus / Incentive rate),dayjoy_compensation_conflicts.csv,NULL,false,CONFLICT,all,n/a — unresolved,DO NOT PICK A VALUE. The conflicts file recommends treating the PDF's 50% as more credible (identifiable primary source with worked examples vs. an uncited old CSV) but explicitly flags this as awaiting human confirmation rather than silently resolved. Do not let any AI answer state a specific mentorship percentage as fact. See compensation_examples.csv EX-003/EX-004 for the literal PDF worked examples (illustrative only).
CONF-020,commission_rules,"Business Matching Incentive structure is UNRESOLVED. Old internal CSV (dayjoy_compensation_plan.csv, no source cited) states a FLAT structure: Rs 500 per pair, daily capping Rs 2,500, monthly capping Rs 75,000. GrowthX Plan Presentation OCR page 33 states a TIERED structure keyed to the distributor's own BV activation level (Rs 250/250, Rs 500/500, Rs 750/750, or Rs 1,000/1,000 income per pair depending on tier), with closing WEEKLY (every Wednesday) and payout WEEKLY (every Friday) — not daily.",dayjoy_compensation_conflicts.csv (row: Business Matching Incentive structure),dayjoy_compensation_conflicts.csv,NULL,false,CONFLICT,all,n/a — unresolved,"DO NOT PICK A VALUE OR STRUCTURE. Do not state daily capping figures or a flat Rs 500/pair rate as fact, and do not state the tiered PDF figures as the confirmed live structure either, until Dayjoy compensation team confirms. See compensation_examples.csv EX-002 for the literal PDF worked table (illustrative only)."
JOIN-021,joining_rules,There is no minimum billing amount requirement — any amount of product can be purchased.,"F00003, dayjoy_compensation_terms_and_conditions.csv (rule 1)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, GrowthX Plan Presentation page 53, rule 1 of 10."
JOIN-022,joining_rules,"Eligibility for becoming an Active Distributor requires ID Activation with a minimum of 2,500 BV.","F00003, dayjoy_compensation_terms_and_conditions.csv (rule 2)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, GrowthX Plan Presentation page 53, rule 2 of 10."
JOIN-023,joining_rules,Registration as an Independent Distributor is stated to be free of cost (no additional registration fee).,"distributor_system_narrative_UNSTRUCTURED.md (citing dayjoy.in, web:4/web:68)",NULL,NULL,false,UNVERIFIED,distributor,medium,"Not found verbatim in the 58-page OCR of the GrowthX Plan Presentation (F00003) reviewed for this build. Sourced only from a website-citation narrative document, not independently cross-checked in this repo. Low earnings-calculation risk (non-monetary claim about cost, not income) but still unverified — do not present as guaranteed policy without confirming against a live source."
JOIN-024,joining_rules,Minimum age to become a Dayjoy Independent Distributor is 18 years; applicant must be of sound mind and must not have been convicted by any court of law.,"distributor_system_narrative_UNSTRUCTURED.md (citing dayjoy.in Terms & Conditions, web:69)",NULL,NULL,false,UNVERIFIED,distributor,medium,"Not present in the OCR'd GrowthX Plan Presentation (which does not cover eligibility criteria of this kind). Sourced only from narrative document's website citation, not independently OCR-verified in this repo."
JOIN-025,joining_rules,"Applicants must complete KYC by furnishing correct documentary proof of personal identification, address proof, and PAN Number as part of registration.","distributor_system_narrative_UNSTRUCTURED.md (citing dayjoy.in Terms & Conditions, web:69)",NULL,NULL,false,UNVERIFIED,distributor,medium,Not present in the OCR'd GrowthX Plan Presentation. Specific accepted document types (Aadhaar/Voter ID/Passport) are unknown — see compensation_gap_report.csv G-010.
JOIN-026,joining_rules,Each distributor is assigned a Unique Business Centre restricted to a single PAN Number; the Business Centre is non-transferable.,"distributor_system_narrative_UNSTRUCTURED.md (citing dayjoy.in Terms & Conditions, web:69)",NULL,NULL,false,UNVERIFIED,distributor,medium,Not present in the OCR'd GrowthX Plan Presentation. Not independently corroborated in this repo.
JOIN-027,joining_rules,"Distributors must agree not to represent, sell, or distribute products of any other direct selling company during the tenure of their Dayjoy agreement (non-compete clause).","distributor_system_narrative_UNSTRUCTURED.md (citing dayjoy.in Terms & Conditions, web:69)",NULL,NULL,false,UNVERIFIED,distributor,medium,Not present in the OCR'd GrowthX Plan Presentation. Compliance-relevant; treat as UNVERIFIED but plausible official policy pending confirmation.
JOIN-028,joining_rules,"Dayjoy describes four core steps to start the digital business: Register, Shop, Recommend, and Replicate. Stated basic requirements are a smartphone, internet access, and ambition/'big dreams'.",F00003 page 4; dayjoy_plan_faq_knowledge.csv (topic_key: how_to_start),dayjoy_plan_faq_knowledge.csv,NULL,true,VERIFIED,distributor,high,"OCR page 4 is visually/graphically formatted (icons/steps) so OCR text is partial, but confirms 'RECOMMEND', 'REQUIREMENT FOR DIGITAL DIRECT SELLING BUSINESS', and 'INTERNET' text; consistent with the structured FAQ entry derived from the same page."
JOIN-029,joining_rules,"Dayjoy's plan lists five checkpoints for choosing a good direct selling company: Profile, Promoter, Product, Plan, and People.",F00003 page 5; dayjoy_plan_faq_knowledge.csv (topic_key: good_company_check),dayjoy_plan_faq_knowledge.csv,NULL,true,VERIFIED,distributor,medium-high,OCR page 5 text is heavily garbled (graphic-heavy slide) but the FAQ entry was derived from the same page and the 5-checkpoint structure is a standard Dayjoy talking point; treated as verified at the concept level.
PKG-030,joining_rules,"Standard Package: MRP Rs 10997, joining price (DP) Rs 5499, BV 2500. Direct Income to sponsor = Rs 250.",dayjoy_compensation_plan.csv (Combo/Joining Packages section) + F00031,dayjoy_compensation_plan.csv,2026-05,true,VERIFIED,distributor,high,"MRP/DP/BV sourced from the 'Combo/Joining Packages' section of dayjoy_compensation_plan.csv, labeled by its own source as 'Verified, May 2026 Price List' — traceable to F00031 (India BV Price May 2026.pdf, tier-1 registered price list). Direct Income of Rs 250 cross-matches the first-incentive Business Matching amount shown in F00003 OCR page 33 for this exact BV tier (2500 BV) — independently corroborated."
PKG-031,joining_rules,"Premium Package: MRP Rs 17592, joining price (DP) Rs 10499, BV 5000. Direct Income to sponsor = Rs 500.",dayjoy_compensation_plan.csv (Combo/Joining Packages section) + F00031,dayjoy_compensation_plan.csv,2026-05,true,VERIFIED,distributor,high,"MRP/DP/BV sourced from the 'Combo/Joining Packages' section of dayjoy_compensation_plan.csv, labeled by its own source as 'Verified, May 2026 Price List' — traceable to F00031 (India BV Price May 2026.pdf, tier-1 registered price list). Direct Income of Rs 500 cross-matches the first-incentive Business Matching amount shown in F00003 OCR page 33 for this exact BV tier (5000 BV) — independently corroborated."
PKG-032,joining_rules,"Elite Package: MRP Rs 28286, joining price (DP) Rs 15999, BV 7500. Direct Income to sponsor = Rs 750.",dayjoy_compensation_plan.csv (Combo/Joining Packages section) + F00031,dayjoy_compensation_plan.csv,2026-05,true,VERIFIED,distributor,high,"MRP/DP/BV sourced from the 'Combo/Joining Packages' section of dayjoy_compensation_plan.csv, labeled by its own source as 'Verified, May 2026 Price List' — traceable to F00031 (India BV Price May 2026.pdf, tier-1 registered price list). Direct Income of Rs 750 cross-matches the first-incentive Business Matching amount shown in F00003 OCR page 33 for this exact BV tier (7500 BV) — independently corroborated."
PKG-033,joining_rules,"Agri Pro Package: MRP Rs 29076, joining price (DP) Rs 22650, BV 10000. Direct Income to sponsor = Rs Not specified.",dayjoy_compensation_plan.csv (Combo/Joining Packages section) + F00031,dayjoy_compensation_plan.csv,2026-05,false,UNVERIFIED,distributor,medium,"MRP/DP/BV sourced from the 'Combo/Joining Packages' section of dayjoy_compensation_plan.csv, labeled by its own source as 'Verified, May 2026 Price List' — traceable to F00031 (India BV Price May 2026.pdf, tier-1 registered price list). Direct Income is 'Not specified' in the source CSV and could not be cross-matched against F00003 OCR page 33 (that page's BV tiers do not map unambiguously to this package's BV level for a direct-income figure). Treat the whole row as UNVERIFIED until Direct Income is confirmed. See compensation_gap_report.csv G-008."
PKG-034,joining_rules,"Agri Starter Package: MRP Rs 15587, joining price (DP) Rs 11499, BV 5000. Direct Income to sponsor = Rs Not specified.",dayjoy_compensation_plan.csv (Combo/Joining Packages section) + F00031,dayjoy_compensation_plan.csv,2026-05,false,UNVERIFIED,distributor,medium,"MRP/DP/BV sourced from the 'Combo/Joining Packages' section of dayjoy_compensation_plan.csv, labeled by its own source as 'Verified, May 2026 Price List' — traceable to F00031 (India BV Price May 2026.pdf, tier-1 registered price list). Direct Income is 'Not specified' in the source CSV and could not be cross-matched against F00003 OCR page 33 (that page's BV tiers do not map unambiguously to this package's BV level for a direct-income figure). Treat the whole row as UNVERIFIED until Direct Income is confirmed. See compensation_gap_report.csv G-008."
PKG-035,joining_rules,"Legend Package: MRP Rs 27687, joining price (DP) Rs 18999, BV 10000. Direct Income to sponsor = Rs Not specified.",dayjoy_compensation_plan.csv (Combo/Joining Packages section) + F00031,dayjoy_compensation_plan.csv,2026-05,false,UNVERIFIED,distributor,medium,"MRP/DP/BV sourced from the 'Combo/Joining Packages' section of dayjoy_compensation_plan.csv, labeled by its own source as 'Verified, May 2026 Price List' — traceable to F00031 (India BV Price May 2026.pdf, tier-1 registered price list). Direct Income is 'Not specified' in the source CSV and could not be cross-matched against F00003 OCR page 33 (that page's BV tiers do not map unambiguously to this package's BV level for a direct-income figure). Treat the whole row as UNVERIFIED until Direct Income is confirmed. See compensation_gap_report.csv G-008."
QUAL-036,qualification_rules,"Eligibility for Lifetime Rewards requires ID activation with 5,000 BV or above.","F00003, dayjoy_compensation_terms_and_conditions.csv (rule 3)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 53, rule 3 of 10."
QUAL-037,qualification_rules,"To be eligible for Business Plan Payout and Lifetime Rewards, a distributor needs two directly-introduced active distributors in their team network.","F00003, dayjoy_compensation_terms_and_conditions.csv (rule 4)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 53, rule 4 of 10."
QUAL-038,qualification_rules,The first incentive in the BV Matching & Lifetime Rewards Plan is considered in a 1:2 or 2:1 ratio (not 1:1).,"F00003, dayjoy_compensation_terms_and_conditions.csv (rule 5)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 53, rule 5 of 10; consistent with Club 1 rank_structure row (15,000:7,500 or 7,500:15,000)."
QUAL-039,qualification_rules,"For Business Plan Payout, Mentorship Income, and Lifetime Rewards, a monthly self-purchase as per the distributor's rank is mandatory.","F00003, dayjoy_compensation_terms_and_conditions.csv (rule 8)",dayjoy_compensation_terms_and_conditions.csv,NULL,true,VERIFIED,distributor,high,"OCR-verified, page 53, rule 8 of 10. See ELIG rows for the specific BV thresholds per rank tier."
