gap_id,entity_type,product_code,sku,product_name,field_name,current_value,required_from_team,owner,priority,source_document,status,deadline
GAP-00032,product,DJP1003,DJ-FOO-0004,Daily Tea (250g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00033,product,DJP1004,DJ-FOO-0005,Daily Tea (500g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00034,product,DJP1004,DJ-FOO-0005,Daily Tea (500g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00035,product,DJP1004,DJ-FOO-0005,Daily Tea (500g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00036,product,DJP1004,DJ-FOO-0005,Daily Tea (500g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00037,product,DJP1004,DJ-FOO-0005,Daily Tea (500g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00038,product,DJP1004,DJ-FOO-0005,Daily Tea (500g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00039,product,DJP1004,DJ-FOO-0005,Daily Tea (500g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00040,product,DJP1004,DJ-FOO-0005,Daily Tea (500g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00041,product,DJP1005,DJ-FOO-0006,Dhaniya Powder (25g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00042,product,DJP1005,DJ-FOO-0006,Dhaniya Powder (25g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00043,product,DJP1005,DJ-FOO-0006,Dhaniya Powder (25g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00044,product,DJP1005,DJ-FOO-0006,Dhaniya Powder (25g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00045,product,DJP1005,DJ-FOO-0006,Dhaniya Powder (25g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00046,product,DJP1005,DJ-FOO-0006,Dhaniya Powder (25g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00047,product,DJP1005,DJ-FOO-0006,Dhaniya Powder (25g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00048,product,DJP1005,DJ-FOO-0006,Dhaniya Powder (25g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00049,product,DJP1006,DJ-FOO-0007,Dhaniya Powder (200g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00050,product,DJP1006,DJ-FOO-0007,Dhaniya Powder (200g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00051,product,DJP1006,DJ-FOO-0007,Dhaniya Powder (200g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00052,product,DJP1006,DJ-FOO-0007,Dhaniya Powder (200g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00053,product,DJP1006,DJ-FOO-0007,Dhaniya Powder (200g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00054,product,DJP1006,DJ-FOO-0007,Dhaniya Powder (200g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00055,product,DJP1006,DJ-FOO-0007,Dhaniya Powder (200g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00056,product,DJP1006,DJ-FOO-0007,Dhaniya Powder (200g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00057,product,DJP1007,DJ-FOO-0008,Dhaniya Powder (500g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00058,product,DJP1007,DJ-FOO-0008,Dhaniya Powder (500g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00059,product,DJP1007,DJ-FOO-0008,Dhaniya Powder (500g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00060,product,DJP1007,DJ-FOO-0008,Dhaniya Powder (500g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00061,product,DJP1007,DJ-FOO-0008,Dhaniya Powder (500g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00062,product,DJP1007,DJ-FOO-0008,Dhaniya Powder (500g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00063,product,DJP1007,DJ-FOO-0008,Dhaniya Powder (500g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00064,product,DJP1007,DJ-FOO-0008,Dhaniya Powder (500g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00065,product,DJP1008,DJ-FOO-0009,Garam Masala (100g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00066,product,DJP1008,DJ-FOO-0009,Garam Masala (100g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00067,product,DJP1008,DJ-FOO-0009,Garam Masala (100g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00068,product,DJP1008,DJ-FOO-0009,Garam Masala (100g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00069,product,DJP1008,DJ-FOO-0009,Garam Masala (100g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00070,product,DJP1008,DJ-FOO-0009,Garam Masala (100g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00071,product,DJP1008,DJ-FOO-0009,Garam Masala (100g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00072,product,DJP1008,DJ-FOO-0009,Garam Masala (100g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00073,product,DJP1009,DJ-FOO-0010,Haldi Powder (25g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00074,product,DJP1009,DJ-FOO-0010,Haldi Powder (25g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00075,product,DJP1009,DJ-FOO-0010,Haldi Powder (25g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00076,product,DJP1009,DJ-FOO-0010,Haldi Powder (25g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00077,product,DJP1009,DJ-FOO-0010,Haldi Powder (25g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00078,product,DJP1009,DJ-FOO-0010,Haldi Powder (25g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00079,product,DJP1009,DJ-FOO-0010,Haldi Powder (25g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00080,product,DJP1009,DJ-FOO-0010,Haldi Powder (25g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00081,product,DJP1010,DJ-FOO-0011,Haldi Powder (200g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00082,product,DJP1010,DJ-FOO-0011,Haldi Powder (200g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00083,product,DJP1010,DJ-FOO-0011,Haldi Powder (200g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00084,product,DJP1010,DJ-FOO-0011,Haldi Powder (200g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00085,product,DJP1010,DJ-FOO-0011,Haldi Powder (200g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00086,product,DJP1010,DJ-FOO-0011,Haldi Powder (200g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00087,product,DJP1010,DJ-FOO-0011,Haldi Powder (200g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00088,product,DJP1010,DJ-FOO-0011,Haldi Powder (200g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00089,product,DJP1011,DJ-FOO-0012,Haldi Powder (500g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00090,product,DJP1011,DJ-FOO-0012,Haldi Powder (500g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00091,product,DJP1011,DJ-FOO-0012,Haldi Powder (500g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00092,product,DJP1011,DJ-FOO-0012,Haldi Powder (500g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00093,product,DJP1011,DJ-FOO-0012,Haldi Powder (500g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00094,product,DJP1011,DJ-FOO-0012,Haldi Powder (500g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00095,product,DJP1011,DJ-FOO-0012,Haldi Powder (500g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00096,product,DJP1011,DJ-FOO-0012,Haldi Powder (500g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00097,product,DJP1012,DJ-FOO-0013,Himalayan Pink Salt Sprinkler (200g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00098,product,DJP1012,DJ-FOO-0013,Himalayan Pink Salt Sprinkler (200g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00099,product,DJP1012,DJ-FOO-0013,Himalayan Pink Salt Sprinkler (200g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00100,product,DJP1012,DJ-FOO-0013,Himalayan Pink Salt Sprinkler (200g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00101,product,DJP1012,DJ-FOO-0013,Himalayan Pink Salt Sprinkler (200g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00102,product,DJP1012,DJ-FOO-0013,Himalayan Pink Salt Sprinkler (200g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00103,product,DJP1012,DJ-FOO-0013,Himalayan Pink Salt Sprinkler (200g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00104,product,DJP1012,DJ-FOO-0013,Himalayan Pink Salt Sprinkler (200g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00105,product,DJP1013,DJ-FOO-0014,Jaljeera (100g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00106,product,DJP1013,DJ-FOO-0014,Jaljeera (100g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00107,product,DJP1013,DJ-FOO-0014,Jaljeera (100g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00108,product,DJP1013,DJ-FOO-0014,Jaljeera (100g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00109,product,DJP1013,DJ-FOO-0014,Jaljeera (100g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00110,product,DJP1013,DJ-FOO-0014,Jaljeera (100g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00111,product,DJP1013,DJ-FOO-0014,Jaljeera (100g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00112,product,DJP1013,DJ-FOO-0014,Jaljeera (100g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00113,product,DJP1014,DJ-FOO-0015,Organic Jeera (250g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00114,product,DJP1014,DJ-FOO-0015,Organic Jeera (250g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00115,product,DJP1014,DJ-FOO-0015,Organic Jeera (250g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00116,product,DJP1014,DJ-FOO-0015,Organic Jeera (250g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00117,product,DJP1014,DJ-FOO-0015,Organic Jeera (250g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00118,product,DJP1014,DJ-FOO-0015,Organic Jeera (250g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00119,product,DJP1014,DJ-FOO-0015,Organic Jeera (250g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00120,product,DJP1014,DJ-FOO-0015,Organic Jeera (250g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00121,product,DJP1015,DJ-FOO-0016,Kasuri Methi (50g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00122,product,DJP1015,DJ-FOO-0016,Kasuri Methi (50g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00123,product,DJP1015,DJ-FOO-0016,Kasuri Methi (50g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00124,product,DJP1015,DJ-FOO-0016,Kasuri Methi (50g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00125,product,DJP1015,DJ-FOO-0016,Kasuri Methi (50g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00126,product,DJP1015,DJ-FOO-0016,Kasuri Methi (50g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00127,product,DJP1015,DJ-FOO-0016,Kasuri Methi (50g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00128,product,DJP1015,DJ-FOO-0016,Kasuri Methi (50g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00129,product,DJP1016,DJ-FOO-0017,Mirchi Powder (25g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00130,product,DJP1016,DJ-FOO-0017,Mirchi Powder (25g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00131,product,DJP1016,DJ-FOO-0017,Mirchi Powder (25g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00132,product,DJP1016,DJ-FOO-0017,Mirchi Powder (25g),storage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00133,product,DJP1016,DJ-FOO-0017,Mirchi Powder (25g),shelf_life,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00134,product,DJP1016,DJ-FOO-0017,Mirchi Powder (25g),dosage,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00135,product,DJP1016,DJ-FOO-0017,Mirchi Powder (25g),target_customer,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P2,Approved brochures,needs_extraction,
GAP-00136,product,DJP1016,DJ-FOO-0017,Mirchi Powder (25g),certifications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00137,product,DJP1017,DJ-FOO-0018,Mirchi Powder (200g),ingredients,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00138,product,DJP1017,DJ-FOO-0018,Mirchi Powder (200g),warnings,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
GAP-00139,product,DJP1017,DJ-FOO-0018,Mirchi Powder (200g),contraindications,,Extract from approved brochure / label / regulatory source,Dayjoy QA / Regulatory / Product Content,P1,Approved brochures,needs_extraction,
