test_id,question,expected_intent,expected_source,expected_answer,required_tool,must_cite,must_abstain,category,difficulty,notes
PR0011,How much does Dhaniya Powder (25g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 20.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0006; product_id=DJP1005; field=mrp
PR0012,What price does a Dayjoy distributor pay for Dhaniya Powder (25g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 15.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0006; product_id=DJP1005; field=dp
PR0013,How much does Dhaniya Powder (200g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 95.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0007; product_id=DJP1006; field=mrp
PR0014,What price does a Dayjoy distributor pay for Dhaniya Powder (200g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 75.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0007; product_id=DJP1006; field=dp
PR0015,How much does Dhaniya Powder (500g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 210.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0008; product_id=DJP1007; field=mrp
PR0016,What price does a Dayjoy distributor pay for Dhaniya Powder (500g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 170.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0008; product_id=DJP1007; field=dp
PR0017,How much does Garam Masala (100g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 110.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0009; product_id=DJP1008; field=mrp
PR0018,What price does a Dayjoy distributor pay for Garam Masala (100g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 99.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0009; product_id=DJP1008; field=dp
PR0019,How much does Haldi Powder (25g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 20.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0010; product_id=DJP1009; field=mrp
PR0020,What price does a Dayjoy distributor pay for Haldi Powder (25g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 15.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0010; product_id=DJP1009; field=dp
PR0021,How much does Haldi Powder (200g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 135.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0011; product_id=DJP1010; field=mrp
PR0022,What price does a Dayjoy distributor pay for Haldi Powder (200g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 80.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0011; product_id=DJP1010; field=dp
PR0023,How much does Haldi Powder (500g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 320.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0012; product_id=DJP1011; field=mrp
PR0024,What price does a Dayjoy distributor pay for Haldi Powder (500g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 200.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0012; product_id=DJP1011; field=dp
PR0025,How much does Himalayan Pink Salt Sprinkler (200g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 75.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0013; product_id=DJP1012; field=mrp
PR0026,What price does a Dayjoy distributor pay for Himalayan Pink Salt Sprinkler (200g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 60.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0013; product_id=DJP1012; field=dp
PR0027,How much does Jaljeera (100g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 65.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0014; product_id=DJP1013; field=mrp
PR0028,What price does a Dayjoy distributor pay for Jaljeera (100g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 55.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0014; product_id=DJP1013; field=dp
PR0029,How much does Organic Jeera (250g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 199.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0015; product_id=DJP1014; field=mrp
PR0030,What price does a Dayjoy distributor pay for Organic Jeera (250g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 165.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0015; product_id=DJP1014; field=dp
PR0031,How much does Kasuri Methi (50g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 59.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0016; product_id=DJP1015; field=mrp
PR0032,What price does a Dayjoy distributor pay for Kasuri Methi (50g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 45.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0016; product_id=DJP1015; field=dp
PR0033,How much does Mirchi Powder (25g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 20.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0017; product_id=DJP1016; field=mrp
PR0034,What price does a Dayjoy distributor pay for Mirchi Powder (25g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 15.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0017; product_id=DJP1016; field=dp
PR0035,How much does Mirchi Powder (200g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 145.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0018; product_id=DJP1017; field=mrp
PR0036,What price does a Dayjoy distributor pay for Mirchi Powder (200g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 110.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0018; product_id=DJP1017; field=dp
PR0037,How much does Mirchi Powder (500g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 335.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0019; product_id=DJP1018; field=mrp
PR0038,What price does a Dayjoy distributor pay for Mirchi Powder (500g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 275.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0019; product_id=DJP1018; field=dp
PR0039,How much does Rai (250g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 99.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0020; product_id=DJP1019; field=mrp
PR0040,What price does a Dayjoy distributor pay for Rai (250g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 80.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0020; product_id=DJP1019; field=dp
PR0041,How much does Sabji Masala (100g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 110.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0021; product_id=DJP1020; field=mrp
PR0042,What price does a Dayjoy distributor pay for Sabji Masala (100g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 99.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0021; product_id=DJP1020; field=dp
PR0043,How much does New Total Joy Rice Bran Oil (1 Litre) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 299.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0022; product_id=DJP1021; field=mrp
PR0044,What price does a Dayjoy distributor pay for New Total Joy Rice Bran Oil (1 Litre) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 235.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0022; product_id=DJP1021; field=dp
PR0045,How much does Total Joy Rice Bran Oil (2 Litre) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 599.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0023; product_id=DJP1022; field=mrp
PR0046,What price does a Dayjoy distributor pay for Total Joy Rice Bran Oil (2 Litre) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 470.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0023; product_id=DJP1022; field=dp
PR0047,How much does Veg Biryani with Shahi Gravy cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 199.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0024; product_id=DJP1023; field=mrp
PR0048,What price does a Dayjoy distributor pay for Veg Biryani with Shahi Gravy (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 135.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0024; product_id=DJP1023; field=dp
PR0049,How much does Poha with Bhujia cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 99.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0025; product_id=DJP1024; field=mrp
PR0050,What price does a Dayjoy distributor pay for Poha with Bhujia (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 67.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0025; product_id=DJP1024; field=dp
PR0051,How much does Upma with Bhujia cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 99.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0026; product_id=DJP1025; field=mrp
PR0052,What price does a Dayjoy distributor pay for Upma with Bhujia (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 71.0,product_db_lookup,true,false,pricing,easy,sku=DJ-FOO-0026; product_id=DJP1025; field=dp
PR0053,How much does Anti Pollution Face Wash (150ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 249.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0027; product_id=DJP1026; field=mrp
PR0054,What price does a Dayjoy distributor pay for Anti Pollution Face Wash (150ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 165.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0027; product_id=DJP1026; field=dp
PR0055,How much does Anti Pollution Aloevera Face Wash (100ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 135.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0028; product_id=DJP1027; field=mrp
PR0056,What price does a Dayjoy distributor pay for Anti Pollution Aloevera Face Wash (100ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 94.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0028; product_id=DJP1027; field=dp
PR0057,How much does Aloevera Gel (100g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 150.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0029; product_id=DJP1028; field=mrp
PR0058,What price does a Dayjoy distributor pay for Aloevera Gel (100g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 115.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0029; product_id=DJP1028; field=dp
PR0059,How much does BR Rich Oil (200ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 249.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0030; product_id=DJP1029; field=mrp
PR0060,What price does a Dayjoy distributor pay for BR Rich Oil (200ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 165.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0030; product_id=DJP1029; field=dp
PR0061,How much does Daily Care Cream (60g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 149.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0031; product_id=DJP1030; field=mrp
PR0062,What price does a Dayjoy distributor pay for Daily Care Cream (60g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 95.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0031; product_id=DJP1030; field=dp
PR0063,How much does Luxury Saffron Soap (100g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 125.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0032; product_id=DJP1031; field=mrp
PR0064,What price does a Dayjoy distributor pay for Luxury Saffron Soap (100g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 82.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0032; product_id=DJP1031; field=dp
PR0065,How much does Ecofriendly Toothbrush (Pack of 2) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 149.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0033; product_id=DJP1032; field=mrp
PR0066,What price does a Dayjoy distributor pay for Ecofriendly Toothbrush (Pack of 2) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 100.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0033; product_id=DJP1032; field=dp
PR0067,How much does HerboSmile Herbal Toothpaste (100g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 125.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0034; product_id=DJP1033; field=mrp
PR0068,What price does a Dayjoy distributor pay for HerboSmile Herbal Toothpaste (100g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 82.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0034; product_id=DJP1033; field=dp
PR0069,How much does Hydra Aloevera Body Lotion (300ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 349.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0035; product_id=DJP1034; field=mrp
PR0070,What price does a Dayjoy distributor pay for Hydra Aloevera Body Lotion (300ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 245.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0035; product_id=DJP1034; field=dp
PR0071,How much does Kesham (100ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 149.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0036; product_id=DJP1035; field=mrp
PR0072,What price does a Dayjoy distributor pay for Kesham (100ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 91.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0036; product_id=DJP1035; field=dp
PR0073,How much does Luxwash Handwash (250ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 150.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0037; product_id=DJP1036; field=mrp
PR0074,What price does a Dayjoy distributor pay for Luxwash Handwash (250ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 95.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0037; product_id=DJP1036; field=dp
PR0075,How much does Milk & Keratin Extracts Shampoo (100ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 175.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0038; product_id=DJP1037; field=mrp
PR0076,What price does a Dayjoy distributor pay for Milk & Keratin Extracts Shampoo (100ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 118.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0038; product_id=DJP1037; field=dp
PR0077,How much does Milk Bath Soap (100g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 75.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0039; product_id=DJP1038; field=mrp
PR0078,What price does a Dayjoy distributor pay for Milk Bath Soap (100g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 52.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0039; product_id=DJP1038; field=dp
PR0079,How much does Milk Bath Soap (Pack of 3) (100g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 225.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0040; product_id=DJP1039; field=mrp
PR0080,What price does a Dayjoy distributor pay for Milk Bath Soap (Pack of 3) (100g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 150.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0040; product_id=DJP1039; field=dp
PR0081,How much does Neem & Tulsi Herbal Soap (100g) (Pack of 3) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 147.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0041; product_id=DJP1040; field=mrp
PR0082,What price does a Dayjoy distributor pay for Neem & Tulsi Herbal Soap (100g) (Pack of 3) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 107.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0041; product_id=DJP1040; field=dp
PR0083,How much does Regain Aloevera Shampoo (300ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 349.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0042; product_id=DJP1041; field=mrp
PR0084,What price does a Dayjoy distributor pay for Regain Aloevera Shampoo (300ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 245.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0042; product_id=DJP1041; field=dp
PR0085,How much does Sandalwood & Shahi Gulab Body Lotion (150ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 249.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0043; product_id=DJP1042; field=mrp
PR0086,What price does a Dayjoy distributor pay for Sandalwood & Shahi Gulab Body Lotion (150ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 169.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0043; product_id=DJP1042; field=dp
PR0087,How much does Sanitary Pad (XL) (Pack of 10) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 249.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0044; product_id=DJP1043; field=mrp
PR0088,What price does a Dayjoy distributor pay for Sanitary Pad (XL) (Pack of 10) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 130.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0044; product_id=DJP1043; field=dp
PR0089,How much does Sanitary Pad (XXL) (Pack of 10) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 275.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0045; product_id=DJP1044; field=mrp
PR0090,What price does a Dayjoy distributor pay for Sanitary Pad (XXL) (Pack of 10) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 150.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0045; product_id=DJP1044; field=dp
PR0091,How much does Seabuckthron Facial Kit (30g) (Pack of 6) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 1349.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0046; product_id=DJP1045; field=mrp
PR0092,What price does a Dayjoy distributor pay for Seabuckthron Facial Kit (30g) (Pack of 6) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 799.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0046; product_id=DJP1045; field=dp
PR0093,How much does Seabuckthron Cleanser (30g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 225.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0047; product_id=DJP1046; field=mrp
PR0094,What price does a Dayjoy distributor pay for Seabuckthron Cleanser (30g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 145.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0047; product_id=DJP1046; field=dp
PR0095,How much does Seabuckthron Scrub (30g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 225.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0048; product_id=DJP1047; field=mrp
PR0096,What price does a Dayjoy distributor pay for Seabuckthron Scrub (30g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 145.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0048; product_id=DJP1047; field=dp
PR0097,How much does Seabuckthron Massage Gel (30g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 225.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0049; product_id=DJP1048; field=mrp
PR0098,What price does a Dayjoy distributor pay for Seabuckthron Massage Gel (30g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 145.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0049; product_id=DJP1048; field=dp
PR0099,How much does Seabuckthron Massage Cream (30g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 225.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0050; product_id=DJP1049; field=mrp
PR0100,What price does a Dayjoy distributor pay for Seabuckthron Massage Cream (30g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 145.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0050; product_id=DJP1049; field=dp
PR0101,How much does Seabuckthron Face Pack (30g) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 225.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0051; product_id=DJP1050; field=mrp
PR0102,What price does a Dayjoy distributor pay for Seabuckthron Face Pack (30g) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 145.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0051; product_id=DJP1050; field=dp
PR0103,How much does Seabuckthron Facial Fluid (10ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 225.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0052; product_id=DJP1051; field=mrp
PR0104,What price does a Dayjoy distributor pay for Seabuckthron Facial Fluid (10ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 145.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0052; product_id=DJP1051; field=dp
PR0105,How much does Deep Cleansing Face Wash (100ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 199.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0053; product_id=DJP1052; field=mrp
PR0106,What price does a Dayjoy distributor pay for Deep Cleansing Face Wash (100ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 139.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0053; product_id=DJP1052; field=dp
PR0107,How much does Deep Cleansing Facewash (60ml) cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 125.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0054; product_id=DJP1053; field=mrp
PR0108,What price does a Dayjoy distributor pay for Deep Cleansing Facewash (60ml) (DP)?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 82.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0054; product_id=DJP1053; field=dp
PR0109,How much does WildMuse Premium Loofah cost at MRP?,price_lookup,01_CANONICAL/products/dayjoy_product_master_canonical.csv,Rs 125.0,product_db_lookup,true,false,pricing,easy,sku=DJ-PER-0055; product_id=DJP1054; field=mrp
