file_id,filename,extracted_path,provenance_chain,depth,size,file_type,sha256,duplicate_group,exact_dup_count
F00020,DayjoyMarketingFssaiLicense.pdf,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/DayjoyMarketingFssaiLicense.pdf,ORIGINAL:some updated file/DayjoyMarketingFssaiLicense.pdf,0,138985,pdf,7ad37b94184907f5a107ce3c75e50754b90fc329d7aa76a184a980c7bd3c03bb,,1
F00021,DayjoyProduct_RecommandationChart.pdf,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/DayjoyProduct_RecommandationChart.pdf,ORIGINAL:some updated file/DayjoyProduct_RecommandationChart.pdf,0,4062276,pdf,1315d8b9e55f32c1320da044f39505593b7d2b419b7bc85db8582c53a6d68a5b,DG0005,4
F00022,dayjoy_ai_intent_dataset_1000.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/dayjoy_ai_intent_dataset_1000.csv,ORIGINAL:some updated file/dayjoy_ai_intent_dataset_1000.csv,0,97856,csv,094e1b3aeef5e2c8a5039e1b228a5c014827e185c897eee45010d2c528f7e376,DG0016,3
F00023,Dayjoy_All_FAQs_Combined (1).csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_FAQs_Combined (1).csv,ORIGINAL:some updated file/Dayjoy_All_FAQs_Combined (1).csv,0,388003,csv,44d8cdf5b51deaba7c3865545feae34cd6e3b6b9bb39a3fe3d057eff079d92b4,DG0017,8
F00024,Dayjoy_All_FAQs_Combined.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_FAQs_Combined.csv,ORIGINAL:some updated file/Dayjoy_All_FAQs_Combined.csv,0,388003,csv,44d8cdf5b51deaba7c3865545feae34cd6e3b6b9bb39a3fe3d057eff079d92b4,DG0017,8
F00025,Dayjoy_Master_Intent_Dataset.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_Master_Intent_Dataset.csv,ORIGINAL:some updated file/Dayjoy_Master_Intent_Dataset.csv,0,815337,csv,9a921b8c3d6a9ebdf3d5d58e196bcbf14f957761ed19cc53ec99342e63857bf2,DG0018,17
F00026,Dayjoy_Online_Shopping.pdf,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_Online_Shopping.pdf,ORIGINAL:some updated file/Dayjoy_Online_Shopping.pdf,0,585659,pdf,91f41e5901cdc952e8c4cd71698e8eca04182afffc623d311fbe021f3dacd442,DG0019,3
F00027,dayjoy_products_master.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/dayjoy_products_master.csv,ORIGINAL:some updated file/dayjoy_products_master.csv,0,38100,csv,68d47f9e4db5e02570da8fe674c3ea4c14f95537832b515d0556f48d3e63de74,DG0020,34
F00028,dayjoy_rag_chunks_dataset.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/dayjoy_rag_chunks_dataset.csv,ORIGINAL:some updated file/dayjoy_rag_chunks_dataset.csv,0,1610431,csv,d61e47b1228af1b1ff9511257781fd987e25840955d10e687d54b721fb107c70,DG0021,11
F00029,gap-register-rerun.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/gap-register-rerun.csv,ORIGINAL:some updated file/gap-register-rerun.csv,0,295516,csv,170527a1443ae8ce801880c268298e5f020f7cd35349b46a5cf6120134b8381f,DG0022,3
F00030,Income_Disclaimer_Dayjoy.pdf,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Income_Disclaimer_Dayjoy.pdf,ORIGINAL:some updated file/Income_Disclaimer_Dayjoy.pdf,0,459681,pdf,d8d56172b040fedd96a14bc89e13e0a52583989560a2fa3ec75568fba5d54fe3,,1
F00031,India BV Price May 2026.pdf,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/India BV Price May 2026.pdf,ORIGINAL:some updated file/India BV Price May 2026.pdf,0,1889320,pdf,84ecd2c43dcea939bb4923b04894d6096bd2202e98288984bc3ec654cc04e117,DG0024,7
F00032,PaymentGatewayPolicy_Dayjoy.pdf,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/PaymentGatewayPolicy_Dayjoy.pdf,ORIGINAL:some updated file/PaymentGatewayPolicy_Dayjoy.pdf,0,459239,pdf,b66514643d0b509834876cfd79091d8ebd4beaf46e49bc2183305a398349e3bf,,1
F00033,phase9-qa-test-sheet.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/phase9-qa-test-sheet.csv,ORIGINAL:some updated file/phase9-qa-test-sheet.csv,0,169949,csv,25aab9d82f14639b2ead44a8c4c4a5bde9efe57d98370bc9add34ab6e5254b70,DG0026,12
F00034,product-safety-classes.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/product-safety-classes.csv,ORIGINAL:some updated file/product-safety-classes.csv,0,38916,csv,5e803a5ad3b13a2337f3d97ad17f96d9b75805fffd47ff861e2bc93b031e8f5f,DG0027,7
F00035,recommendation_chart_clean.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/recommendation_chart_clean.csv,ORIGINAL:some updated file/recommendation_chart_clean.csv,0,45112,csv,c948b032af51ae29d2eed15c9d70c04349577f249e250c08b727967004ceee36,DG0028,3
F00036,recommendation_chart_clean.xlsx,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/recommendation_chart_clean.xlsx,ORIGINAL:some updated file/recommendation_chart_clean.xlsx,0,18474,xlsx,0eade978c0dee71c4502d3aab835b414d591d026bc379e5030542073456029e4,DG0029,3
F00037,RELEASE_MANIFEST.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/RELEASE_MANIFEST.csv,ORIGINAL:some updated file/RELEASE_MANIFEST.csv,0,810,csv,a85ad4999ad4d11f59b12cc186609273b665c29880ef046d975b017bdf57d009,,1
F00038,Social_Media_Policy_Dayjoy.pdf,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Social_Media_Policy_Dayjoy.pdf,ORIGINAL:some updated file/Social_Media_Policy_Dayjoy.pdf,0,468904,pdf,207d729d08c059d35be8524bd7e80d99c4365f18d2424aa3342a9e1e79d36d4c,,1
F00039,structured_product_master.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/structured_product_master.csv,ORIGINAL:some updated file/structured_product_master.csv,0,53023,csv,b4a4ce5f8a09f85e6ccb305271e106fccfad9580ffbbbcf7ee03815947fca9df,,1
F00040,unresolved_gaps.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/unresolved_gaps.csv,ORIGINAL:some updated file/unresolved_gaps.csv,0,275881,csv,8f5e12fa4fb3d98119be466099d309ecca38c4b9d6ba213e948c5133a0de2695,,1
F00041,DJP1000_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1000_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1000_FAQs.csv,0,2417,csv,72aff6333b8a0dc07d5fd0d6e755f25e2cc063deb4cb4d5a0309c5c41d94a448,DG0034,2
F00042,DJP1001_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1001_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1001_FAQs.csv,0,2393,csv,6d9d963b3f2edd07fdbdd85f06338b2bddf920d15991acf8e53290c50adfc96d,DG0035,2
F00043,DJP1002_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1002_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1002_FAQs.csv,0,2400,csv,0ce9eb2b2bf516400a7ddbd93c42120287cc1e2c0b26311620d3b4fa20ed8a29,DG0036,2
F00044,DJP1003_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1003_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1003_FAQs.csv,0,2386,csv,80934f0a8b79582640734d6bdaa2a24bc94e2ffa0436ce8d16bbcfbd873abdfc,DG0037,2
F00045,DJP1004_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1004_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1004_FAQs.csv,0,2386,csv,3352c32ce9ca8689fa6ca9031501e303db14f6d25ab1dd863016563e7665cb3b,DG0038,2
F00046,DJP1005_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1005_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1005_FAQs.csv,0,2394,csv,a18113c024dffbe7fd24c57735d2d8ab08ac8655cc39ca4551a37d33a5cba9fc,DG0039,2
F00047,DJP1006_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1006_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1006_FAQs.csv,0,2399,csv,2451aa9cae51130a22393b6b8f1c81f95a5d401f395a76684df5787bce717ae7,DG0040,2
F00048,DJP1007_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1007_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1007_FAQs.csv,0,2401,csv,915f04bfeb0d4b6ddb263bae94da10aa98266a373c86df914f50781b9de26405,DG0041,2
F00049,DJP1008_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1008_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1008_FAQs.csv,0,2394,csv,faeb7bab85515660cc8f847650105384f34ea42a53513823b4d377436782d3d3,DG0042,2
F00050,DJP1009_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1009_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1009_FAQs.csv,0,2399,csv,91a8a6b387c5593b1d072ce428f72db5c9c30f3c639abdd25e794914cc6ffe63,DG0043,2
F00051,DJP1010_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1010_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1010_FAQs.csv,0,2405,csv,0063a5a30296960e2345c2507900b8749a44fc5b4a386e7fa1c83192c65c5b50,DG0044,2
F00052,DJP1011_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1011_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1011_FAQs.csv,0,2406,csv,a34ee02b9cbcfb8633f4496b4363d0d6ad5fa9997ec1c5ecd79563c91cc99dfa,DG0045,2
F00053,DJP1012_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1012_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1012_FAQs.csv,0,2455,csv,9efc0f070352be60c4beee86b488eb8a89f53b50682fe7695f656f1c5714e791,DG0046,2
F00054,DJP1013_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1013_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1013_FAQs.csv,0,2392,csv,7bb1e941b4dec264f0140b20df87bf48d79c13b6327f31ea1c93977fd336b2c2,DG0047,2
F00055,DJP1014_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1014_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1014_FAQs.csv,0,2409,csv,695ec5dc0dc87fe93bc0a7f90982b23a52b49b17ce7f1c0f0dfb1630c22206ad,DG0048,2
F00056,DJP1015_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1015_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1015_FAQs.csv,0,2399,csv,69e54bfae67abc4d9e2214c6b678c69cff6a860ad4851bb6f801e715f6729f7f,DG0049,2
F00057,DJP1016_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1016_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1016_FAQs.csv,0,2402,csv,71e2661dbb52358f7c6f926094a32da73aea930e2b65117f71d45e78bc47bbe9,DG0050,2
F00058,DJP1017_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1017_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1017_FAQs.csv,0,2409,csv,7876144d9d32828799d43531cf88d8e940068111f533cd71b8a17c56de27fbd8,DG0051,2
F00059,DJP1018_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1018_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1018_FAQs.csv,0,2409,csv,73a3bf25ab0b19362964c8598468da05d73e0280dd3c74b8269442d03f473343,DG0052,2
F00060,DJP1019_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1019_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1019_FAQs.csv,0,2377,csv,2b1a79015e0af0ba84b3a61ac3969db023869dc6ce1638969b3b8dabc60c458d,DG0053,2
F00061,DJP1020_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1020_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1020_FAQs.csv,0,2405,csv,dc93ee51745da00250d1b91422f5e8c3f4d36ac9e71fdabfa172ab1dd09077b9,DG0054,2
F00062,DJP1021_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1021_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1021_FAQs.csv,0,2419,csv,3c2b7ba56b8cd097f27b5670872755b902f54a4f1698e677fe235c10e627ccee,DG0055,2
F00063,DJP1022_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1022_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1022_FAQs.csv,0,2407,csv,e6ed9f577409ef27ce2516e90007a7c2d763937d7e0957e470b46ee0fbcbd5f3,DG0056,2
F00064,DJP1023_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1023_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1023_FAQs.csv,0,2432,csv,3abc7b93ffc16ddc4708be72f3afd8a1586e6d4f8f418a6bd6eaaafdc0886474,DG0057,2
F00065,DJP1024_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1024_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1024_FAQs.csv,0,2393,csv,7cf093172037d9448a69567ed795e310710d1ee5dc67b64b701f32b476cad4c6,DG0058,2
F00066,DJP1025_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1025_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1025_FAQs.csv,0,2393,csv,1f335c40fce423c03023387bce847f929d2ee8ca656e89515f262ffdae64f152,DG0059,2
F00067,DJP1026_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1026_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1026_FAQs.csv,0,2463,csv,980a616e7598a4c56d6c675575deab06585ce3f82461f5f21848e668298b77d7,DG0060,2
F00068,DJP1027_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1027_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1027_FAQs.csv,0,2489,csv,1385e7ccfd763adec26b9374b8acc0bc8fe581222a84490f819deb289d6f560b,DG0061,2
F00069,DJP1028_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1028_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1028_FAQs.csv,0,2423,csv,103123483a92e257938d885c150f112bd9f0408b29268876e900d0fca66fa8e1,DG0062,2
F00070,DJP1029_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1029_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1029_FAQs.csv,0,2424,csv,d80507b90d56ab303dec5ae63f68c5aafbb4492e78bd19d8a8a7a41773f4cd89,DG0063,2
F00071,DJP1030_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1030_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1030_FAQs.csv,0,2430,csv,1b11074019b4ef71e9b5402ce1c682a7f73c92baf3c95b874608d21db97bcf27,DG0064,2
F00072,DJP1031_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1031_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1031_FAQs.csv,0,2443,csv,064e09875ff224b8b87567cda31236d3eb4b0a807a6ce90ab1cbf1565b787dcb,DG0065,2
F00073,DJP1032_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1032_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1032_FAQs.csv,0,2473,csv,250d09e088f39941c68f8b60be42e0845a85ceb50b70e8985b1125c3dcf9223e,DG0066,2
F00074,DJP1033_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1033_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1033_FAQs.csv,0,2470,csv,d704fa72999c81a6f1c85a31bc11530f33354c0bde0dcb0875c544b05e59f3b6,DG0067,2
F00075,DJP1034_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1034_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1034_FAQs.csv,0,2469,csv,798bac77138b084343af3ca3ec1b57fbaf55d9a568745fef84e4e1efd2a5cfdb,DG0068,2
F00076,DJP1035_FAQs.csv,/sessions/blissful-zen-albattani/mnt/dayjoy-ai-assist knowledge base/some updated file/Dayjoy_All_Products_FAQs/DJP1035_FAQs.csv,ORIGINAL:some updated file/Dayjoy_All_Products_FAQs/DJP1035_FAQs.csv,0,2408,csv,7c5dc878aebfff7d268bd882b15746947d761e8fea9fdad11eee52849440d1a2,DG0069,2
